Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
بهتر,8, البُهْتُر بُهْتُرٌ وبُهْتُرَةٌ بُهْتُرٍ البُهْتُرِ البَهاتِرُ البَهاتِرُ البهاتر,4,no vowel, *بهتر*	 [البُهْتُر]  القصير  والأُنثى بُهْتُرٌ وبُهْتُرَةٌ  وزعم بعضهم في بُهْتُرٍ بدل من الحاء في بُحْتُرٍ ؛ وأَنشد أَبو عمرو لنجاد المُنْتَمَى والعُنْصُرِ  ولا هَقَوَّرِ  وابنُ [البُهْتُر]ِ الرجل الداهي المنكر  والجلحاب  الطويل  وكذلك الهقوّر  وخص القصير من الإِبل  وجمعه البَهاتِرُ والبَحاتِرُ ؛ وأَنشد الفرّاء  حَبَّبْتِ كُلَّ قَصِيرَةٍ وما تَدْرِي بذاك القَصائِرُ الحِجالِ  ولم أُردْ  شَرُّ النساءِ البَهاتِرُ  [البهاتر]  بالهاء 
بهدر,1, البُهْدُرِيُّ,4,no vowel, *بهدر*	 أَبو عدنان قال  البُهْدُرِيُّ والبُحْدُرِيُّ المُقَرْقَمُ الذي 
بهزر,5, البُهْزُرَةُ البَهازِر والبُهْزُرَةُ البَهازِرُ البَهازِر,4,no vowel, *بهزر*	 البُهْزُرَةُ  الناقة العظيمة  وفي المحكم  الناقةُ الجسيمةُ  وكذلك هي من النخلِ  والجمع [[البَهازِر]]  وهي من النساء والبُهْزُرَةُ  النخلة التي تَناوَلُها بيدِكَ ؛ أَنشد ثعلب  تَتَّخِذْ مآزِرا  حَوْلَ جِلْفٍ جازِرا هنا الفُحَّال من النخل  ابن الأَعرابي  [[البَهازِر]]ُ العظام المَواقِيرُ ؛ وأَنشد  بَحْرُ الذي يُعطي النَّعَمْ  لا تَمَنُّنٍ ولا عَدَمْ  تَنْتَجِعْ مع الغَنَمْ  مَأْوَى القُرادِ والْجَلَمْ  والأَرضِ قِيَمْ للكميت  الصَّهيـ وحَنَّةِ الْكُومِ [[البَهازِر]]
بور,58, الْبَوارُ بارَ بَوْراً وبَواراً بُورُ بُوراً بَوْرٌ بُوراً البُورُ بُوراً بُورٌ بُورٌ البُورُ بارَ بُورٌ ومُبِيرٌ بارَ يَبُور بَوْراً مُبِير البَوارِ بَوارِ بَوارُ بارَ يَبُورُ وبارَتِ وبارَتِ بَوارِ بارت البَوْر وبارَ يَبُورُ وبُورُ بار البَوْرُ والبُورُ والابتيار الابْتِيَارُ ابْتِيارا وبارَهُ بَوْراً وابْتَارَهُ تَبُورُها تبورها يَبُورها بَوْراً ويَبْتَارُها وابْتَارَها بَوْراً بُرْ يَبْتَارُ نَبُورُ مِبْوَرٌ بُورٍ والباريُّ بارِيٌّ البَارِيُّ البَارِيَّةُ,3,vowel, *بور*	 الْبَوارُ  الهلاك  [بار]َ بَوْراً وبَواراً وأَبارهم الله  ورجل قال عبدالله بن الزَّبَعْري السَّهْمي  الإِلهِ  إِنَّ لِساني فَتَقْتُ  إِذْ أَنا بُورُ والجمعُ والمؤنث  وفي التنزيل  وكنتم قَوْماً بُوراً ؛ وقد هنا جمع بائرٍ مثل حُولٍ وحائلٍ ؛ وحكى الأَخفش عن بعضهم أَنه بجمعٍ لِبائرٍ كما يقال أَنت بَشَرٌ وأَنتم بَشَرٌ ؛ وقيل  رجل بَوْرٌ  بفتح الباء  فهو على هذا اسم للجمع كنائم ونَوْمٍ  وقال الفرّاء في قوله  وكنتم قوماً بُوراً  قال  البُورُ واحداً وجمعاً  يقال  أَصبحت منازلهم بُوراً أَي لا شيء فيها  الكفار تبطُلُ  أَبو عبيدة  رجل بُورٌ ورجلان بُورٌ وقوم وكذلك الأُنثى  ومعناه هالك  قال أَبو الهيثم  البائِرُ الهالك   والبائر الكاسد  وسُوقٌ بائرة أَي كاسدة  الجوهري  البُورُ الهالك الذي لا خير فيه  وقد [بار]َ فلانٌ أَي هلك  وأَباره أَهلكه  وفي الحديث  فأُولئك قومٌ بُورٌ ؛ أَي هَلْكَى  جمع بائر ؛ عليٍّ  لَوْ عَرَفْناه أَبَرْنا عِتْرَتَه  وقد ذكرناه في فصل أَبر  وفي حديث أَسماء في ثقيف  كَذَّابٌ ومُبِيرٌ ؛ أَي في إِهلاك الناس ؛ يقال  [بار]َ الرَّجُلُ [يَبُور] بَوْراً   فهو [مُبِير]  ودارُ البَوارِ  دارُ الهَلاك  ونزلتْ بَوارِ  بكسر الراء  مثل قطام اسم الهَلَكَةِ ؛ قال أَبو مُكْعِتٍ واسمه مُنْقِذ بن خُنَيْسٍ  وقد ذكر أَن ابن الصاغاني قال أَبو معكت ابن عمرو  قال  وقيل هو لمنقذ بن خنيس  تَباغِياً وتَظالُماً ؛ في الصَّدِيقِ بَوارُ قتلت ضمير جارية اسمها أَنيسة قتلها بنو سلامة  وكانت بن فضالة  واحترب بنو الحرث وبنو سلامة من أَجلها  واسم كان مضمر  فكان قتلها تباغياً  فأَضمر القتل لتقدّم قتلت على حدّ من كذب كان شرّاً له أَي كان الكذب شرّاً له  الأَصمعي  [بار]َ [يَبُور]ُ جَرَّبَ  الكَسَادُ  [وبارَ]تِ السُّوقُ [وبارَ]تِ البِياعاتُ إِذا ؛ ومن هذا قيل  نعوذ بالله من بَوارِ الأَيِّمِ أَي كَسَادِها  تبقى المرأَة في بيتها لا يخطبها خاطب  من [بارت] السوق إِذا والأَيِّم التي لا زوج لها وهي مع ذلك لا يرغب فيها أَحد  الأَرض التي لم تزرع والمَعَامي المجهولة والأَغفال ونحوها  النبي  صلى الله عليه وسلم  لأُكَيْدِرِ دُومَةَ  ولكُمُ [البَوْر] الأَرض ؛ وهو بالفتح مصدر وصف به  ويروى بالضم  وهو جمع وهي الأَرض الخراب التي لم تزرع  وبارَ المتاعُ  كَسَدَ   بَطَلَ  ومنه قوله تعالى  ومَكْرُ أُولئك هُو [يَبُور]ُ  وبُورُ بالضم  ما [بار] منها ولم يُعْمَرْ بالزرع وقال الزجاج  البائر في الذي لا خير فيه ؛ قال  وكذلك أَرض بائرة متروكة من أَن  وقال أَبو حنيفة  [البَوْر]ُ  بفتح الباء وسكون الواو  الأَرض كلها تستخرج حتى تصلح للزرع أَو الغرس  والبُورُ  الأَرض التي لم عن أَبي عبيد وهو في الحديث  بائر  يكون من الكسل ويكون من الهلاك  وفي التهذيب  رجل حائر لا يَتَّجِهُ لِشَيءٍ ضَالٌّ تائِهٌ  وهو إِتباع  [والابتيار] مثله  عمر  الرجال ثلاثة  فرجل حائر بائر إِذا لم يتجه لشيء  إِذا قذف امرأَة بنفسه  إِنه فجر بها  فإِن كان كاذباً فقد وإِن كان صادقاً فهو الابْتِيَارُ  بغير همز  افتعال من أَ[بُورُ]ه إِذا خَبَرْتَه ؛ وقال الكميت  نَعْتُ الفَتَا إِمَّا ابْتِهَاراً وإِمَّا [ابْتِيارا] إِما بهتاناً وإِما اختباراً بالصدق لاستخراج ما عندها  وقد بهر  [وبارَ]هُ بَوْراً وابْتَارَهُ  كلاهما  اختبره ؛ قال مالك بن الفِراءِ فُضُولُه  المَخاضِ تَ[بُورُ]ها عبيد  كإِيزاغ المخاض يعني قذفها بأَبوالها  وذلك إِذا كانت شبه خروج الدم برمي المخاض أَبوالها  وقوله  [تبورها] تختبرها أَنت على الفحل  أَلاقح هي أَم لا  الناقة [يَبُورها] بَوْراً [ويَبْتَارُها] [وابْتَارَها]  جعل أَلاقح هي أَم حائل  وأَنشد بيت مالك بن زغبة أَيضاً  الجوهري  أَبورُها بَوْراً عَرَضتَها على الفحل تنظر أَلاقح هي  لأَنها إِذا كانت لاقحاً بالت في وجه الفحل إِذا تشممها ؛ ومنه بُرْ لي ما عند فلان أَي اعلمه وامتحن لي ما في نفسه  وفي الحديث أَن سليمان  عليهما السلام  وهو يَبْتَارُ عِلْمَهُ أَي يختبره ومنه الحديث  كُنَّا نَبُورُ أَوْلادَنا بحب عَليٍّ  عليه وفي حديث علقمة الثقفيّ  حتى والله ما نحسب إلاّ أَن ذلك شيء إِسلامنا  وفَحْلٌ مِبْوَرٌ  عالم بالحالين من الناقة  سيده  وابنُ بُورٍ حكاه ابن جني في الإِمالة  والذي ثبت في كتاب نُور  بالنون  وهو مذكور في موضعه  والبُورِيَاءُ والباريُّ والبارِياءُ فارسي معرب  قيل  هو الطريق  وقيل  الحصير المنسوج  وفي الصحاح  القصب  قال الأَصمعي  البورياء بالفارسية وهو بالعربية [بار]ِيٌّ وأَنشد للعجاج يصف كناس الثور  جَلَّلَهُ البَارِيُّ وكذلك البَارِيَّةُ  وفي الحديث  كان لا يرى بأْساً بالصلاة على هي الحصير المعمول من القصب  ويقال فيها [بار]ِيَّةٌوبُورِياء 
بأز,5, البَأْزُ أَبْؤُزٌ وبُؤُوزٌ وبِئْزانٌ وبِئْزانٍ,3,vowel, *بأز*	 البَأْزُ  لغة في البازي  والجمع أَبْؤُزٌ وبُؤُوزٌ وبِئْزانٌ ؛ عن  وذهب إِلى أَن همزته مبدلة من أَلف لقربها منها  واستمر البدل وبِئْزانٍ كما استمرَّ في أَعياد 
بخز,1, بَخَزَ,3,no vowel, *بخز*	 التهذيب  بَخَزَ عينه وبَخَسَها إِذا فقأَها  وبَخَصَها كذلك 
برز,63, البَرازُ بَرَزَ يَبْرُزُ بُرُوزاً البَرازِ والبَرازُ البَراز البراز يَتَبَرَّزُون البِرازُ المُبارَزَةُ والبِرازُ وتَبَرَّزَ البَراز والمَبْرَزُ وبَرَزَ مَبْرُوزٌ مُبْرَزٌ ومَبْرُوزٌ المَبْرُوزَ المُبْرَزُ المبروز مَبْرُوزَةٍ مَبْرُوزاً المبروز يبرز بَرَزَ مُبارَزَةً وبِرازاً بَرَزَ بَرْزَةٌ بارِزَةُ البَرْزَة بَرْزَةٌ تَبْرُزُ بَرْزَةً البَرْزَةُ بَرْزَة بَرْزَة البُروزِ بَرْزٌ البَرْزِيُّ بَرْزٌ بَرْزٌ بَرْزٌ وبَرْزِيٌّ بَرُزَ بَرازَةً وبَرَّزَ مُبَرِّزٌ وبَرَّزَه يُبَرِّزْهُ بَرَّزَ بَرَزَ تَبَرَّزَ بَرازٍ والمُبارَزَةُ تَبارَزَ وبَرَزَ وبَرَزَ بارِزَةً بَرَزَ البارِز,3,no vowel, *برز*	 [[البَراز]]ُ  بالفتح  المكان الفَضاء من الأَرض البعيدُ الواسعُ  الإِنسان إِلى ذلك الموضع قيل  قد بَرَزَ يَبْرُزُ بُرُوزاً أَي [[البَراز]]ِ  والبَرازُ  بالفتح أَيضاً  الموضع الذي ليس به خَمَر من غيره  وفي الحديث  كان إِذا أَراد [[البَراز]] أَبْعَدَ ؛ [البراز]  اسم للفضاء الواسع فَكَنَوْا به عن قضاء الغائط كما كَنَوْا عنه كانوا [يَتَبَرَّزُون] في الأَمكنة الخالية من الناس  قال المحدّثون يروونه بالكسر  وهو خطأٌ لأَنه بالكسر مصدر من الحرب  وقال الجوهري بخلافه  وهذا لفظه البِرازُ المُبارَزَةُ في والبِرازُ أَيضاً كناية عن ثُفْلِ الغذاء  وهو الغائط  ثم قال  بالفتح  الفضاء الواسع  وتَبَرَّزَ الرجلُ  خرج إِلى [[البَراز]] وقد تكرر المكسور في الحديث  ومن المَفْتُوحِ حديث عليّ  كرم الله أَن رسول الله  صلى الله عليه وسلم  رأَى رجلاً يغتسل بالبَرازِ  المنكشف بغير سُتْرَةٍ  والمَبْرَزُ  المُتَوَضَّأُ  وبَرَزَ غيره وأَبْرَزَ الكتابَ  أَخرجه  فهو مَبْرُوزٌ  نَشَرَه  فهو مُبْرَزٌ  ومَبْرُوزٌ شاذ على غير قياس جاء على حذف قال لبيد  جَدَدٌ على أَلواحِهِ  والمَخْتُومُ جني  أَراد المَبْرُوزَ به ثم حذف حرف الجر فارتفع الضمير اسم المفعول به ؛ وعليه قول الآخر  مَوْثُوقٍ من الأَرض يَذْهَبُ به ؛ وأَنشد بعضهم المُبْرَزُ على احتمال الخَزْلِ في قال أَبو حاتم في قول لبيد إِنما هو  والمَخْتُومُ الرواة فراراً من الزحاف  الصحاح  أَلناطق بقطع الأَلف وإِن  قال وذلك جائز في ابتداء الأَنصاف لأَن التقدير الوقف على الصدر  قل  وأَنكر أَبو حاتم [[المبروز]] قال  ولعله المَزْبُورُ وهو وقال لبيد أَيضاً في كلمة له أُخرى  عُنْوانُ مَبْرُوزَةٍ  الكَفِّ عُنْوانُها فهذا يدل على أَنه لغته  قال  والرواة كلهم على هذا  قال  فلا معنى أَنكره  وقد أَعطوه كتاباً مَبْرُوزاً  وهو المنشور  قال وإِنما أَجازوا [[المبروز]] وهو من أَبرزت لأَن [يبرز] لفظه واحد من وكلُّ ما ظهر بعد خفاء  فقد بَرَزَ   فاق على أصحابه  وكذلك الفرس إِذا سَبَقَ  مُبارَزَةً وبِرازاً  بَرَزَ إِليه  وهما وامرأَة [[بَرْزَة]]ٌ  بارِزَةُ المَحاسِنِ  قال ابن الأَعرابي  قال [البَرْزَة] من النساء التي ليست بالمُتَزايِلَةِ التي تُزايِلُك بوجهها وتَنْكَبُّ إِلى الأَرض  والمُخْرَمِّقَةُ التي لا تتكلم إِن وقيل  امرأَة [[بَرْزَة]]ٌ مُتَجالَّةٌ تَبْرُزُ للقوم يجلسون عنها  وفي حديث أُم مَعْبَدٍ  وكانت امرأَةً [[بَرْزَة]]ً قُبَّتِها ؛ أَبو عبيدة  [البَرْزَة]ُ من النساءِ الجليلة للناس ويجلس إِليها القوم  وامرأَة [[بَرْزَة]]  موثوق برأْيها ويقال  امرأَة [[بَرْزَة]] إِذا كانت كَهْلَةً لا تحتجب احتجابَ وهي مع ذلك عفيفة عاقلة تجلس للناس وتحدِّثهم  من البُروزِ وهو  ورجلٌ بَرْزٌ  ظاهر الخلقِ عَفِيفٌ ؛ قال العجاج  العَفَافَةِ البَرْزِيُّ  بَرْزٌ أَراد أَنه متكشف الشأْن ظاهر  ورجل بَرْزٌ وامرأَة يوصفان بالجَهارَة والعقل ؛ وأَما قول جرير  لمن يَبْنِي المَنارَ به  حيثُ اضْطَرَّكَ القَدَرُ أُم عمر بن لَجَإٍ التَّيْمِيِّ  ورجل بَرْزٌ وبَرْزِيٌّ  ورأْيه  وقد بَرُزَ بَرازَةً  وبَرَّزَ الفرسُ على الخيل  وقيل كلُّ سابق مُبَرِّزٌ  [وبَرَّزَ]ه فرسُه  نَجَّاه ؛ قال لو لم يُبَرِّزْهُ جَوادٌ مِرْأَسُ الخيل قيل لسابقها  قد بَرَّزَ عليها  وإِذا قيل بَرَزَ  فمعناه ظهر بعد الخفاء  وإِنما قيل في التَّغَوُّطِ تَبَرَّزَ فلان خرج إِلى بَرازٍ من الأَرض للحاجة  والمُبارَزَةُ في الحرب هذا أُخذ  وقد تَبارَزَ القِرْنانِ  وأَبْرَزَ الرجلُ إِذا السفر  وبَرَزَ إِذا ظهر بعد خُمول  وبَرَزَ إِذا خرج إِلى وهو الغائط  وقوله تعالى  وتَرى الأَرضَ بارِزَةً  أَي ظاهرة بلا جبل ولا رمل   خالص ؛ عربي ؛ قال ابن جني  هو إِفْعِيلٌ من بَرَزَ   ومنه ما يَخْرُجُ كالذهب الإِبْرِيزِ أَي الخالص  وهو  والهمزة والياء زائدتان  ابن الأَعرابي  الإِبْريزُ من الذهب  وقد أَبْرَزَ الرجلُ إِذا اتخذ الإِبْرِيزَ وهو قال النابغة  وجشْوُها  والمُرْشِفاتِ الحَوَاضِنِ أُمامة عن النبي  صلى الله عليه وسلم  أَنه قال  إِنَّ الله بالبلاءِ كما يُجَرِّبُ أَحدُكم ذهبَه بالنار  فمنه كالذهب الإِبْرِيزِ  فذلك الذي نجاه الله من السيِّئات  ومنهم من الذهب دون ذلك وهو الذي يشك بعض الناس  ومنهم من يخرج كالذهب الذي أُفْتِن ؛ قال شمر  الإِبْرِيزُ من الذهب الخالص وهو والعَسْجَدُ  الأَثير  في حديث أَبي هريرة  رضي الله عنه  لا تقوم تقاتلوا قوماً يَنْتَعِلُونَ الشَّعَرَ وهم البازَرُ ؛ قيل  بازَرُ من كِرْمانَ بها جبال  وفي بعض الروايات هم الأَكراد  فإِن هذا فكأَنه أَراد أَهل البازر أَو يكون سُمُّوا باسم بلادهم  قال  أَبو موسى في حرف الباء والزاي من كتابه وشَرَحَه  قال  في كتاب البخاري عن أَبي هريرة  رضي الله عنه  سمعت رسول الله  عليه وسلم  يقول  بين يدي الساعة تُقاتِلُون قوماً نعالهم الشعر البازر ؛ وقال سفيانُ مَرَّةً  هم أَهلُ [البارِز]  يعني بأَهل فارس  هكذا هو بلغتهم وهكذا جاءَ في لفظ الحديث كأَنه أَبدل  فيكون من باب الباء والراء وهو هذا الباب لا من باب الباء قال  وقد اختلف في فتح الراء وكسرها  وكذلك اختلف مع تقديم الزاي  أَيضاً في موضعه متقدماً  والله أَعلم 
برغز,6, البَرْغَزُ والبُرْغُزُ بُرْغُزَها بَرَاغِزٍ بَرْغَزٌ بَرْغَزٌ,4,no vowel, *برغز*	 البَرْغَزُ والبُرْغُزُ  ولد البقرة  وقيل  البقرة الوحشية  ؛ قال الشاعر  [بُرْغُزَها]  منه عَدَمَا أَتَتْ تَرْقُبُهُ  بعِظامٍ ودَمَا الأَطُوم ههنا البقرة الوحشية  والأَصل في الأَطُوم أَنها سمكة تكون في البحر  شبه البقرة بها  والغُبْسُ  الذئاب  الواحد وقوله بعظام ودما أَراد ودم ثم ردَّ إِليه لامه في الشعر ضرورة وهو وانفتح ما قبلها فانقلبت أَلِفاً وصار الاسم مقصوراً ؛ قال وعلى هذا قول الآخر  الأَعقابِ تَدْمَى كُلُومُنا  أَعقابنا يَقْطُرُ الدَّما موضع رفع بيقطر وهو اسم مقصور  وقال ابن الأَعرابي  ولدُ البقرة إِذا مشى مع أُمه ؛ قال النابغة يصف نساء ويَضْرِبْنَ بالأَيْدِي وراءَ بَرَاغِزٍ  كالظِّباءِ العواقد أَولادَهُنَّ  الواحد بَرْغَزٌ  ابن الأَعرابي  يقال الوحش بَرْغَزٌ وجُؤْذَرٌ 
بزز,46, البَزُّ البَزُّ البَزُّ وبَزَّا البَزِّ البِزَازَةُ بَزِّها بِزَّةَ البِزَّةُ والبَزُّ والبِزَّةُ بَزُّهُ بَزٍّ بَزٌّ بَزِّي والبِزِّيزَى بَزَّ البِزِّيزَى بَزًّا وبَزَّ يَبُزُّ بَزًّا وبَزَّهُ بَزًّا وبَزَّه بَزَّةً وابْتَزَّهُ البِزِّيزَى بَزْبَزِيّاً البَزْبَزة فَيَبْتَزُّ ابْتَزَّ ابْتَزَّها ويَبُزُّ البُزْبُزُ وبَزْبَزَ البَزابِزَا بَزْبَزَا بَزْبَزَتْه البَزابِزُ بَزْبَزٌ البَزْبازَ البَزْبازا البَزْبازُ البزبازا وبَزْبَزَ,3,no vowel, *بزز*	 البَزُّ  الثياب  وقيل  ضرب من الثياب  وقيل  البَزُّ من الثياب  وقيل  البَزُّ متاع البيت من الثياب خاصة ؛ قال  أَهَراً [[وبَزَّ]ا]  بصَخْرٍ لَزَّا بائع البَزِّ وحِرْفَتُهُ البِزَازَةُ ؛ وقوله أَنشده ابن [بَزِّها] مُطَرَّحُ سمنت فسقط وَبَرُها وذلك لأَن الوبر لها كالثياب  بالكسر  الهيئة والشَّارةُ واللِّبْسَةُ  وفي حديث عمر  رضي  لما دنا من الشام ولقيه الناس قال لأَسْلَمَ  إِنهم لم يروا بِزَّةَ قوم غضب الله عليهم ؛ البِزَّةُ  الهيئة  كأَنه أَراد  والبَزُّ والبِزَّةُ  السلاح يدخل فيه الدِّرْعُ والمِغْفَرُ قال الشاعر  بَزُّهُ عن عَدُوِّهِ  لاقَى حاسِراً أَو مُقَنَّعا على أَنه السيف  أَبو عمرو  البَزَرُ  ؛ قال الهذلي  بَزٍّ جَرَّ شَعْلٌ على الحَصى  ما هُنالك ضائعُ الصدعُ  وُقِّرَ بَزٌّ أَي صُدِعَ وفُلِّلَ وصارت فيه وشَعْلٌ  لَقَبُ تأَبَّطَ شَرًّا وكان أَسَرَ قَيْسَ بن عَيْزَارَة هذا الشعر فسلبه سلاحه ودرعه  وكان تأَبط شرّاً قصيراً فلما قيس طالت عليه فسحبها على الحصى  وكذلك سيفه لما تقلده طال عليه لأَنه كان قصيراً فهذا يعني السلاح كله ؛ وقال الشاعر  غَدَوْا ضَمَّنْتُ [بَزِّي]   خائِتَةً طَلُوبا  [والبِزِّيزَى]  السلاح  السَّلْبُ  ومنه قولهم في المثل  من عَزَّ بَزَّ ؛ معناه من  والاسم [[البِزِّيزَى]] كالخِصِّيصَى وهو السَّلْبُ   اسْتَلَبْتُه  [[[بَزًّا]]]  غلبه وغصبه  وبَزَّ الشيءَ يَبُزُّ [[[بَزًّا]]]  [وبَزَّ]هُ ثيابَهُ [[[بَزًّا]]]  [وبَزَّ]ه  حَبَسَه  وحكي عن الكسائي  لن [بَزَّ]ةً مني أَي قَسْراً  وابْتَزَّهُ ثيابَه  سَلبَهُ وفي حديث أَبي عبيدة  إِنه سيكون نبُوَّةٌ ورحمةٌ ثم كذا وكذا ثم وأَخْذ أَموال بغير حق ؛ [[البِزِّيزَى]]  بكسر الباء وتشديد والقصر  السَّلْبُ والتَّغَلُّبُ  ورواه بعضهم بَزْبَزِيّاً   عرضته على الأَزهري فقال  هذا لا شيء  قال  وقال كان محفوظاً فهو من [البَزْبَزة]  الإِسراع في السير  يريد به وإِسراعَهم إِلى الظلم  فمن الأَول الحديث فَيَبْتَزُّ ثيابي يُجَرِّدُني منها ويغلبني عليها  ومن الثاني الحديث الآخر  ضيفه  قوله « من أخرج ضيفه » كذا بالأصل والنهاية فلم يَجِدْ فيردّها  قال  هكذا جاء في مسند أحمد بن حنبل  رحمه الله  ابْتَزَّ الرجلُ جاريتَهُ من ثيابها إِذا جَرَّدَها ؛ ومنه قول  الضَّجِيعُ [ابْتَزَّ]ها من ثيابها  هَوْنَةً غيرَ مِتْفالِ بن زهير الهذلي   ما لي وأَبا ذؤيبِ  أَتَوْتُهُ من غَيْبِ ويَبُزُّ ثَوْبي  بِرَيبِ إِليه   خفيف في السفر ؛ عن ثعلب  ابن الأَعرابي  البُزْبُزُ الرُّوحِ  وبَزْبَزَ الرجلُ وعَبَّدَ إِذا انهزم وفَرَّ   السريعُ في السير ؛ قال   يا أُمَيْمُ  عاجِزَا طَحْطَحَ [البَزابِزَا] سيده  كذا أَنشده ابن الأَعرابي  بفتح الباء على أَنه جمع الشِّدَّة في السوق ونحوه  وقيل  كثرة الحركة والاضطراب ؛  فَزَحاً وارْتَهَزَا  سِياقاً [بَزْبَزَا] معالجة الشيء وإِصلاحه ؛ يقال للشيء الذي أُجيد صنعته  قد وأَنشد  هِلْباجَةٌ مُتَنَفِّخٌ  قد [بَزْبَزَتْه] البَزابِزُ يستوي رجل ثقيل ضخم كأَنه لبن خاثر ورجل خفيف ماض في الأُمور ذو شطب قد سوّاه وصقله الصانع  الشديد من الرجال إِذا لم يكن شجاعاً  ورجل بَزْبَزٌ للقوي الشديد من الرجال وإِن لم يكن شجاعاً  وفي حديث عن أَنه تَعَرَّى بإِزاءِ قوم وسَمَّى فَرْجَه البَزْبازَ ورَجَزَ قال  حَرِّك [البَزْبازا]  مجالِساً كِنازَا  البَزْبازُ قَصَبَةٌ من حديد عَلَمُ فَم الكِيرِ يَنْفُخُ وأَنشد الرجز  حرك [البزبازا]  تَعْتَعُوه ؛ عن ابن الأَعرابي  وبَزْبَزَ الشيء  ولم يردّه 
بغز,12, البَغْزُ والباغِزُ والبَغْزُ والباغِزُ البَغْزَ بَغَزَتِ باغزها بَغَزها باغِزُها باغِزُها باغِزٌ الباغِزية,3,no vowel, *بغز*	 البَغْزُ  الضرب بالرِّجل أَو العصا  والباغِزُ  المقيم على وقيل  هو منه ؛ قال ابن دريد  ولا أَحقُّه  والبَغْزُ  النَّشاطُ في  والباغِزُ  مثل ذلك  اسم كالكاهِلِ ؛ قال ابن مقبل  مِنِّي عِرْمِساً أُجُداً  باللَّيْلِ مَجْنُونا  جعل الليث البَغْزَ ضَرْباً بالرِّجْلِ وحَثّاً وكأَنه الراكبَ الذي يَركُضُها بِرِجْلهِ   بَغَزَتِ الناقةُ إِذا ضربتْ برجلها الأَرضَ في سيرها وقال أَبو عمرو في قوله تخال [باغزها] أَي نشاطها  وقد [بَغَزها] [[باغِزُها]] محرِّكها من النشاط  وقال بعض العرب  ربما ركبت الناقَةَ [[باغِزُها]] فتجري شوطاً وقد تَقَحَّمَتْ بي فَلأْياً ما لها باغِزٌ من النشاط  ضرب من الثياب  قال أَبو عمرو  [الباغِزية] ثياب  ولم يزد ؛ قال الأَزهري  ولا أَدري أَي جنس هي من الثياب 
بلأز,1, بَلأَزَ,4,vowel, *بلأز*	 بَلأَزَ الرجلُ  فَرَّ كَبَلأَصَ 
بلز,6, بِلِزٌ وبِلِزٌّ بِلِزٌ بِلِزٌ بِلِزٌ والبِلِزُ,3,no vowel, *بلز*	 امرأَة بِلِزٌ وبِلِزٌّ  ضخمة مكتنزة  الجوهري امرأَة بِلِزٌ  على الفاء والعين  أَي ضخمة  قال ثعلب  لم يأْت من الصفات على حرفان  امرأَة بِلِزٌ وأَتان إِبِدٌ  وجَمَل بَلَنْزى  غليظ أَبو عمرو  امرأَة بِلِزٌ خفيفة ؛ قال  والبِلِزُ الرجل القصير  من أَسماء الشيطان البَلأَزُ والجَلأَزُ والجانُ 
بلنز,1, وبَلَنْزَى,4,no vowel, *بلنز*	 التهذيب في الرباعي عن ابن الأَعرابي  جمل جَلَنْزَى [وبَلَنْزَى] غليظاً شديداً 
بهز,13, بَهَزَهُ يَبْهَزُه بَهْزاً والبَهْزُ البَهْزُ البَهْزُ وَبَهَزَهُ والبَهْزُ وبَهْزي مِبْهَزِ وبَهْزٌ وبَهْزٌ بَهْزٌ,3,no vowel, *بهز*	 بَهَزَهُ عَنِّي [يَبْهَزُه] بَهْزاً  دفعه دفعاً عنيفاً ونَحَّاه   والبَهْزُ  الضَّرْبُ والدفع في الصدر بالرجل واليد أَو  وفي الحديث  أَنه أُتِيَ بشاربٍ فَخُفِقَ بالنِّعالِ ؛ البَهْزُ  الدفع العنيف  قال ابن الأَعرابي  هو البَهْزُ وَبَهَزَهُ ولَهَزَه إِذا دفعه  والبَهْزُ  الضَّرْبُ قال رؤبة  يُقْرَعُ للأَضَرِّ رأْسِه [وبَهْزي]  مِفْعَلٌ  من ذلك ؛ عن ابن الأَعرابي  وأَنشد  اللهِ وابنِ هُرْمُزِ  صاحِبٍ مُشَرَّزِ الأَهْلِ مِتَلٍّ مِبْهَزِ  نَحْوي بالعَصَا لم تُحْجَزِ يَصْرَعُه  ورواه ثعلب  مِثَلٍّ  يَثُلُّهُم  يُهْلِكُهُم  المُشارَّة بين الناس  حَكيم بن معاوية بن حَيْدَةَ القُشَيْرِيُّ صَحِبَ جَدُّهُ صلى الله عليه وسلم  وبَهْزٌ  من اسماء العرب  وبَهْزٌ  حَيٌّ من ؛ قال الشاعر  بَهْزٌ  وغَرَّهُمُ  وكانوا مَعْشراً غُدُرا
