Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
أثر,8, أَثَرَ آثِرًا وَالْمَأْثُرَةُ الْمَآثِرِ تُؤْثَرُ وَالْإِيثَارُ آثَرَ تُؤْثِرَ,3,vowel, *أثر*	 أَثَرَ الْحَدِيثَ رَوَاهُ وَمِنْهُ مَا حَلَفْتُ بِهَا ذَاكِرًا وَلَا [آثِرًا] أَيْ مَا تَلَفَّظْتُ بِالْكَلِمَةِ الَّتِي هِيَ بِأَبِي لَا ذَاكِرًا بِلِسَانِي ذِكْرًا مُجَرَّدًا عَنْ النِّيَّةِ وَلَا مُخْبِرًا عَنْ غَيْرِي أَنَّهُ تَكَلَّمَ بِهَا وَالْمَأْثُرَةُ وَاحِدَةُ الْمَآثِرِ وَهِيَ الْمَكَارِمُ لِأَنَّهَا تُؤْثَرُ أَيْ تُرْوَى وَالْإِيثَارُ الِاخْتِيَارُ مَصْدَرُ آثَرَ عَلَى أَفْعَلَ وَمِنْهُ قَوْلُهُ فِي الطَّلَاقِ عَلَى أَنْ تُؤْثِرَ الْعَذَابَ عَلَى صُحْبَتِهِ أَيْ تَخْتَارَهُ
أثل,6, الْأَثْلُ تَأَثَّلَ أَثْلَةً مُتَأَثِّلٍ وَالْأُثَالُ أُثَالٍ,3,vowel, *أثل*	 الْأَثْلُ شَجَرٌ يُشْبِهُ الطَّرْفَاءَ وَبِتَصْغِيرِهِ سُمِّيَ الْمَوْضِعُ الَّذِي قُتِلَ فِيهِ النَّضْرُ بْنُ الْحَارِثِ أَخُو قُتَيْلَةَ صَبْرًا وَ تَأَثَّلَ الْمَالَ جَمَعَهُ وَاتَّخَذَهُ لِنَفْسِهِ أَثْلَةً أَيْ أَصْلًا وَ مِنْهُ الْحَدِيثُ غَيْرَ مُتَأَثِّلٍ مَالًا وَفِي صَحِيحِ الْبُخَارِيِّ غَيْرَ مُتَمَوِّلٍ وَالْأَوَّلُ أَصَحُّ لُغَةً وَالْأُثَالُ بِالضَّمِّ الْمَالُ وَالْمَجْدُ وَبِهِ سُمِّيَ وَالِدُ ثُمَامَةَ بْنِ أُثَالٍ الْحَنَفِيِّ وَإِيَّاكَ وَالتَّصْحِيفَ
أثم,2, الْمَأْثَمُ الْإِثْمُ,3,vowel, *أثم*	 الْمَأْثَمُ الْإِثْمُ
أثو,6, أَثِيَ يَأْثِي وَيَأْثُو أَثْيًا وَأَثْوًا لَأَثِيَنَّ,3,vowel, *أثو*	 أَثِيَ بِهِ [يَأْثِي] [وَيَأْثُو] [أَثْيًا] [وَأَثْوًا] إذَا سَعَى بِهِ وَوَشَى وَمِنْهُ الْحَدِيثُ لَأَثِيَنَّ بِكَ عَلِيًّا وَإِنَّمَا إلَى الْمَفْعُولِ الصَّحِيحِ بَعْدَ تَعْدِيَتِهِ عَدَّاهُ بِالْبَاءِ عَلَى مَعْنَى أُخْبِرُ وَأُعْلِمُ الْهَمْزَةُ مَعَ الْجِيمِ
أجر,51, الْإِجَارَةُ لِلْأُجْرَةِ الْأَجِيرِ آجَرَهُ أُجْرَتَهُ آجِرٌ مَأْجُورٌ أَجَّرْتُ أَجَّرَهُ إيجَارًا مُؤْجَرٌ آجَرَ فَاسْتَأْجَرْتُهَا مُؤْجِرٌ آجِرٌ آجَرَ آجَرَ الْأُجْرَةِ مُؤَاجَرَةً آجَرْت مُؤَاجَرَةً أُجْرَةً أَجَرَهُ آجَرَهُ وَأَجَرَهُ الْإِجَارَةِ آجَرَهُ وَمُؤَاجَرَةُ الْأَجِيرِ آجَرَهُ آجَرَ الْأَجِيرَ آجَرْتُ آجَرَهُ مُؤْجِرٌ وَالْآجِرُ مُؤْجَرٌ مُؤَاجَرٌ آجَرَ الْأَجِيرَ مُؤْجَرٌ وَمُؤَاجَرٌ يُؤَاجِرُ الْأَجِيرُ الْأَجِيرِ يُسْتَأْجَرُ وَالْإِجَارَاتِ أَجَّرَهَا آجَرُ الْآجُرُّ وَالْإِجَّارُ,3,vowel, *أجر*	 الْإِجَارَةُ تَمْلِيكُ الْمَنَافِعِ بِعِوَضٍ وَفِي اللُّغَةِ اسْمٌ لِلْأُجْرَةِ وَهِيَ كِرَاءُ الْأَجِيرِ وَقَدْ [آجَرَ]هُ إذَا أَعْطَاهُ أُجْرَتَهُ مِنْ بَابَيْ ضَرَبَ وَطَلَبَ فَهُوَ آجِرٌ وَذَاكَ مَأْجُورٌ وَفِي كِتَابِ الْعَيْنِ أَجَّرْتُ مَمْلُوكِي أَوْ أَجَّرَهُ [إيجَارًا] فَهُوَ مُؤْجَرٌ وَفِي الْأَسَاسِ آجَرَ دَارِهِ [فَاسْتَأْجَرْتُهَا] وَهُوَ مُؤْجِرٌ وَلَا تَقُلْ هُوَ آجِرٌ فَإِنَّهُ خَطَأٌ وَقَبِيحٌ قَالَ وَلَيْسَ آجَرَ هَذَا فَاعَلَ بَلْ هُوَ مِنْ أَفْعَلَ وَإِنَّمَا الَّذِي هُوَ فَاعَلَ قَوْلُكَ آجَرَ الْأُجْرَةِ مُؤَاجَرَةً كَقَوْلِكَ شَاهَرَ وَعَاوَمَهُ وَفِي الْمُجْمَلِ [آجَرْت] الرَّجُلَ مُؤَاجَرَةً إذَا جَعَلْت لَهُ عَلَى فِعْلِهِ أُجْرَةً وَفِي بَابِ أَفْعَلَ مِنْ جَامِعِ الْغُورِيِّ أَجَرَهُ اللَّهُ لُغَةٌ فِي [آجَرَ]هُ وَأَجَرَهُ مِنْ الْإِجَارَةِ وَفِي بَابِ فَاعَلَ [آجَرَ]هُ الدَّارَ وَهَكَذَا فِي دِيوَانِ الْأَدَبِ وَالْمَصَادِرِ قُلْت وَفِيهِ نَظَرٌ وَإِنَّمَا الصَّوَابُ مَا أُثْبِتَ فِي الْعَيْنِ وَالتَّهْذِيبِ وَالْأَسَاسِ عَلَى أَنَّ مَا كَانَ مِنْ فَاعَلَ فِي مَعْنَى الْمُعَامَلَةِ كَالْمُشَارَكَةِ وَالْمُزَارَعَةِ لَا يَتَعَدَّى إلَّا إلَى مَفْعُولٍ وَاحِدٍ وَمُؤَاجَرَةُ الْأَجِيرِ مِنْ ذَلِكَ فَكَانَ حُكْمُهَا حُكْمَهُ وَمَا تَعَاوَنَ فِيهِ الْقِيَاسُ وَالسَّمَاعُ أَقْوَى مِنْ غَيْرِهِ فَالْحَاصِلُ أَنَّك قُلْت [آجَرَ]هُ الدَّارَ وَالْمَمْلُوكَ فَهُوَ مِنْ أَفْعَلَ لَا غَيْرُ وَإِذَا قُلْت آجَرَ الْأَجِيرَ كَانَ مُوَجَّهًا وَأَمَّا قَوْلُهُمْ [آجَرْت]ُ مِنْك هَذَا الْحَانُوتَ شَهْرًا فَزِيَادَةُ مِنْ فِيهِ عَامِّيَّةٌ وَاسْمُ الْفَاعِلِ مِنْ نَحْوِ [آجَرَ]هُ الدَّارَ مُؤْجِرٌ وَالْآجِرُ فِي مَعْنَاهُ غَلَطٌ إلَّا إذَا صَحَّتْ رِوَايَتُهُ عَنْ السَّلَفِ فَحِينَئِذٍ يَكُونُ نَظِيرَ قَوْلِهِمْ مَكَانٌ عَاشِبٌ وَبَلَدٌ مَاحِلٌ فِي مَعْنَى مُعْشِبٌ وَمُمْحِلٌ وَاسْمُ الْمَفْعُولِ مِنْهُ مُؤْجَرٌ لَا مُؤَاجَرٌ وَمِنْ الثَّانِي مِنْ آجَرَ الْأَجِيرَ مُؤْجَرٌ وَمُؤَاجَرٌ وَمَنْ قَالَ وَاجَرْتُهُ فَعُذْرُهُ أَنَّهُ بَنَاهُ عَلَى يُؤَاجِرُ وَهُوَ ضَعِيفٌ وَأَمَّا الْأَجِيرُ فَهُوَ مِثْلُ الْجَلِيسِ وَالنَّدِيمِ فِي أَنَّهُ فَعِيلٌ بِمَعْنَى الْمُفَاعِلِ وَمِنْهُ لَا تَجُوزُ شَهَادَةُ الْأَجِيرِ لِمُعَلَّمِهِ يَعْنِي تِلْمِيذَهُ الَّذِي يُسَمَّى فِي دِيَارِنَا الْخَلِيفَةَ لِأَنَّهُ يُسْتَأْجَرُ وَقَوْلُهُ بَيْعُ أَرْضِ الْمُزَارَعَاتِ وَالْإِجَارَاتِ وَالْإِكَارَاتِ وَالْإِخَاذَاتِ جَائِزٌ يَعْنِي الْأَرْضَ الْمَمْلُوكَةَ إذَا [أَجَّرَهَا] أَرْبَابُهَا مِمَّنْ يَبْنِي فِيهَا وَالْإِكَارَاتُ هِيَ الْأَرَاضِي الَّتِي يَدْفَعُهَا أَرْبَابُهَا إلَى الْأَكَرَةِ فَيَزْرَعُونَهَا وَيَعْمُرُونَهَا وَالْإِخَاذَاتُ هِيَ الْأَرَاضِي الْخَرِبَةُ الَّتِي يَدْفَعُهَا مَالِكُهَا إلَى مَنْ يَعْمُرُهَا وَيَسْتَخْرِجُهَا وَعَنْ الْغُورِيِّ الْإِخَاذَةُ الْأَرْضُ يَأْخُذُهَا رَجُلٌ فَيُحْرِزُهَا لِنَفْسِهِ وَيُحْيِيهَا وَمَا تَقَدَّمَ كُلُّهُ تَفْسِيرُ الْفُقَهَاءِ وَكَأَنَّهُمْ جَعَلُوهَا أَسْمَاءً لِلْمَعَانِي ثُمَّ سَمَّوْا بِهَا الْأَعْيَانَ الْمَعْقُودَ عَلَيْهَا أَلَا تَرَاهُمْ قَالُوا فَإِنْ بَاعَ الَّذِي لَهُ إخَاذَتُهَا وَإِكَارَتُهَا ثُمَّ قَالُوا وَالْإِكَارَةُ الْأَرْضُ الَّتِي فِي يَدِ الْأَكَرَةِ وَهَذَا مِمَّا لَمْ أَجِدْهُ آجَرُ أُمُّ إسْمَاعِيلَ عَلَيْهَا السَّلَامُ وَالْهَاءُ أَصَحُّ وَهُوَ فَاعَلُ بِفَتْحِ الْعَيْنِ الْآجُرُّ الطِّينُ الْمَطْبُوخُ وَهُوَ مُعَرَّبٌ وَالْإِجَّارُ السَّطْحُ فِعَّالُ عَنْ أَبِي عَلِيٍّ الْفَارِسِيِّ وَالْإِنْجَارُ لُغَةٌ فِيهِ وَعَلَيْهِ جَاءَ الْحَدِيثُ فَتَلَقَّوْهُ عَلَى الْأَنَاجِيرِ
أجل,2, مُتَأَجَّلٌ مُؤَجَّلٌ,3,vowel, *أجل*	 قَوْلُهُ الْمَعْنِيُّ بِقَوْلِنَا رَجْعِيٌّ أَنَّ حُكْمَهُ مُتَأَجَّلٌ أَيْ مُؤَجَّلٌ إلَى زَمَانِ انْقِضَاءِ الْعِدَّةِ وَهِيَ فِي الْأَصْلِ خِلَافُ الْمُتَعَجَّلِ
أجم,6, الْأَجَمَةُ أَجَمٌ وَآجَامٌ الْأَجَمَةِ الْآجَامُ أُجُمٌ,3,vowel, *أجم*	 الْأَجَمَةُ الشَّجَرُ الْمُلْتَفُّ وَالْجَمْعُ أَجَمٌ وَآجَامٌ وَقَوْلُهُمْ بَيْعُ السَّمَكِ فِي الْأَجَمَةِ يُرِيدُونَ الْبَطِيحَةَ الَّتِي هِيَ مَنْبَتُ الْقَصَبِ أَوْ الْيَرَاعِ وَأَمَّا الْآجَامُ فِي صَلَاةِ الْمُسَافِرِ فَهِيَ بِمَعْنَى الْآطَامِ وَهِيَ الْحُصُونُ وَالْوَاحِدُ أُجُمٌ وَأُطُمٌ بِالضَّمِّ عَنْ الْأَصْمَعِيِّ قِيلَ كُلُّ بِنَاءٍ مُرْتَفِعٍ أُطُمٌ
أجن,8, آجِنٌ وَأَجِنٌ أَجَنَ أُجُونًا وَأَجِنَ أَجَنًا وَالْإِجَّانَةُ أَجَانِينُ,3,vowel, *أجن*	 مَاءٌ آجِنٌ وَأَجِنٌ وَقَدْ أَجَنَ [أُجُونًا] وَأَجِنَ [أَجَنًا] إذَا تَغَيَّرَ طَعْمُهُ وَلَوْنُهُ غَيْرَ أَنَّهُ مَشْرُوبٌ وَقِيلَ تَغَيَّرَتْ رَائِحَتُهُ مِنْ الْقِدَمِ وَقِيلَ غَشِيَهُ الطُّحْلُبُ وَالْوَرَقُ وَالْإِجَّانَةُ الْمِرْكَنُ وَهُوَ شِبْهُ لَقَنٍ تُغْسَلُ فِيهِ الثِّيَابُ وَالْجَمْعُ أَجَانِينُ وَالْإِنْجَانَةُ عَامِّيَّةٌ الْهَمْزَةُ مَعَ الْحَاءِ
أحد,1, أُحُدٌ,3,vowel, *أحد*	 أُحُدٌ جَبَلٌ وَيَجُوزُ تَرْكُ صَرْفِهِ
أحن,3, الْإِحْنَةُ إحَنٌ وَإِحَنَةٌ,3,vowel, *أحن*	 الْإِحْنَةُ الْحِقْدُ وَالْجَمْعُ إحَنٌ وَإِحَنَةٌ لُغَةٌ ضَعِيفَةٌ وَمِنْهُ لَفْظُ الرِّوَايَةِ لَا تَجُوزُ شَهَادَةُ ذِي حِنَةٍ وَأَمَّا جِنَّةٌ بِالْجِيمِ وَالنُّونِ الْمُشَدَّدَةِ فَتَصْحِيفٌ الْهَمْزَةُ مَعَ الْخَاءِ
أخذ,3, الْأَخْذُ الْأَخْذُ الْإِخَاذَاتُ,3,vowel, *أخذ*	 الْأَخْذُ مِنْ الشَّارِبِ قَصُّهُ وَقَطْعُ شَيْءٍ مِنْ شَعْرِهِ وَمِنْهُ قَوْلُهُ فِي خِيَارِ الرَّوِيَّةِ مِنْ الْمُنْتَقَى الْأَخْذُ مِنْ عُرْفِ الْفَرَسِ لَيْسَ بِرَضِيٍّ الْإِخَاذَاتُ فِي أ ج
أخر,9, مُؤْخِرُ مَآخِرُ مُؤْخِرَةُ آخِرَتِهِ مُؤْخِرَةِ الْأَخِرَ الْمُؤَخَّرُ لِلْأَخِرِ وَالْأَخِيرُ,3,vowel, *أخر*	 مُؤْخِرُ الْعَيْنِ بِضَمِّ الْمِيمِ وَكَسْرِ الْخَاءِ طَرَفُهَا الَّذِي يَلِي الصُّدْغَ وَالْمُقَدَّمُ خِلَافُهُ وَالْجَمْعُ مَآخِرُ وَأَمَّا مُؤْخِرَةُ الرَّحْلِ بِالتَّاءِ فَلُغَةٌ فِي آخِرَتِهِ وَهِيَ الْخَشَبَةُ الْعَرِيضَةُ الَّتِي تُحَاذِي رَأْسَ الرَّاكِبِ مِنْهَا الْحَدِيثُ إذَا وَضَعَ أَحَدُكُمْ بَيْنَ يَدَيْهِ مِثْلَ مُؤْخِرَةِ الرَّحْلِ فَلْيُصَلِّ وَلَا يُبَالِ مَنْ مَرَّ وَرَاءَ ذَلِكَ وَتَشْدِيدُ الْخَاءِ خَطَأٌ وَفِي حَدِيثِ مَاعِزٍ إنَّ الْأَخِرَ زَنَى هُوَ الْمُؤَخَّرُ الْمَطْرُودُ وَعَنَى بِهِ نَفْسَهُ وَمِثْلُهُ فِي مُخْتَصَرِ الْكَرْخِيِّ عَنْ عَلِيٍّ  رَضِيَ اللَّهُ عَنْهُ  أَنَّهُ سَمِعَ الْمُؤَذِّنَ يُقِيمُ مَرَّةً مَرَّةً أَلَا جَعَلْتَهَا مَثْنَى لَا أُمَّ لِلْأَخِرِ وَهُوَ مَقْصُورٌ وَالْمَدُّ خَطَأٌ وَالْأَخِيرُ تَحْرِيفٌ مِنْ أَخِيهِ فِي ع ف الْهَمْزَةُ مَعَ الدَّالِ
