Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
عرصف,4, العرصاف عراصيف وعرصاف وعرصوفه,4,no vowel, *عرصف* [العرصاف] واحد [عراصيف] الرحل وهي أربعة أوتادٍ يجمعن بين رءوس أحنا القتب في رأس كلِّ حِنْوٍ وَتِدان مشدودان بعَقَبٍ أو بجلود الإبل وفيه الظَلِفاتُ [وعرصاف] الا كاف [وعرصوفه] وعصفوره أيضا قطعة خشب بين الحنوين القدمين
عزف,15," عزفت تعزف وتعزف 'عزف', عزفت تعزف وتعزف 'عزف', عزفت تعزف وتعزف 'عزف', عزفت تعزف وتعزف",3,no vowel," *عزف* [[[[عزفت]]]] نفسي عن الشئ [[[[تعزف]]]] [[[[وتعزف]]]]  _________  من باب دخل وجلس عزوفا أي زهدت فيه وانصرفت عنه قال الفرزدق يخاطب نفسه عَزَفْتَ بأعشاشٍ وما كِدْتَ تَعْزِفُ وأنْكَرْتَ من حَدْراء ما كنت تَعْرِفُ والعزيفُ صوتُ الجنّ وقد عَزَفَتِ الجنُّ تَعْزِفُ بالكسر عَزيفاً وسحابٌ عزَّافٌ يُسْمَعُ منه عَزيفُ الرعد وهو دويُّه وأنشد الاصمعي   يا رب رب المسلمين بالسور لا تسقه صيب عزاف جؤر ويروى "" غراف "" والعزاف أيضا رمل لبنى سعد ويسمى أبرق العزاف وهو قريب من زرود والمَعازفُ الملاهي والعَازفُ اللاعبُ بها والمُغَنِّي وقد عَزَفَ عَزْفاً وعَزْفُ الريح أصواتها"
عسف,27," العَسْفُ التَعَسُّفُ والاعتِسافُ والعَسْفُ والعَسوفُ عاسِفٌ 'عسف', العَسْفُ التَعَسُّفُ والاعتِسافُ والعَسْفُ والعَسوفُ عاسِفٌ 'عسف', العَسْفُ التَعَسُّفُ والاعتِسافُ والعَسْفُ والعَسوفُ عاسِفٌ 'عسف', العَسْفُ التَعَسُّفُ والاعتِسافُ والعَسْفُ والعَسوفُ عاسِفٌ",3,no vowel, *عسف* العَسْفُ الأخذُ على غير الطريق وكذلك التَعَسُّفُ والاعتِسافُ والعَسْفُ أيضاً القَدَحُ الضخمُ والعَسوفُ الظلومُ قال أبو يوسف ناقةٌ عاسِفٌ إذا أشرفت على الموت من الغدة وجعلت تتنفس _________  لجندل بن المثنى قال الاصمعي قلت لرجل من أهل البادية ما العساف قال حين نقمص حَنجرته أي ترجف من النَفَس قال عامر بن الطفيل في قُرْزِلٍ يومَ الرَقَمِ ونِعْم أخو الصعلوكِ أمْسِ تركتُه بتَضْرُعَ يَمْري باليدين ويعسف قال والعسيف الاجير والجمع عسفاء وعسفان موضع
عسقف,1, عَسْقَفَ,4,no vowel, *عسقف* عَسْقَفَ الرجلُ أي جَمُدَتْ عينُه وذلك إذا همَّ بالبكاء فلم يقدر عليه
عصف,53," العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ 'عصف', العَصْفُ مُعْصِفٌ مُعْصِفُ كعَصْفٍ وعَصَفْتُ",3,no vowel," *عصف* العَصْفُ بقلُ الزرعِ عن الفراء وقد أعْصَفَ الزرعُ ومكانٌ مُعْصِفٌ أي كثير الزرع قال أبو قيس بن الأسلت الأنصاري   إذا جُمَادى مَنَعَتْ قَطْرَها زانَ جَنابي عَطَنٌ مُعْصِفُ  وقال الحسن في قوله تعالى {فجعلهم كعَصْفٍ مأ كول}  أي كزرع قد أكل حَبُّهُ وبقي تِبْنُهُ وعَصَفْتُ الزرعَ أي جززته قبل أن يُدْرِكَ _________  قال ابن برى هو لاحيحة بن الجلاح لا لابي قيس  وفى اللسان   "" مغضف "" وعَصَفَتِ الريحُ أي اشتدَّت فهي ريحٌ عاصِفٌ وعَصوفٌ ويومٌ عاصِفٌ أي تَعْصِفُ فيه الريحُ وهو فاعلٌ بمعنى مفعول فيه مثل قولهم ليلٌ نائمٌ وهمٌّ ناصبٌ وفي لغة بني أسدٍ أعْصَفَتِ الريحُ فهي مُعْصِفٌ ومُعْصِفةٌ والعَصْفُ الكَسْبُ ومنه قول الراجز   قد يَكْسَبُ المالَ الهِدانُ الجافي بغير ما عَصْفٍ ولا اصْطِرافِ وكذلك الاعْتِصافُ وأعْصَفَ الفرسُ إذا مرَّ مرًّا سريعاً لغةٌ في أحْصَفَ ونَعامَةٌ عَصوفٌ وناقةٌ عَصوفٌ أي سريعةٌ وهي التي تَعْصِفُ براكبها فتمضي به والحربُ تَعْصِفُ بالقوم أي تذهب بهم وتُهلكهم قال الأعشى في فَيْلَقٍ شهباء  مَلْمومَةٍ تعصف بالدارع والحاسر وحكى أبو عبيدة أعصف الرجل أي هلك _________  هو العجاج كما في اللسان  ويروى "" جأواء "" والعصيفة الورق المجتمع الذي يكون فيه السُنبلُ والعُصافَةُ ما سقط من السنبل من التبن وغيره"
عطف,74," عَطَفْتُ وعَطَفْتُ فانْعَطَفَ وعَطَفْتُ وعَطَفْتُ عاطفة وعَطَفَ العاطفون عاطِفٍ عاطِفٌ تَعْطِف والعَطْفَةُ والمعطف العطاف 'عطف', عَطَفْتُ وعَطَفْتُ فانْعَطَفَ وعَطَفْتُ وعَطَفْتُ عاطفة وعَطَفَ العاطفون عاطِفٍ عاطِفٌ تَعْطِف والعَطْفَةُ والمعطف العطاف'] 'عطف', عَطَفْتُ وعَطَفْتُ فانْعَطَفَ وعَطَفْتُ وعَطَفْتُ عاطفة وعَطَفَ العاطفون عاطِفٍ عاطِفٌ تَعْطِف والعَطْفَةُ والمعطف العطاف'] 'عطف', عَطَفْتُ وعَطَفْتُ فانْعَطَفَ وعَطَفْتُ وعَطَفْتُ عاطفة وعَطَفَ العاطفون عاطِفٍ عاطِفٌ تَعْطِف والعَطْفَةُ والمعطف العطاف'] 'عطف', عَطَفْتُ وعَطَفْتُ فانْعَطَفَ وعَطَفْتُ وعَطَفْتُ عاطفة وعَطَفَ العاطفون عاطِفٍ عاطِفٌ تَعْطِف والعَطْفَةُ والمعطف العطاف']",3,no vowel, *عطف* عَطَفْتُ   أي مِلتُ وعَطَفْتُ العودَ فانْعَطَفَ وعَطَفْتُ الوسادةَ ثنيتها وعَطَفْتُ عليه أي أشفقت يقال ما تثنينى عليك [[[[[عاطفة]]]]] من رَحِمٍ أو قرابةٍ وعَطَفَ عليه أي كرَّ قال أبو وَجْزَةَ السعدى [[[[[العاطفون]]]]] تحين مامن عاطِفٍ والمُطْعِمونَ زَمَان أينَ المُطْعِمُ  وظبيةٌ عاطِفٌ [[[[[تَعْطِف]]]]] جيدَها إذا ربضت والعَطْفَةُ خَرَزَةٌ تُؤَخِّذُ بها النساء الرجال [[[[[والمعطف]]]]] بالكسر الرداء وكذلك [العطاف] _________  عطف من باب ضرب  قال ابن برى ترتيب إنشاد الشعر العاطِفونَ تَحينَ ما من عاطِفٍ والمنعمون يدا إذا ما أنعموا واللاحقون جفانهم قمع الذار والمطعمون زمان أين المطعم وقد تعطفت بالعطاف أي ارتديت بالرداء ومنه سمِّيَ السيفُ عِطافاً وتَعَطَّفَ عليه أشفقَ وتعاطَفوا عَطَفَ بعضهم على بعض والناقةُ العَطوفُ التي [تَعْطِف] على البوِّ فترأمُه واسْتَعْطَفَهُ عليه فعَطَفَ وعَطَّفتُ العيدان شدِّد للكثرة وقِسِيٌّ مُعَطَّفَةٌ ولقاحٌ مُعَطَّفَةٌ وربما عَطَفوا عِدَةَ ذَوْدٍ على فصيلٍ واحد فاحتلبوا ألبانهنّ ليدْرُرْنَ والقوسُ المعطوفةُ هي هذه العربيّة وعِطْفا الرجل جانباه من لدن رأسه إلى إلى وركيه وكذلك عطفا كل شئ جانباه ويقال ثَنى فلانٌ عنِّي عِطفَه إذا أعرض عنك ومُنْعَطَفُ الوادي منعرجه ومنحناه
عفف,4, عَفَّ يَعِفُّ عَفَّا وعِفَّةً,3,no vowel, *عفف* عَفَّ عن الحرامِ يَعِفُّ [عَفَّ]ا وعِفَّةً
وعفافاً ,15, وعَفافةً وعفيفٌ وعَفيفَةٌ 'وعفافاً وعَفافةً وعفيفٌ وعَفيفَةٌ 'وعفافاً وعَفافةً وعفيفٌ وعَفيفَةٌ 'وعفافاً وعَفافةً وعفيفٌ وعَفيفَةٌ,8,vowel, *وعفافاً *  وعَفافةً أي كفَّ فهو عفٌّ وعفيفٌ والمرأة عَفَّةٌ وعَفيفَةٌ وأعَفَّه الله واستعَفَّ عن المسألة أي عف _________  التكملة من المخطوطة وتعفف أي تكلَّف العِفَّة والعُفَّة والعُفافة بالضم فيهما بقيَّة اللبن في الضرع قال الاعشى يصف ظبية وغزالها وتَعادى  عنه النهارَ فما تعجوه إلا عفافة أو فواق نصب النهار على الظرف وتعادى أي تباعد وتعفف الرجل أي شرب العُفافةَ ويقال تَعافَّ يا هذا ناقتك أي احلها بعد الحلبة الأولى وقولهم جاء فلان على عِفَّانِ ذلك بكسر العين لغةٌ في إفَّانِ ذلك أي حينه وأوانه
عقف,31," عقفت عقفا فانعقف عقف يعقفهن والعقاف والتَعْقيفُ 'عقف', عقفت عقفا فانعقف عقف يعقفهن والعقاف والتَعْقيفُ 'عقف', عقفت عقفا فانعقف عقف يعقفهن والعقاف والتَعْقيفُ 'عقف', عقفت عقفا فانعقف عقف يعقفهن والعقاف والتَعْقيفُ",3,no vowel," *[[[[عقف]]]]* [[[[عقفت]]]] الشئ [[[[عقفا]]]] [[[[فانعقف]]]] أي عطفته فانعطف وأما قول حميد بن ثور الهلالي كأنه [[[[عقف]]]] تولى يهرب من أكلب [[[[يعقفهن]]]]  أكلب فيقال هو الثعلب [[[[والعقاف]]]] داء يأخذ الشاة في قوائمها حتَّى تعوجَّ والتَعْقيفُ التعويجُ وأعرابيٌّ أعْقَفُ أي جاف _________  ابن برى "" ما تعادى ""  في المطبوعة "" نتبعهن "" وأثبت مافى المخطوطة واللسان"
عكف,17, عَكَفَهُ يعكُفُهُ ويعكِفُهُ عَكْفاً مَعْكوفاً} عَكَفَكَ الاعتِكافُ وعَكَفَ يعكف ويعكف عكوفا عاكف {يعكفون وعكفوا عكف يعكفن عكف,3,no vowel, *[[عكف]]* عَكَفَهُ  أي حبسه ووقفه يعكُفُهُ ويعكِفُهُ عَكْفاً ومنه قوله تعالى {والهَدْيَ مَعْكوفاً}  ويقال ما عَكَفَكَ عن كذا ومنه الاعتِكافُ في المسجد وهو الاحتباس وعَكَفَ على الشئ  [يعكف] [ويعكف] [عكوفا] أي أقبل عليه مواظبا يقال فلان [عاكف] على فرج حرام وقال تعالى {يعكفون على أصنام لهم}  [وعكفوا] حول الشئ استداروا يقال [[عكف]] الجوهر في النظم   قال العجاج فهن [يعكفن] به إذا حجا [[عكف]] النبيط يلعبون الفنزجا
علف,62," العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف 'علف', العَلَفُ عِلافٌ علفت علفا علفتها معلف",3,no vowel," *علف* العَلَفُ للدوابّ والجمع عِلافٌ مثل جبل وجبال   وقد [[[[[[[[[علفت]]]]]]]]] الدابة [[[[[[[[[علفا]]]]]]]]] وأنشد الفراء [[[[[[[[[علفتها]]]]]]]]] تبنا وماء باردا حتى شتت همالة عيناها أي وسيقتها ماء والموضع [[[[[[[[[معلف]]]]]]]]] بالكسر _________  من باب نصر وضرب  وعكف على الشئ من باب دخل وجلس  في القاموس "" أي استدار ""  وزاد في القاموس وعلوفة وأعلاف والعلف ثمر الطلح وهو مثل الباقلى والغض يخرج فترعاه الابل الواحدة علفة مثال قبر وقبرة وقد أعْلَفَ الطلح أي خرج عُلَّفُهُ والعلوفة والعليفة النافة أو الشاة تعلفها ولا ترسلها فترعى والعلافيات الرحال العظيمة منسوبة إلى رجل اسمه علاف من قضاعة قال الاعشى هي الصاحب الادنى وبيني وبينها مجوف علافى وقطع ونمرق والعلفوف الجافي من الرجال المسن عن يعقوب قال الخزاعى   يسر إذا كان الشتاء وأمحلوا في القوم غير كبنة علفوف قوله يسر أي ياسر _________  في مخطوطة ستى "" عمر بن الجعدى "" ويروى "" إذا هب الشتاء "" والكبنة المنقبض البخيل كما قاله في مادة كبن أأميم هل تدرين أن رب صاحب فارقت يوم حشاش غير ضعيف يسر إذا حان الشتاء ومطعم للحم غير كبنة عفلوف"
عنف,13, العُنْفُ عَنُفَ وعَنُفَ والعَنيفُ عُنُفٌ واعْتَنَفْتُ بعنف واعْتَنَفْتُ مُعْتَنِفةٌ والتَعْنيفُ وعنفوان عُنفُوانِ وعنفوان,3,no vowel, *عنف* العُنْفُ   ضدُّ الرفق تقول منه عَنُفَ عليه بالضم وعَنُفَ به أيضاً والعَنيفُ الذي ليس له رفق بركوب الخليل والجمع عُنُفٌ واعْتَنَفْتُ الأمر إذا أخذتَه [بعنف] واعْتَنَفْتُ الأرض أي كرهتها وهذه إبلٌ مُعْتَنِفةٌ إذا كانت في بلدٍ لا يوافقها والتَعْنيفُ التعيير واللوم [[وعنفوان]] الشئ أوله يقال هو في عُنفُوانِ شبابه [[وعنفوان]] النبات أوله
عوف,39," العَوْفُ عَوْفُكَ العوف والعوفان عوف وعوف عَوْفٍ 'عوف', العَوْفُ عَوْفُكَ العوف والعوفان عوف وعوف عَوْفٍ 'عوف', العَوْفُ عَوْفُكَ العوف والعوفان عوف وعوف عَوْفٍ 'عوف', العَوْفُ عَوْفُكَ العوف والعوفان عوف وعوف عَوْفٍ 'عوف', العَوْفُ عَوْفُكَ العوف والعوفان عوف وعوف عَوْفٍ",3,vowel," *[[[[[عوف]]]]]* العَوْفُ الحال يقال نَعِمَ عَوْفُكَ أي نعمَ بالك وشأنك قال أبو عبيد وكان بعض الناس يتأول [[[[[العوف]]]]] الفرج فذ كرته لابي عمر وفأنكره [[[[[والعوفان]]]]] في سعد [[[[[عوف]]]]] بن سعد [[[[[وعوف]]]]] ابن كعب بن سعد ويقال للجرادة أمُّ عَوْفٍ وأنشدني أبو الغوث  _________  العنف مثلثة العين  في مخطوطة ستى "" لابي عطاء السندي "" وقيل لحماد الرواية "" فما صفراء تكنى أم [عوف] كأن رجيلتيها منجلان  وقولهم "" لا حربوادى [عوف] "" هو [عوف] ابن محلم بن ذهل بن شيبان وذلك أن بعض الملوك طلب منه رجلا كان قد أجاره فمنعه [عوف] وأبى أن يسلمه فقال الملك "" لا حر بوادي [عوف] "" أي أنه يقهر من حل بواديه فكل من فيه كالعبد له لطاعتهم إياه وعوافة بالضم اسم رجل  "
عيف,43," عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً 'عيف', عافَ يَعافُهُ عِيافاً",3,vowel, *عيف* عافَ  الرجلُ الطعامَ أو الشراب يَعافُهُ عِيافاً أي كرهه فلم يشربه فهو عائف وقال  _________  وعوف من أسماء الاسد والعوف نبت معروف قال النابغة الذبيانى فلا زال قبر بين بصرى وجاسم عليه من الوسمى فيض ووابل فينبت حوذانا وعوفا منورا سأتبعه من خير ما قال قائل  وعوف وتعار جبلان بنجد قال وما هبت الارواح نحوى وماثوى بنجد مقيما عوفها وتعارها  عاف يعاف ويعيف عيفا وعيفانا محركة وعيافة وعيافا بكسرهما كره الطعام والشراب  أنس بن مدركة الخثعمي أنى وقتلى سليكا ثم أعقله كالثور يضرب لما عافت البقر  وذلك أن البقر إذا امتنعت عن شروعها في الماء لا تضرب لانها ذات لبن وإنما يضرب الثور لتفزع هي فتشرب وعفت الطير أعيفُها عِيافَةً أي زجرتها وهو أن تعتبر بأسمائها ومساقطها وأصواتها والعائِفُ المتكهّنُ وعافَتِ الطيرُ تَعيفُ عَيْفاً إذا كانت تحوم على الماء أو على الجيَف وتتردَّد ولا تمضي تريد الوقوع فهى عائفة ومنه قول أبى زُبيد كأنَّ أَوْبَ مَساحي القومِ فَوْقَهُمُ طيرٌ تَعيفُ على جونٍ مزاحيف  والاسم العَيْفَةُ والعَيوفُ من الإبل الذي يشمّ الماء فيدعه وهو عطشان _________  يقول كيف أعقل من لم أقتله فإن أخذ تمونى بهذا فإنى كالثور الذى يضرب إن امتنعت البقر أن تشرب قال الاعشى ما تعيف اليوم من طير روح من غراب البين أو تيس برح  شبه اختلاف المساحى فوق رءوس الحفارين بأجنحة الطير وأراد بقوله جون مزاحيف إبلا قد أزحفت فالطير تحوم عليها فصل الغين
غدف,6, الغُدافُ غِدْفانٌ غُدافاً غُدافاً تُغْدِفي يُغْدَفُ,3,no vowel," *غدف* الغُدافُ غراب القيظ والجمع غِدْفانٌ وربَّما سمُّوا النسر الكثير الريش غُدافاً وكذلك الشعر الأسود الطويل والجناح الأسود قال الكميت يصف الظليم وبيضه يكسوه وَحْفاً غُدافاً من قَطِيفَتِهِ ذاتِ الفضولِ مع الاشفاق والحدب وأغدفت المرأة قناعها أي أرسلته على وجهها قال عنترة إن [تُغْدِفي] دوني القناعَ فإنَّني طبٌّ بأخْذِ الفارس المُسْتَلْئِمِ وأغْدف الليل أي أرخى سدوله وأغْدَفَ الصيادُ الشبكةَ على الصيد وفي الحديث "" إنَّ قلب المؤمن أشدُّ ارتكاضاً من الذَنْبِ يصيبه من العصفور حين يُغْدَفُ به """
غرف,83," الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف 'غرف', الغَرْفُ غَرْفيٌّ بالغرف غَرْفِيَّةٍ بالغرف",3,no vowel," *غرف* الغَرْفُ شجرٌ يُدْبَغ به يقال سقاءٌ غَرْفيٌّ أي مدبوغ [[[[[[[[[[[[[[[[[[[[[[[[[[[[بالغرف]]]]]]]]]]]]]]]]]]]]]]]]]]]] قال ذو الرمّة وَفْراَء غَرْفِيَّةٍ أثْأى خوارزَها مُشَلْشَلُ ضَيَّعَتْهُ بينها الكتب يعنى مزادة دبغت [[[[[[[[[[[[[[[[[[[[[[[[[[[[بالغرف]]]]]]]]]]]]]]]]]]]]]]]]]]]] ومشلشل من نعت السرب في قوله  _________  ذوالرمة ما بال عينك منها الماءُ يَنْسَكِبُ كأنّه من كلى مفرية سرب وربما جاء بالتحريك حكاه يعقوب قال الشاعر   أمسى سُقامٌ خَلاءً لا أنيسَ به إلا السباعُ  ومَرُّ الريح بالغَرَفِ سُقامٌ اسمُ وادٍ يقال غَرْفَت الإبل بالكسر تَغْرَفُ غَرَفاً إذا اشتكت عن أكل الغَرْفِ والغَريفُ الشجر الكثير الملتفُّ من أي شجرٍ كان قال الاعشى كبردية الغيل وسط الغريف ساق الرصاف إليه غديرا  وقيل الغريف في هذا البيت ماء في الاجمة والغريفة جلدة من أدم نحو من شبر _________  هو أبو خراش الهذلى  في اللسان "" غير الذئاب ومر الريح "" ويروى "" غير السباع ""  قال ابن برى عجز الاعشى لصدر آخر غير هذا وتقرير البيتين كبرديه الغيل وسط الغريف إذا خالط الماء منها السرورا والبيت الآخر بعد هذا البيت ببيتين وهو أو اسفنط عانة بعد الرقا د ساق الرصاف إليه غديرا  - صحاح -  فارغة في أسفل قراب السيف تَذَبْذَبُ وتكون مفرضة مزينة قال الطرماح يذكر مشفر البعير خريع النعو مضطرب النواحى كأخلاق الغريفة ذى غضون  جعله خلقا لنعومته وبنو أسد يسمون النعل الغَريفَةَ وأما الغِرْيَفُ بكسر الغين وتسكين الراء فضربٌ من الشجر قال حاتمٌ يصف النخل رواءٌ يسيلُ الماءُ تحت أُصولِهِ يميلُ به غيلٌ بأدناه غِرْيَفُ وقال أحيحة بن الجلاح   مغرورف أسبل جباره بحافتيه الشوع والغريف  وغرفت الشئ فانغرف أي قطعته فانقطع قال قيس بن الخطيم تَنامُ عن كِبْرِ شَأنها فإذا قامت رويدا تكاد تنغرف _________  وقبل بيت الطرماح تمر على الوراك إذا المطايا تقايست النجاد من الوجين  في صفة نخل  وقبل بيت أحيحة إذا جُمَادى مَنَعَتْ قَطْرَها زانَ جنابي عطن معصف وغرفت ناصية الفرس قطعتها وجززتها حكاه أبو عبيد عن الاصمعي وغرفت الجِلْدَ دبغته بالغرْفِ وغَرَفْتُ الماء بيدي غَرْفاً واغْتَرَفْتُ منه والغَرْفَةُ المرّةُ الواحدة والغَرْفَةُ بالضم اسمٌ للمفعول منه لأنك ما لم تَغْرِفْهُ لا تسميه غُرْفَةً والجمع غراف مثل نطفة ونطاف وزعموا ان ابنة الجلندى وضعت قلادتها على سلحفاة فانسابت في البحر فقالت يا قوم نزاف نزاف لم يبق في البحر غير غراف والغراف أيضا مكيال ضخم مثل الجراف وهو القنقل والمغرفة ما يغرف به والغرفة العِليَّةُ والجمع غُرْفاتٌ وغُرُفاتٌ وغُرَفٌ وقول لبيد سوى فأغلق دون غرفة عرشه سبعا طباقا فوق فرع المنقل يعنى به السماء السابعة"
غرضف,1, الغُرْضوفُ,4,no vowel, *غرضف* الغُرْضوفُ ما لان من العظم وهو الغضروف أيضا
غضف,7," غَضَفْتُ وغَضَفَ يغضفها 'غضف', غَضَفْتُ وغَضَفَ يغضفها",3,no vowel, *غضف* غَضَفْتُ العود إذا كسرته فلم تُنْعِم كسره وغَضَفَ الكلبُ أذنه [[يغضفها]] عضفا إذا أرخاها وكسرها والغضف بالتحريك استرخاء في الأذن يقال كلبٌ أغْضَفُ وكلابٌ غضف وقد غضف بالكسر إذا صار مسترخيَ الأذن وسهمٌ أغْضَفُ أي غليظ الريش وهو خلاف الأصمَع وأغْضَفَ الليل أي أظلم واسودَّ وليلٌ أغْضَف وقد غَضِفَ غَضَفاً وكذلك عيشٌ أغَضَفُ أي ناعمٌ بيِّن الغَضَفِ إذا تَغَضَّفَ عليه ومالَ والغاضِفُ الناعمُ البالِ ويقال عيشٌ غاضفٌ والغُضْفُ القَطا الجون وتَغَضَّفَ عليه أي مال وتثنَّى وتكسر يقال تَغَضَّفَتِ البئر إذا تهدَّمت أجوالها وانْغَضَفَ القومُ في الغبار دخلوا فيه
غطف,24," الغَطَفُ وغطفان غطفان غطفان 'غطف', الغَطَفُ وغطفان غطفان غطفان 'غطف', الغَطَفُ وغطفان غطفان غطفان 'غطف', الغَطَفُ وغطفان غطفان غطفان 'غطف', الغَطَفُ وغطفان غطفان غطفان",3,no vowel," *غطف* الغَطَفُ سَعة العيش يقال عيش أغطف مثل أغضف [[[[[وغطفان]]]]] أبو قبيلة وهو [[[[[[[[[[غطفان]]]]]]]]]] بن سعد بن قيس عيلان قال الشاعر   لو لم تكن [[[[[[[[[[غطفان]]]]]]]]]] لاذنوب لها إلى لامت  ذوو أحسابها عمرا _________  هو الفرزدق كما في الخزانة    ويروى "" إذن للام "" قال الاخفش قوله "" لا "" زائدة يريد لو لم تكن لها ذنوب"
غطرف,4, الغِطريفُ والغطرفة التغطرف المُتَغَطْرِفُ,4,no vowel," *غطرف* الغِطريفُ السيّدُ وفرخ البازي [والغطرفة] [التغطرف] والتغترف التكبر وأنشد الأحمر   فإنك إن عاديتني غَضِبَ الحَصى عليك وذو الجَبُّورَةِ المُتَغَطْرِفُ ويروى "" المتغترف """
غفف,69," الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة 'غفف', الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة 'غفف', الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة 'غفف', الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة 'غفف', الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة 'غفف', الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة 'غفف', الغُفَّةُ وغُفَّةٌ اغْتَفَّتِ اغْتِفافاً غُفَّةً اغْتَفَّتِ اغْتِفافاً اغتفت غفة",3,no vowel," *غفف* الغُفَّةُ   البُلْغَةُ من العيش قال الشاعر   لا خيرَ في طمعٍ يُدْني إلى طَبَعٍ وغُفَّةٌ من قوامِ العيشِ تَكْفيني الكسائي يقال اغْتَفَّتِ الفرس اغْتِفافاً إذا أصابت غُفَّةً من الربيع وحكى عنه غير أبي الحسن إذا سَمِنت بعض السِمَن وقال أبو زيد اغْتَفَّتِ المال اغْتِفافاً قال وهو الكلأ المقارب والسمن المقارب قال طفيل الغنوى وكنا إذا ما [[[[[[[اغتفت]]]]]]] الخيل [[[[[[[غفة]]]]]]] تجرد طلاب الترات مطلب _________  في نسخة "" لمغلس بن لقيط ""  الغفة والغثة بمعنى  هو ثابت قطنة العتكى يقول تجرد طالب الترة وهو مطلوب مع ذلك فرفعه بإضمار هو أي هو مطلب كما قال الراجز ومنهل به الغراب ميت    أي هو ميت"
