Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
حنط,31," الحِنْطَةُ حِنّطٌ حَنَّاطٌ والحَنوطُ تَحَنَّطَ وحَنَّطَ تحنيطا 'حنط', الحِنْطَةُ حِنّطٌ حَنَّاطٌ والحَنوطُ تَحَنَّطَ وحَنَّطَ تحنيطا'] 'حنط', الحِنْطَةُ حِنّطٌ حَنَّاطٌ والحَنوطُ تَحَنَّطَ وحَنَّطَ تحنيطا'] 'حنط', الحِنْطَةُ حِنّطٌ حَنَّاطٌ والحَنوطُ تَحَنَّطَ وحَنَّطَ تحنيطا']",3,no vowel," *حنط* الحِنْطَةُ البُرُّ والجمع حِنّطٌ وبائعه حَنَّاطٌ والحَنوطُ ذَريرَةٌ وقد تَحَنَّطَ به الرجل وحَنَّطَ الميتَ [تحنيطا] _________  في اللسان "" لا أعود ورائيا "" والحناطة حرفة الحناط وحنط الاديم احمر فهو حانط وحنط الرمثُ وأَحْنَطَ أي أدرك وابيض ورقه"
حوط,67," الحِيطانِ وحَوَّطَ تَحْويطاً مُحَوَّطٌ والحُواطَةُ والحيطَةُ الحِياطَةُ حاطَهُ يَحوطُهُ حَوْطاً وحيطَةً وحِياطَةً حِيطَةٌ يَحوطُ واحْتاطَ واحْتاطَتْ 'حوط', الحِيطانِ وحَوَّطَ تَحْويطاً مُحَوَّطٌ والحُواطَةُ والحيطَةُ الحِياطَةُ حاطَهُ يَحوطُهُ حَوْطاً وحيطَةً وحِياطَةً حِيطَةٌ يَحوطُ واحْتاطَ واحْتاطَتْ 'حوط', الحِيطانِ وحَوَّطَ تَحْويطاً مُحَوَّطٌ والحُواطَةُ والحيطَةُ الحِياطَةُ حاطَهُ يَحوطُهُ حَوْطاً وحيطَةً وحِياطَةً حِيطَةٌ يَحوطُ واحْتاطَ واحْتاطَتْ 'حوط', الحِيطانِ وحَوَّطَ تَحْويطاً مُحَوَّطٌ والحُواطَةُ والحيطَةُ الحِياطَةُ حاطَهُ يَحوطُهُ حَوْطاً وحيطَةً وحِياطَةً حِيطَةٌ يَحوطُ واحْتاطَ واحْتاطَتْ",3,vowel, *حوط* الحائِطُ واحد الحِيطانِ صارت الواو ياءً لانكسار ما قبلها وحَوَّطَ كَرْمَةُ تَحْويطاً بنى حوله حائِطاً فهو كَرْمٌ مُحَوَّطٌ ومنه قولهم أنا أحَوِّطُ حولَ ذلك الأمر أي أدور والحُواطَةُ حَظيرةٌ تُتَّخذُ للطعام والحيطَةُ بالكسر   الحِياطَةُ وهما من الواو وقد حاطَهُ [يَحوطُ]هُ حَوْطاً وحيطَةً وحِياطَةً أي كلأه ورعاه ومع فلان حِيطَةٌ لك - ولا تقل عليك - أي تَحنُّنٌ وتَعَطُّفٌ والحمارُ يَحوطُ عانَتَهُ أي يجمعها واحْتاطَ الرجلُ لنفسه أي أخَذَ بالثقة وأَحاطَ به أي عَلِمه وأَحاطَ به علماً وأَحاطَتِ الخيلُ بفلانٍ [واحْتاطَ]تْ به أي أحدقت به _________  وبالفتح أيضا فصل الخاء
خبط,59," خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ 'خبط', خَبَطَ خَبْطاً خَبْطَ تَخْبِطُ وخَبَطَ",3,no vowel, *خبط* خَبَطَ البعيرُ الأرضَ بيده خَبْطاً ضربها ومنه قيل خَبْطَ عَشْواءَ وهي الناقة التي في بَصَرَها ضعفٌ تَخْبِطُ إذا مشتْ لا تتوقَّى شيئاً وخَبَطَ الرجل إذا طرَحَ نفسَه حيث كان لينام قال الشاعر   يشدخن بالليل الشجاع الخابطا   وخبطت الشجر خبطا إذا ضربتها بالعصا ليسقط ورقها قال الراجز والصقع من خابطة وجرز   واختبطنى فلانٌ إذا جاءك يطلب معروفَك من غير آصرة قال الشاعر ومختبط لم يلق من دوننا كفى  وذات رضيع لم ينمها رضيعها  وخبطت الرجل إذا أنعمتَ عليه من غير معرفةٍ بينكما قال علقمة بن عبدة وفي كُلِّ حَيٍّ قد خَبَطْتَ بِنِعْمَةٍ  فَحُقَّ لِشَأْسٍ من نداك ذنوب  _________  هو أباق الدبيرى  قبله قوداء تهدى قلصا ممارطا  قبله بالمشرفيات وطعن وخز شأس اسم أخى عَلقمة وقولهم ما أدري أيُّ خابِطِ ليلٍ هو أيْ أيُّ الناسِ هو والخُباطُ بالضم كالجنونِ وليس به تقول منه تَخَبَّطَهُ الشيطانُ أي أفسَدَهُ والخِباطُ بالكسر سِمَةٌ في الفخذ طويلةٌ عرضاً تقول منه خَبَطَ بعيرَه خَبْطاً والخِبْطَةُ بالكسر القليلُ من اللبن وقال أبو زيد الخِبْطُ من الماء الرَفَضُ وهو ما بين الثُلُثِ إلى النصف من السقاءِ والحوضِ والغديرِ والإناء قال وفي القِرْبَةِ خِبْطَةٌ من ماءٍ وهو مثل الجُرْعَةِ ونحوها ولم يَعْرِف له فعلاً ويقال أيضاً كان ذلك بعد خِبْطَةٍ من الليل أي بعد صدرٍ منه والخِبْطَةُ أيضاً القطعة من البيوت والناس والجمع خبط
خرط,44," خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ 'خرط', خَرَطْتُ خَرْطاً وخَرَطْتُ خَرْطُ",3,no vowel," *خرط* خَرَطْتُ العودَ أَخْرُطُهُ وأَخْرِطُهُ خَرْطاً قشرته وخَرَطْتُ الورق حَتَتُّهُ وهو أن تقبضَ على أعلاه ثم تُمِرَّ يدكَ عليه إلى أسفله وفي المثل "" دونَه خَرْطُ القتاد "" وخرطه الدواء أيضا أي أمشاه وكذلك خَرَّطَهُ تَخْريطاً والخَرَطُ بالتحريك داءٌ يصيب الضَرعَ فيخرجُ اللبنُ متعقّداً  كقِطَعِ الأوتار يقال قد أَخْرَطَتِ الناقةُ فهي مُخْرِطٌ فإذا كان ذلك عادةً لها فهي مِخْراطٌ والمِخْراطُ أيضاً الحيّة التي من عادتها أن تسلخَ جلدَها في كلِّ سنةٍ قال الشاعر إنِّي كَساني أبو قابوسَ مرفلة  كأنها سلخ أبكار المخاريط  وفرسٌ خَروطٌ أي جَموحٌ يقول البائع بَرِئْتُ إليك من الخِراطِ أي الجِماحِ وانْخَرَطَ الفرسُ في سيره أي لج قال العجاج كالبربري لج في انخراط   وانخرط علينا فلان إذا اندرأ بالقول السيئ وانخرط جسمه أي دَقَّ والإخْريطُ ضَربٌ من الحَمْضِ وخَرَطْتُ الحديدَ خَرْطاً أي طوَّلتُه كالعمود _________  في المخطوطة منعقدا منقطعا  قبله فظل يرقد من النشاط ورجل مخروط اللحية ومخروط الوجهِ أي فيهما طولٌ من غير عِرضٍ واخْتَرَطَ سيفَه أي سَلَّهُ والخَريطَةُ وعاءٌ من أَدَمٍ وغيرهِ يُشْرَجُ على ما فيها وقد أَخْرَطْتُ الخَريطَةَ أي أَشْرَجْتُها واخْرَوَّطَ بهم السيرُ اخْرِوَّاطاً أي امتدَّ قال العجاج مُخْرَوِّطاً جاء من الاقطار   قال أعشى باهلة لا تأمن البازل الكوماء ضربته  بالمشرفى إذا ما اخروط السفر "
خطط,119," الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط'] 'خطط', الخَطُّ الخُطوطِ والخَطُّ خط الخطية والخط خَطُّ يَخُطَّ وخَطَّ مُخَطَّطٌ خطوط']",3,no vowel," *خطط* الخَطُّ واحدُ الخُطوطِ والخَطُّ أيضا موضع باليمامة وهو [[[[[[[[[[خط]]]]]]]]]] هجر تنسب إليه الرماح [[[[[[[[[[الخطية]]]]]]]]]] لانها تحمل من بلاد الهند فتقوم به [[[[[[[[[[والخط]]]]]]]]]] خَطُّ الزاجرِ وهو أن يَخُطَّ بإصبعه في الرمل ويَزْجُرَ وخَطَّ بالقلم أي كتَب وكساءٌ مُخَطَّطٌ فيه [خطوط] _________  بعده فوت الغراف ضامن السفار  اخروط السفر أبعدت الطريق والخطوط بفتح الخاء البقرُ الوحشيُّ الذي يَخُطُّ الأرض بأطراف أظلافه والخِطَّةُ بالكسر الأرضُ يَخْتَطُّها الرجلُ لنفسه وهو أن يُعْلِم عليها علامةً بالخَطِّ ليُعْلَمَ أنَّه قد اختارها ليبنيَها داراً ومنه خطط الكوفة والبصرة واخْتَطَّ الغلامُ أي نبتَ عِذارُهُ والمخط بالسكر عود يخط به والمخطاط عود يسوى عليه الخطوط والخُطَّةُ بالضم الأمرُ والقِصَّةُ قال تَأَبَّطَ شرّاً هُما خُطَّتا إمَّا إسارٌ ومِنَّةٌ  وإمَّا دَمٌ والقَتْلُ بالحُرِّ أَجْدَرُ  أراد هما خَطَّتانِ فحذف النون استخفافاً يقال جاء وفي رأسه خُطَّةٌ أي جاءَ وفي نفسه حاجةٌ قد عَزَم عليها والعامة تقول خطية وفى حديث قيلة "" أيلام ابن هذه أن يفصل الخطة وينتصر من وراء الحجزة  "" أي إنه إذا نزل به أمر ملتبس مشكل لا يهتدى له إنه لا يعيا به ولكنه يفصله حتى يبرمه ويخرج منه وقولهم خطة نائية أي مقصدٌ بعيدٌ وقولهم خُذْ خُطًّةً أي خذْ خُطَّةَ الانتصافِ ومعناه انتصف _________  الحجزة بالتحريك جمع حاجز أي مانع وقولهم "" قبح الله معزى خيرها خطة "" قال الاصمعي خطة اسم عنز وكانت عنز سوء والخطة أيضا اسم من الخَطِّ كالنُقطة من النقطِ وقولهم ما خَطَّ غُبارَه أي ما شَقَّهُ والخَطيطَةُ الأرضُ التي لم تُمْطَرْ بين أرضين ممطورتين ; والجمع الخطائط وأنشد أبو عبيدة   على قلاص تختطي الخطائطا   ومنه قول ابن عباس رضي الله عنه حين سئل عن رجل جعل أمر امرأته بيدها فطلقته ثلاثا "" [خط] الله نوأها ألا طلقت نفسها ثلاثا "" ويروى أيضا "" خطأ الله نوأها "" بالهمز أي أخطأها المطر"
خلط,120," خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط 'خلط', خلطت خلطا فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ والتَخليطُ الخليطى اختلط",3,no vowel," *خلط* [[[[[[[[[[[خلطت]]]]]]]]]]] الشئ بغيره [[[[[[[[[[[خلطا]]]]]]]]]]]  فاخْتَلَطَ وخالَطَهُ مُخالَطَةً وخِلاطاً واخْتَلَطَ فلانٌ أي فسَد عقلُه والتَخليطُ في الأمر الإفسادُ فيه وقولهم وقعوا في [[[[[[[[[[[الخليطى]]]]]]]]]]] مثال السميهى أي [[[[[[[[[[[اختلط]]]]]]]]]]] عليهم أمرهم _________  لهميان بن قحافة  بعده يتبعن موار الملاط مائطا  خلط من باب ضرب والخليط المخالط كالنديم المُنادِم والجليس المُجالِس وهو واحدٌ وجمعٌ وقال إنَّ الخليطَ أَجَدَّوا البين فانصرموا   وقد يجمع على خَلَطاءَ وخُلُطٍ قال وَعْلَةُ الجَرْميُّ سائِلْ مُجاوِرَ جَرْمٍ هلْ جَنَيْتُ لهم  حَرباً تُفَرِّقُ بين الجيرَةِ الخلط  وإنما كثر ذلك في أشعارهم لانهم كانوا ينتجعون أيام الكلا فيجتمع منهم قبائل شتى في مكان واحد فتقع بينهم ألفة فإذا افترقوا ورجعوا إلى أوطانهم ساءهم ذلك وأما الحديث "" لا خلاط ولا وِراطَ "" فيقال هو كقوله "" لا يُجمَع بين متفرِّق ولا يُفَرَّقُ بين مجتمعٍ خشيةَ الصدقةِ "" قال أبو عبيدة تنازع العجاج وحميد الارقط أرجوزتين على الطاء فقال حميد الخلاط يا أبا الشعثاء فقال العجاج الفجاج أوسع من ذلك يا ابن أخى أي لا تخلط أرجوزتي بأرجوزتك والخُلْطَةُ بالضم الشِرْكةُ والخِلْطَةُ بالكسر العِشْرَةُ والخِلْطُ أيضاً واحدُ أَخْلاطِ الطيب _________  قال ابن برى صوابه إن الخليط أجدوا البين فانجردوا  وأخلفوك عدى الامر الذى وعدوا والخلط أيضا السهم ينبت عودُهُ على عِوَجٍ فلا يزال يَتَعَوَّجُ وإنْ قُوِّمَ ورجلٌ مِخْلَطٌ بكسر الميم يُخالِطُ الأمور يقال فلانٌ مِخْلَطٌ مِزْيَلٌ كما يقال هو راتقٌ فاتقٌ واسْتَخْلَطَ البعيرُ أي قَعا واَخْلَطَهُ صاحبُه إذا جعل قضيبَه في الحَياءِ والخَليطُ من العلف قت وتبن ونهى عن الخليطين في الانبذة وهو أن يجمع بين صنفين تمر وزبيب أو عنب ورطب وخولط الرجل في عقله خلاطا"
خمط,39," الخَمْطُ خمط} والخمط خامط وخميط وتخمط وتَخَمَّطَ 'خمط', الخَمْطُ خمط} والخمط خامط وخميط وتخمط وتَخَمَّطَ 'خمط', الخَمْطُ خمط} والخمط خامط وخميط وتخمط وتَخَمَّطَ 'خمط', الخَمْطُ خمط} والخمط خامط وخميط وتخمط وتَخَمَّطَ 'خمط', الخَمْطُ خمط} والخمط خامط وخميط وتخمط وتَخَمَّطَ",3,no vowel," *خمط* الخَمْطُ ضربٌ من الأراك له حمل يؤكل وقرئ {ذواتي أكل خمط} بالاضافة [[[[[والخمط]]]]] من اللبن الحامض وذكر أبو عبيد أن اللبن إذا ذهب عنه حلاوة الحلب ولم يتغير طعمه فهو سامط فإن أخذ شيئا من الريح فهو [[[[[خامط]]]]] [[[[[وخميط]]]]] وإن أخذ شيئا من الطعم فهو ممحل فإذا كان فيه طعم الحلاوة فهو قوهة   [[[[[وتخمط]]]]] الفحل هدر وتَخَمَّطَ فلانٌ أي تَغَضَّبَ وتكبَّر ومنه قول الكميت إذا ما تسامت للتخمط صيدها  _________  في اللسان "" فوهة "" لكن في مادة قوه  "" ورواه الليث فوهة بالفاء وهو تصحيف "" [وتخمط] البحر إذا التطم وخَمَطْتُ الشاة أَخْمِطُها خَمْطاً إذا نزعتَ جلدَها وشويتَها فهي خَميطٌ فإنْ نَزَعْتَ شعرها وشويتَها فهي سَميطٌ والخَمْطَةُ الخمرُ التي قد أخذتْ ريحَ الإدراك كريح التفاحِ ولم تُدرِكْ بعدُ ويقال هي الحامضة"
خوط,3, الخوطُ خوطُ خوطَةٌ,3,vowel, *خوط* الخوطُ الغصنُ الناعمُ لِسَنَةٍ يقول خوطُ بانٍ الواحدة خوطَةٌ
خيط,51," الخَيْطُ خُيوطٌ وخيوطة والمخيط الخياط الخِياطِ} والخَيْطُ والخَيْطُ خَيْطٌ وخَيْطُ خَيطِ وخَيْطُ 'خيط', الخَيْطُ خُيوطٌ وخيوطة والمخيط الخياط الخِياطِ} والخَيْطُ والخَيْطُ خَيْطٌ وخَيْطُ خَيطِ وخَيْطُ 'خيط', الخَيْطُ خُيوطٌ وخيوطة والمخيط الخياط الخِياطِ} والخَيْطُ والخَيْطُ خَيْطٌ وخَيْطُ خَيطِ وخَيْطُ 'خيط', الخَيْطُ خُيوطٌ وخيوطة والمخيط الخياط الخِياطِ} والخَيْطُ والخَيْطُ خَيْطٌ وخَيْطُ خَيطِ وخَيْطُ",3,vowel, *خيط* الخَيْطُ السِلكُ وجمعه خُيوطٌ [[[[وخيوطة]]]] مثل فحل وفحول وفحولة [[[[والمخيط]]]] الابرة وكذلك [[[[الخياط]]]] ومنه قوله تعالى {حَتَّى يَلِجَ الجملُ في سَمِّ الخِياطِ} والخَيْطُ الأسودُ الفجرُ المستطيلُ ويقال سوادُ الليل والخَيْطُ الأبيضُ الفجرُ المعترضُ قال أبو دُواد الإياديّ فلمَّا أضاءت لنا سُدْفَةٌ  ولاح من الصبح خَيْطٌ أَنارا  وخَيْطُ الرقبةِ نُخاعُها يقال جاحَشَ فلانٌ عن خَيطِ رقبته أي دافع عن دمه وخَيْطُ باطلٍ الذي يقال له لعاب الشمس  - صحاح -  ومخاط الشيطان وكان مروان بن الحكم يلقب بذلك لانه كان طويلا مضطربا قال الشاعر لحا الله قوما ملكوا خيط باطل  على الناس يعطى من يشاء ويمنع  والخِيطُ بالكسر القطيعُ من النعام وكذلك الخيطى مثال سكرى ونعامة خيطاء بينة الخَيَطِ وهو طُول عنقِها وقد خِطْتُ الثوبَ خِياطةً فهو مَخْيوطٌ ومخيط فمن قال مخيوط أخرجه على التمام ومن قال مخيط بناه على النقص لنقصان الياء في خطت والياء في مخيط هي واو مفعول انقلبت ياء لسكونها وانكسار ما قبلها وإنما حرك ما قبلها لسكونها وسكون الواو بعد سقوط الياء وإنما كسروا ليعلم أن الساقط ياء وناس يقولون إن الياء في مخيط هي الاصلية والذى حذف واو مفعول ليعرف الواوى من اليائى والقول هو الاول لان الواو مزيدة للبناء فلا ينبغى لها أن تحذف والاصلي أحق بالحذف لاجتماع الساكنين أو علة توجب أن يحذف حرف وكذلك القول في كل مفعول من ذوات الثلاثة إذا كان من بنات الياء فإنه يجئ بالنقصان والتمام فأما من بنات الواو فإنه لم يجئ على التمام إلا حرفان مسك مدووف وثوب مصوون فإن هذين جاءا نادرين وفى النحويين من يقيس على ذلك فيقول قول مقوول وفرس مقوود قياسا مطردا والخيطة في كلام هذيل الوتد قال أبو ذؤيب تَدَلَّى عليها بين سِبٍّ وخَيْطَةٍ  بجرداَء مثلِ الوَكْفِ يَكْبو غرابها  وقال أبو عمرو هو حبل لطيف يتخذ من السلب وخيط الشيب في رأسه مثلُ وَخَطَ قال الشاعر   آلَيْتُ لا أنسى  مَنيحَةَ واحدٍ  حتَّى تخيط بالبياض قرونى فصل الذال
ذأط,1, ذَأَطَهُ,3,vowel, *ذأط* ذَأَطَهُ مثل ذَأَتَهُ أي خنقَه أشدَّ الخنق حتَّى دلع لسانه
ذعط,24," الذعط ذَعَطَهُ يَذْعَطُهُ ذَعَطَتْه 'ذعط', الذعط ذَعَطَهُ يَذْعَطُهُ ذَعَطَتْه 'ذعط', الذعط ذَعَطَهُ يَذْعَطُهُ ذَعَطَتْه 'ذعط', الذعط ذَعَطَهُ يَذْعَطُهُ ذَعَطَتْه 'ذعط', الذعط ذَعَطَهُ يَذْعَطُهُ ذَعَطَتْه",3,no vowel," *ذعط* [[[[[الذعط]]]]] الذبح الوحى والعين غير معجمة وقد ذَعَطَهُ يَذْعَطُهُ يقال [[[[[ذَعَطَتْه]]]]] المنيةُ _________  هو بدر بن عامر الهذلى  في الاساس "" أقسمت "" وفى اللسان "" تالله لا أنسى "" قال الشاعر   إذا بلغوا مصرهم عوجلوا  من الموت بالهميع الذاعط  وكذلك الذعمطة بزيادة الميم"
ذفط,7," ذَفَطَ يذفطها ذفطا 'ذفط', ذَفَطَ يذفطها ذفطا",3,no vowel, *ذفط* أبو زيد ذَفَطَ الطائِرُ أنثاه [[يذفطها]] [[ذفطا]] سفدها فصل الراء
ربط,77," ربطت مَرْبَطٌ ومَرْبِطٌ مَرْبِطُ يَرْتَبِطُ الرَبيطُ يُرْتَبطُ والربيط والربيط والرِباطُ رُبُطٌ الرُبْطِ 'ربط', ربطت مَرْبَطٌ ومَرْبِطٌ مَرْبِطُ يَرْتَبِطُ الرَبيطُ يُرْتَبطُ والربيط والربيط والرِباطُ رُبُطٌ الرُبْطِ 'ربط', ربطت مَرْبَطٌ ومَرْبِطٌ مَرْبِطُ يَرْتَبِطُ الرَبيطُ يُرْتَبطُ والربيط والربيط والرِباطُ رُبُطٌ الرُبْطِ 'ربط', ربطت مَرْبَطٌ ومَرْبِطٌ مَرْبِطُ يَرْتَبِطُ الرَبيطُ يُرْتَبطُ والربيط والربيط والرِباطُ رُبُطٌ الرُبْطِ 'ربط', ربطت مَرْبَطٌ ومَرْبِطٌ مَرْبِطُ يَرْتَبِطُ الرَبيطُ يُرْتَبطُ والربيط والربيط والرِباطُ رُبُطٌ الرُبْطِ 'ربط', ربطت مَرْبَطٌ ومَرْبِطٌ مَرْبِطُ يَرْتَبِطُ الرَبيطُ يُرْتَبطُ والربيط والربيط والرِباطُ رُبُطٌ الرُبْطِ",3,no vowel, *ربط* [[[[[[ربطت]]]]]] الشئ أربطه وأربطه أيضاً عن الأخفش أي شددته والموضع مَرْبَطٌ ومَرْبِطٌ يقال ليس له مَرْبِطُ عنزٍ وفلان يَرْتَبِطُ كذا رأساً من الدواب ويقال نِعْمَ الرَبيطُ هذا لما يُرْتَبطُ من الخيل [[[[[[[[[[[[والربيط]]]]]]]]]]]] لقب الغوث بن مرة   [[[[[[[[[[[[والربيط]]]]]]]]]]]] البسر المودون والرِباطُ ما تُشَدُّ به القربةُ والدابةُ وغيرهما والجمعُ رُبُطٌ قال الأخطل تموت طَوْراً وتحيا في أًسِرَّتِها  كما تُقَلَّبُ في الرُبْطِ المراويد   _________  أسامة بن حبيب الهذلى  قوله الغوث بن مرة صوابه ابن مر أي ابن طابخة بن الياس اه‍ م ر  قبله مثل الدعاميص في الارحام عائرة  سد الخصاص عليها فهو مسدود وقطع الظبى رباطه أي حِبالَتَه ويقال جاء فلان وقد قرض رِباطَهُ إذا انصرف مجهوداً والرِباطُ المُرابَطَةُ وهو ملازمة ثَغْرِ العدوِّ والرِباطُ واحد الرِباطاتِ المبنية ورِباطُ الخيل مُرابَطَتها ويقال الرِباطُ من الخيل الخَمْسُ فما فَوْقَها قال الشاعر   وإنَّ الرِباطَ النُكْدَ من آلِ داحِسٍ  أَبَيْنَ فما يُفْلِحْنَ يومَ رِهانِ   ويقال لفلان رِباطٌ من الخيل كما تقول تِلادٌ وهو أصلُ خيله وفلانٌ رابِطُ الجأشِ ورَبيط الجأشِ أي شديدُ القَلْب كأنه يَرْبُطُ نفسَه عن الفِرار وقد خلَّف فلانٌ بالثغر جيشاً رابِطَةً وببلد كَذا رابطة من الخيل وحكى الشيباني ماء مترابط أي دائم لا ينزح
رطط,9," الرَطيطُ 'رطط', الرَطيطُ 'رطط', الرَطيطُ 'رطط', الرَطيطُ 'رطط', الرَطيطُ",3,no vowel," *رطط* الرَطيطُ الجلبةُ والصياحُ وقد أرطوا أي جلبوا _________  بشير بن أبى حمام العبسى  في اللسان "" دون رهان "" والرطيط الاحمق قال الشاعر أَرِطُّوا فقد أَقْلَقْتُمُ حَلَقاتِكُمْ  عَسى أن تَفوزوا أَنْ تكونوا رَطائِطا   يقول قد اضطرب أمرُكم من باب الجِدِّ والعقلِ فتحامقوا عسى أن تفوزوا"
رقط,7, الرُقْطَةُ ارْقَطَّ ارْقِطاطاً وارْقاطَّ ارْقيطاطاً الارقط والاريقط,3,no vowel, *رقط* الرُقْطَةُ سوادٌ يشُوبه نُقَطُ بياضٍ يقال دجاجةٌ رَقْطاءُ والأرْقَطُ من الغنم مثل الأبغَثِ وقد ارْقَطَّ ارْقِطاطاً وارْقاطَّ العَرْفَجُ ارْقيطاطاً إذا خرجَ ورقُه وذلك قبل أن يدبى وحميد بن ثور [الارقط] [والاريقط] أيضا
