Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
جرن,5, الْجَرِينُ جُرُنٌ وَالْجِرَانُ جِرَانَهُ جُرُنٌ,3,no vowel, *جرن*	 الْجَرِينُ الْبَيْدَرُ الَّذِي يُدَاسُ فِيهِ الطَّعَامُ وَالْمَوْضِعُ الَّذِي يُجَفَّفُ فِيهِ الثِّمَارُ أَيْضًا وَالْجَمْعُ جُرُنٌ مِثْلُ  بَرِيدٍ وَبُرُدٍ وَالْجِرَانُ مُقَدَّمُ عُنُقِ الْبَعِيرِ مِنْ مَذْبَحِهِ إلَى مَنْحَرِهِ فَإِذَا بَرَكَ الْبَعِيرُ وَمَدَّ عُنُقَهُ عَلَى الْأَرْضِ قِيلَ أَلْقَى جِرَانَهُ بِالْأَرْضِ وَالْجَمْعُ جُرُنٌ وَأَجْرِنَةٌ مِثْلُ  حِمَارٍ وَحُمُرٍ وَأَحْمِرَةٍ
جري,24, جَرَى جَرْيًا وَجَرَيَانًا جَارٍ وَجَرَى الْجَرْيُ جَرَى جِرْيَةً الْجَارِي وَجَرَيْتُ جَرْيًا جَرَى وَالْجَارِيَةُ لِجَرْيِهَا جَارِيَةٌ لِجَرْيِهَا جَارِيَةً الْجَوَارِي وَجَارَاهُ مُجَارَاةً جَرَى وَالْجِرْوُ الْجِرْوُ وَالْجِرْوَةُ,3,vowel, *جري*	 [[[[جَرَى]]]] الْفَرَسُ وَنَحْوُهُ [[جَرْيًا]] [وَجَرَيَانًا] فَهُوَ جَارٍ وَأَجْرَيْتُهُ أَنَا وَ[[[[جَرَى]]]] الْمَاءُ سَالَ خِلَافُ وَقَفَ وَسَكَنَ وَالْمَصْدَرُ الْجَرْيُ بِفَتْحِ الْجِيمِ قَالَ السَّرَقُسْطِيّ فَإِنْ أَدْخَلْتَ الْهَاءَ كَسَرْتَ الْجِيمِ وَقُلْتَ [[[[جَرَى]]]] الْمَاءُ جِرْيَةً وَالْمَاءُ [الْجَارِي] هُوَ الْمُتَدَافِعُ فِي انْحِدَارٍ أَوْ اسْتِوَاءٍ وَجَرَيْتُ إلَى كَذَا [[جَرْيًا]] وَجِرَاءً قَصَدْتُ وَأَسْرَعْتُ وَقَوْلُهُمْ [[[[جَرَى]]]] فِي الْخِلَافِ كَذَا يَجُوزُ حَمْلُهُ عَلَى هَذَا الْمَعْنَى فَإِنَّ الْوُصُولَ وَالتَّعَلُّقَ بِذَلِكَ الْمَحَلِّ قَصْدٌ عَلَى الْمَجَازِ وَ[الْجَارِي]َةُ السَّفِينَةُ سُمِّيَتْ بِذَلِكَ [[لِجَرْيِهَا]] فِي الْبَحْرِ وَمِنْهُ قِيلَ لِلْأَمَةِ جَارِيَةٌ عَلَى التَّشْبِيهِ [[لِجَرْيِهَا]] مُسْتَسْخَرَةً فِي أَشْغَالِ مَوَالِيهَا وَالْأَصْلُ فِيهَا الشَّابَّةُ لِخِفَّتِهَا ثُمَّ تَوَسَّعُوا حَتَّى سَمَّوْا كُلَّ أَمَةٍ جَارِيَةً وَإِنْ كَانَتْ عَجُوزًا لَا تَقْدِرُ عَلَى السَّعْيِ تَسْمِيَةً بِمَا كَانَتْ عَلَيْهِ وَالْجَمْعُ فِيهِمَا [الْجَوَارِي] وَجَارَاهُ مُجَارَاةً [[[[جَرَى]]]] مَعَهُ وَالْجِرْوُ بِالْكَسْرِ وَلَدُ الْكَلْبِ وَالسِّبَاعِ وَالْفَتْحُ وَالضَّمُّ لُغَةٌ قَالَ ابْنُ السِّكِّيتِ وَالْكَسْرُ أَفْصَحُ وَقَالَ فِي الْبَارِعِ الْجِرْوُ الصَّغِيرُ مِنْ كُلِّ شَيْءٍ وَالْجِرْوَةُ أَيْضًا الصَّغِيرَةُ مِنْ الْقِثَّاءِ شُبِّهَتْ بِصِغَارِ أَوْلَادِ الْكِلَابِ لِلِينِهَا وَنُعُومَتِهَا وَالْجَمْعُ جِرَاءٌ مِثْلُ  كِتَابٍ وَأَجْرٌ مِثْلُ  أَفْلُسٍ وَاجْتَرَأَ عَلَى الْقَوْلِ بِالْهَمْزِ أَسْرَعَ بِالْهُجُومِ عَلَيْهِ مِنْ غَيْرِ تَوَقُّفٍ وَالِاسْمُ الْجُرْأَةُ وِزَانُ غُرْفَةٍ وَجَرَّأْتُهُ عَلَيْهِ بِالتَّشْدِيدِ فَتَجَرَّأَ هُوَ وَرَجُلٌ جَرِيءٌ بِالْهَمْزِ أَيْضًا عَلَى فَعِيلٍ اسْمُ فَاعِلٍ مِنْ جَرُؤَ جَرَاءَةً مِثْلُ  ضَخُمَ ضَخَامَةً
جزر,20, الْجَزَرُ وَالْجَزُورُ جُزُرٌ جُزُرَاتٍ الْجَزُورِ الْجَزُورُ الْجَزُورُ وَجَزَرْتُ الْجَزُورَ جَزَّارٌ الْجِزَارَةُ وَالْمَجْزَرُ الْجَزْرِ مَجْزَرَةٌ وَجَزَرَ جَزْرًا الْجَزِيرَةُ جَزِيرَةُ جَزِيرَةَ جَزِيرَةُ,3,no vowel, *جزر*	 الْجَزَرُ الْمَأْكُولُ بِفَتْحِ الْجِيمِ وَكَسْرُهَا لُغَةٌ الْوَاحِدَةُ بِالْهَاءِ وَالْجَمْعُ بِحَذْفِ الْهَاءِ وَالْجَزُورُ مِنْ الْإِبِلِ خَاصَّةً يَقَعُ عَلَى الذَّكَرِ وَالْأُنْثَى وَالْجَمْعُ جُزُرٌ مِثْلُ  رَسُولٍ وَرُسُلٍ وَيُجْمَعُ أَيْضًا عَلَى جُزُرَاتٍ ثُمَّ عَلَى جَزَائِرَ وَلَفْظُ الْجَزُورِ أُنْثَى يُقَالُ رَعَتْ الْجَزُورُ قَالَهُ ابْنُ الْأَنْبَارِيِّ وَزَادَ الصَّغَانِيّ وَقِيلَ الْجَزُورُ النَّاقَةُ الَّتِي تُنْحَرُ وَجَزَرْتُ الْجَزُورَ وَغَيْرَهَا مِنْ بَابِ قَتَلَ نَحَرْتُهَا وَالْفَاعِلُ جَزَّارٌ وَالْحِرْفَةُ الْجِزَارَةُ بِالْكَسْرِ وَالْمَجْزَرُ مَوْضِعُ الْجَزْرِ مِثْلُ  جَعْفَرٍ وَرُبَّمَا دَخَلَتْهُ الْهَاءُ فَقِيلَ مَجْزَرَةٌ وَجَزَرَ الْمَاءُ [جَزْرًا] مِنْ بَابَيْ ضَرَبَ وَقَتَلَ انْحَسَرَ وَهُوَ رُجُوعُهُ إلَى خَلْفٍ وَمِنْهُ الْجَزِيرَةُ سُمِّيَتْ بِذَلِكَ لِانْحِسَارِ الْمَاءِ عَنْهَا وَأَمَّا جَزِيرَةُ الْعَرَبِ فَقَالَ الْأَصْمَعِيُّ هِيَ مَا بَيْنَ عَدَنِ أَبْيَنَ إلَى أَطْرَافِ الشَّامِ طُولًا وَأَمَّا الْعَرْضُ فَمِنْ جُدَّةَ وَمَا وَالَاهَا مِنْ شَاطِئِ الْبَحْرِ إلَى رِيفِ الْعِرَاقِ وَقَالَ أَبُو عُبَيْدَةَ هِيَ مَا بَيْنَ حَفَرِ أَبِي مُوسَى إلَى أَقْصَى تِهَامَةَ طُولًا أَمَّا الْعَرْضُ فَمَا بَيْنَ يَبْرِينَ إلَى مُنْقَطَعِ السَّمَاوَةِ وَالْعَالِيَةُ مَا فَوْقَ نَجْدٍ إلَى أَرْضِ تِهَامَةَ إلَى مَا وَرَاءَ مَكَّةَ وَمَا كَانَ دُونَ ذَلِكَ إلَى أَرْضِ الْعِرَاقِ فَهُوَ نَجْدٌ وَنَقَلَ الْبَكْرِيُّ أَنَّ جَزِيرَةَ الْعَرَبِ مَكَّةُ وَالْمَدِينَةُ وَالْيَمَنُ وَالْيَمَامَةُ وَقَالَ بَعْضُهُمْ جَزِيرَةُ الْعَرَبِ خَمْسَةُ أَقْسَامٍ تِهَامَةَ وَنَجْدٍ وَحِجَازٍ وَعَرُوضٍ وَيَمَنٍ فَأَمَّا تِهَامَةُ فَهِيَ النَّاحِيَةُ الْجَنُوبِيَّةُ مِنْ الْحِجَازِ وَأَمَّا نَجْدٌ فَهِيَ النَّاحِيَةُ الَّتِي بَيْنَ الْحِجَازِ وَالْعِرَاقِ وَأَمَّا الْحِجَازُ فَهُوَ جَبَلٌ يُقْبِلُ مِنْ الْيَمَنِ حَتَّى يَتَّصِلَ بِالشَّامِ وَفِيهِ الْمَدِينَةُ وَعُمَانُ وَسُمِّيَ حِجَازًا لِأَنَّهُ حَجَزَ بَيْنَ نَجْدٍ وَتِهَامَةَ وَأَمَّا الْعَرُوضُ فَهُوَ الْيَمَامَةُ إلَى الْبَحْرَيْنِ وَأَمَّا الْيَمَنُ فَهُوَ أَعْلَى مِنْ تِهَامَةَ هَذَا قَرِيبٌ مِنْ قَوْلِ الْأَصْمَعِيِّ
جزز,14, جَزَزْتُ جَزًّا الْجَزَازِ وَالْجِزَازِ الْجَزُّ وَاسْتَجَزَّ جِزَازُهُ مُسْتَجِزٌّ جَزَازُهُ وَجَزَّ جَزًّا جَزَزْتُهُ تَجْزِيزًا الْمُجَزِّزُ,3,no vowel, *جزز*	 جَزَزْتُ الصُّوفَ [[جَزًّا]] مِنْ بَابِ قَتَلَ قَطَعْتُهُ وَهَذَا زَمَنُ الْجَزَازِ وَالْجِزَازِ وَقَالَ بَعْضُهُمْ الْجَزُّ الْقَطْعُ فِي الصُّوفِ وَغَيْرِهِ وَاسْتَجَزَّ الصُّوفُ حَانَ جِزَازُهُ فَهُوَ مُسْتَجِزٌّ بِالْكَسْرِ اسْمُ فَاعِلٍ قَالَ أَبُو زَيْدٍ وَأَجَزَّ الْبُرُّ وَالشَّعِيرُ بِالْأَلِفِ حَانَ جَزَازُهُ أَيْ حَصَادُهُ وَجَزَّ التَّمْرُ [[جَزًّا]] مِنْ بَابِ ضَرَبَ يَبِسَ وَيُعَدَّى بِالتَّضْعِيفِ فَيُقَالُ [جَزَزْتُ]هُ [تَجْزِيزًا] وَبِاسْمِ الْفَاعِلِ سُمِّيَ الْمُجَزِّزُ الْمُدْلِجِيُّ الْقَائِفُ
جزع,10, جَزَعْتُ جَزْعًا وَالْجِزْعُ جِزْعًا وَالْجَزْعُ جَزْعَةٌ وَجَزَعَ جَزَعًا جَزِعٌ وَجَزُوعٌ,3,no vowel, *جزع*	 جَزَعْتُ الْوَادِيَ [جَزْعًا] مِنْ بَابِ نَفَعَ قَطَعْتُهُ إلَى الْجَانِبِ الْآخَرِ وَالْجِزْعُ بِالْكَسْرِ مُنْعَطَفُ الْوَادِي وَقِيلَ جَانِبُهُ وَقِيلَ لَا يُسَمَّى [جِزْعًا] حَتَّى يَكُونَ لَهُ سَعَةٌ تُنْبِتُ الشَّجَرَ وَغَيْرَهُ وَالْجَمْعُ أَجْزَاعٌ مِثْلُ  حِمْلٍ وَأَحْمَالٍ وَالْجَزْعُ بِالْفَتْحِ خَرَزٌ فِيهِ بَيَاضٌ وَسَوَادٌ الْوَاحِدَةُ جَزْعَةٌ مِثْلُ  تَمْرٍ وَتَمْرَةٍ وَجَزَعَ [جَزَعًا] مِنْ بَابِ تَعِبَ فَهُوَ جَزِعٌ وَجَزُوعٌ مُبَالَغَةٌ إذَا ضَعَفَتْ مُنَّتُهُ عَنْ حَمْلِ مَا نَزَلَ بِهِ وَلَمْ يَجِدْ صَبْرًا وَأَجْزَعَهُ غَيْرُهُ
جزف,10, الْجُزَافُ جَازَفَ مُجَازَفَةً وَالْجُزَافُ جَزَفَ جَزْفًا الْجِزَافُ وَالْمُجَازَفَةُ الْجَزْفُ جَازَفَ,3,no vowel, *جزف*	 الْجُزَافُ بَيْعُ الشَّيْءِ لَا يُعْلَمُ كَيْلُهُ وَلَا وَزْنُهُ وَهُوَ اسْمٌ مِنْ جَازَفَ مُ[جَازَفَ]ةً مِنْ بَابِ قَاتَلَ وَالْجُزَافُ بِالضَّمِّ خَارِجٌ عَنْ الْقِيَاسِ وَهُوَ فَارِسِيٌّ تَعْرِيبُ كُزَافٍ وَمِنْ هُنَا قِيلَ أَصْلُ الْكَلِمَةِ دَخِيلٌ فِي الْعَرَبِيَّةِ قَالَ ابْنُ الْقَطَّاعِ جَزَفَ فِي الْكَيْلِ [جَزْفًا] أَكْثَرَ مِنْهُ وَمِنْهُ الْجِزَافُ وَالْمُ[جَازَفَ]ةُ فِي الْبَيْعِ وَهُوَ الْمُسَاهَلَةُ وَالْكَلِمَةُ دَخِيلَةٌ فِي الْعَرَبِيَّةِ وَيُؤَيِّدهُ قَوْلُ ابْنِ فَارِسٍ الْجَزْفُ الْأَخْذُ بِكَثْرَةٍ كَلِمَةٌ فَارِسِيَّةٌ وَيُقَالُ لِمَنْ يُرْسِلُ كَلَامَهُ إرْسَالًا مِنْ غَيْرِ قَانُونٍ جَازَفَ فِي كَلَامِهِ فَأُقِيمَ نَهْجُ الصَّوَابِ مُقَامَ الْكَيْلِ وَالْوَزْنِ
جزق,0,,3,no vowel, *جزق*	 صجوزق فَوْعَلٌ اسْتَعْمَلَهُ الْفُقَهَاءُ فِي كِمَامِ الْقُطْنِ وَهُوَ مُعَرَّبٌ قَالَهُ الْأَزْهَرِيُّ لِأَنَّ الْجِيمَ وَالْقَافَ لَا يَجْتَمِعَانِ فِي كَلِمَةٍ عَرَبِيَّةٍ
جزل,4, جَزُلَ جَزَالَةً جَزْلٌ جَزْلُ,3,no vowel, *جزل*	 جَزُلَ الْحَطَبُ بِالضَّمِّ جَزَالَةً إذَا عَظُمَ وَغَلُظَ فَهُوَ جَزْلٌ ثُمَّ اُسْتُعِيرَ فِي الْعَطَاءِ فَقِيلَ أَجْزَلَ لَهُ فِي الْعَطَاءِ إذَا أَوْسَعَهُ وَفُلَانٌ جَزْلُ الرَّأْيِ
جزم,6, جَزَمْتُ جَزْمًا وَجَزَمْتُ جَزْمًا جَزْمٌ وَجَزَمْتُ,3,no vowel, *جزم*	 جَزَمْتُ الشَّيْءَ [[جَزْمًا]] مِنْ بَابِ ضَرَبَ قَطَعْتُهُ وَجَزَمْتُ الْحَرْفَ فِي الْإِعْرَابِ قَطَعْتُهُ عَنْ الْحَرَكَةِ وَأَسْكَنْتُهُ وَأَفْعَلُ ذَلِكَ [[جَزْمًا]] أَيْ حَتْمًا لَا رُخْصَةً فِيهِ وَهُوَ كَمَا يُقَالُ قَوْلًا وَاحِدًا وَحُكْمٌ جَزْمٌ وَقَضَاءٌ حَتْمٌ أَيْ لَا يُنْقَضُ وَلَا يُرَدُّ وَجَزَمْتُ النَّخْلَ صَرَمْتُهُ
جزي,13, جَزَى يَجْزِي تَجْزِي جَزَاهُ جَزَى وَجَازَيْتُهُ وَجَزَيْتُ تَجْزِي تَجْزِيَ جَزَى جَازَ وَالْجِزْيَةُ جِزًى,3,vowel, *جزي*	 [[[جَزَى]]] الْأَمْرُ [يَجْزِي] جَزَاءً مِثْلُ  قَضَى يَقْضِي قَضَاءً وَزْنًا وَمَعْنًى وَفِي التَّنْزِيلِ { يَوْمًا لَا [[تَجْزِي]] نَفْسٌ عَنْ نَفْسٍ شَيْئًا } وَفِي الدُّعَاءِ جَزَاهُ اللَّهُ خَيْرًا أَيْ قَضَاه لَهُ وَأَثَابَهُ عَلَيْهِ وَقَدْ يُسْتَعْمَلُ أَجْزَأَ بِالْأَلِفِ وَالْهَمْزِ بِمَعْنَى [[[جَزَى]]] وَنَقَلَهُمَا الْأَخْفَشُ بِمَعْنًى وَاحِدٍ فَقَالَ الثُّلَاثِيُّ مِنْ غَيْرِ هَمْزٍ لُغَةُ الْحِجَازِ وَالرُّبَاعِيُّ الْمَهْمُوزُ لُغَةُ تَمِيمٍ وَ[جَازَ]يْتُهُ بِذَنْبِهِ عَاقَبْتُهُ عَلَيْهِ وَجَزَيْتُ الدَّيْنَ قَضَيْتُهُ وَمِنْهُ قَوْلُهُ عَلَيْهِ السَّلَامُ لِأَبِي بُرْدَةَ بْنِ نِيَارٍ لَمَّا أَمَرَهُ أَنْ يُضَحِّيَ بِجَذَعَةٍ مِنْ الْمَعْزِ { [[تَجْزِي]] عَنْكَ وَلَنْ [[تَجْزِي]]َ عَنْ أَحَدٍ بَعْدَكَ } قَالَ الْأَصْمَعِيُّ أَيْ وَلَنْ تَقْضِيَ وَأَجْزَأَتْ الشَّاةُ بِالْهَمْزِ بِمَعْنَى قَضَتْ لُغَةٌ حَكَاهَا ابْنُ الْقَطَّاعِ وَأَمَّا أَجْزَأَ بِالْأَلِفِ وَالْهَمْزِ فَبِمَعْنَى أَغْنَى قَالَ الْأَزْهَرِيُّ وَالْفُقَهَاءُ يَقُولُونَ فِيهِ أَجْزَى مِنْ غَيْرِ هَمْزٍ وَلَمْ أَجِدْهُ لِأَحَدٍ مِنْ أَئِمَّةِ اللُّغَةِ وَلَكِنْ إنْ هُمِزَ أَجْزَأَ فَهُوَ بِمَعْنَى كَفَى هَذَا لَفْظُهُ وَفِيهِ نَظَرٌ لِأَنَّهُ إنْ أَرَادَ امْتِنَاعَ التَّسْهِيلِ فَقَدْ تَوَقَّفَ فِي غَيْرِ مَوْضِعِ التَّوَقُّفِ فَإِنَّ تَسْهِيلَ هَمْزَةِ الطَّرَفِ فِي الْفِعْلِ الْمَزِيدِ وَتَسْهِيلَ الْهَمْزَةِ السَّاكِنَةِ قِيَاسِيٌّ فَيُقَالُ أَرْجَأْتُ الْأَمْرَ وَأَرْجَيْتُهُ وَأَنْسَأْتُ وَأَنْسَيْتُ وَأَخْطَأْتُ وَأَخْطَيْتُ وَأَشْطَأَ الزَّرْعُ إذَا أَخْرَجَ شَطْأَهُ وَهُوَ أَوْلَادُهُ وَأَشْطَى وَتَوَضَّأْتُ وَتَوَضَّيْتُ وَأَجْزَأْتُ السِّكِّينَ إذَا جَعَلْتُ لَهُ نِصَابًا وَأَجْزَيْتُهُ وَهُوَ كَثِيرٌ فَالْفُقَهَاءُ جَرَى عَلَى أَلْسِنَتِهِمْ التَّخْفِيفُ وَإِنْ أَرَادَ الِامْتِنَاعَ مِنْ وُقُوعِ أَجْزَأَ مَوْقِعَ [[[جَزَى]]] فَقَدْ نَقَلَهُمَا الْأَخْفَشُ لُغَتَيْنِ كَيْفَ وَقَدْ نَصَّ النُّحَاةُ عَلَى أَنَّ الْفِعْلَيْنِ إذَا تَقَارَبَ مَعْنَاهُمَا جَازَ وَضْعُ أَحَدِهِمَا مَوْضِعَ الْآخَرِ وَفِي هَذَا مَقْنَعٌ لَوْ لَمْ يُوجَدْ نَقْلٌ وَأَجْزَأَ الشَّيْءُ مَجْزَأَ غَيْرِهِ كَفَى وَأَغْنَى عَنْهُ وَاجْتَزَأْتُ بِالشَّيْءِ اكْتَفَيْت وَالْجُزْءُ مِنْ الشَّيْءِ الطَّائِفَةُ مِنْهُ وَالْجَمْعُ أَجْزَاءٌ مِثْلُ  قُفْلٍ وَأَقْفَالٍ وَجَزَّأْتُهُ تَجْزِيئًا وَتَجْزِئَةً جَعَلْتُهُ أَجْزَاءً مُتَمَيِّزَةً فَتَجَزَّأَ تَجَزُّؤًا وَجَزَأْتُهُ مِنْ بَابِ نَفَعَ لُغَةٌ وَالْجِزْيَةُ مَا يُؤْخَذُ مِنْ أَهْلِ الذِّمَّةِ وَالْجَمْعُ [جِزًى] مِثْلُ  سِدْرَةٍ وَسِدَرٍ
جسد,10, الْجَسَدُ جَسَدٌ الْجَسَدُ جَسَدٌ جَسَدٌ وَجَاسِدٌ جَسَدًا وَالْجِسَادُ مُجْسَدٌ بِالْجِسَادِ,3,no vowel, *جسد*	 الْجَسَدُ جَمْعُهُ أَجْسَادٌ وَلَا يُقَالُ لِشَيْءٍ مِنْ خَلْقِ الْأَرْضِ جَسَدٌ وَقَالَ فِي الْبَارِعِ لَا يُقَالُ الْجَسَدُ إلَّا لِلْحَيَوَانِ الْعَاقِلِ وَهُوَ الْإِنْسَانُ وَالْمَلَائِكَةُ وَالْجِنُّ وَلَا يُقَالُ لِغَيْرِهِ جَسَدٌ إلَّا لِلزَّعْفَرَانِ وَلِلدَّمِ إذَا يَبِسَ أَيْضًا جَسَدٌ وَجَاسِدٌ وقَوْله تَعَالَى { فَأَخْرَجَ لَهُمْ عِجْلًا [جَسَدًا] } أَيْ ذَا جُثَّةٍ عَلَى التَّشْبِيهِ بِالْعَاقِلِ وَبِالْجِسْمِ وَالْجِسَادُ بِالْكَسْرِ الزَّعْفَرَانُ وَنَحْوُهُ مِنْ الصِّبْغِ الْأَحْمَرِ وَالْأَصْفَرِ وَأَجْسَدْتُ الثَّوْبَ مِنْ بَابِ أَكْرَمْتُ صَبَغْتُهُ بِالزَّعْفَرَانِ أَوْ الْعُصْفُرِ وَقَالَ ابْنُ فَارِسٍ ثَوْبٌ مُجْسَدٌ صُبِغَ بِالْجِسَادِ وَقَدْ تُكْسَرُ الْمِيمُ
جسر,9, الْجِسْرُ جُسُورٌ وَجَسَرَ جُسُورًا وَجَسَارَةً جَسُورٌ جَسُورٌ جَسُورَةٌ جَسُورَةٌ,3,no vowel, *جسر*	 الْجِسْرُ مَا يُعْبَرُ عَلَيْهِ مَبْنِيًّا كَانَ أَوْ غَيْرَ مَبْنِيٍّ بِفَتْحِ الْجِيمِ وَكَسْرِهَا وَالْجَمْعُ جُسُورٌ وَجَسَرَ عَلَى عَدُوِّهِ [جُسُورًا] مِنْ بَابِ قَعَدَ وَجَسَارَةً أَيْضًا فَهُوَ جَسُورٌ وَامْرَأَةٌ جَسُورٌ أَيْضًا وَقَدْ قِيلَ جَسُورَةٌ وَنَاقَةٌ جَسُورَةٌ مُقْدِمَةٌ عَلَى سُلُوكِ الْأَوْعَارِ وَقَطْعِهَا وَلَا يُوصَفُ الذَّكَرُ بِذَلِكَ
جسس,10, جَسَّهُ جَسًّا وَاجْتَسَّهُ وَجَسَّ وَتَجَسَّسَهَا الْجَاسُوسُ مَجَاسُّهَا مِجَسَّةٌ وَالْجَاسَّةُ الْجَوَاسُّ,3,no vowel, *جسس*	 جَسَّهُ بِيَدِهِ [جَسًّا] مِنْ بَابِ قَتَلَ وَاجْتَسَّهُ لِيَتَعَرَّفَهُ وَجَسَّ الْأَخْبَارَ [وَتَجَسَّسَهَا] تَتَبَّعَهَا وَمِنْهُ الْجَاسُوسُ لِأَنَّهُ يَتَتَبَّعُ الْأَخْبَارَ وَيَفْحَصُ عَنْ بَوَاطِنِ الْأُمُورِ ثُمَّ اُسْتُعِيرَ لِنَظَرِ الْعَيْنِ وَقِيلَ فِي الْإِبِلِ أَفْوَاهُهَا [مَجَاسُّهَا] لِأَنَّ الْإِبِلَ إذَا أَحْسَنَتْ الْأَكْلَ اكْتَفَى النَّاظِرُ إلَيْهَا بِذَلِكَ فِي مَعْرِفَةِ سِمَنِهَا وَقِيلَ لِلْمَوْضِعِ الَّذِي يَمَسُّهُ الطَّبِيبُ مِجَسَّةٌ وَالْجَاسَّةُ لُغَةٌ فِي الْحَاسَّةِ وَالْجَمْعُ الْجَوَاسُّ
جسم,12, جَسُمَ جَسَامَةً وَجَسِمَ جَسَمًا جَسِيمٌ جِسَامٌ وَالْجِسْمُ الْجِسْمُ الْجِسْمُ الْجَسِيمِ الْجِسْمُ وَالْجُسْمَانُ,3,no vowel, *جسم*	 جَسُمَ الشَّيْءُ جَسَامَةً وِزَانُ ضَخُمَ ضَخَامَةً وَجَسِمَ [جَسَمًا] مِنْ بَابِ تَعِبَ عَظُمَ فَهُوَ جَسِيمٌ وَجَمْعُهُ جِسَامٌ وَالْجِسْمُ قَالَ ابْنُ دُرَيْدٍ هُوَ كُلُّ شَخْصٍ مُدْرِكٍ وَقَالَ أَبُو زَيْدٍ الْجِسْمُ الْجَسَدَ وَفِي التَّهْذِيبِ مَا يُوَافِقُهُ قَالَ الْجِسْمُ مَجْمَعُ الْبَدَنِ وَأَعْضَاؤُهُ مِنْ النَّاسِ وَالْإِبِلِ وَالدَّوَابِّ وَنَحْوِ ذَلِكَ مِمَّا عَظُمَ مِنْ الْخَلْقِ الْجَسِيمِ وَعَلَى قَوْلِ ابْنِ دُرَيْدٍ يَكُونُ الْجِسْمُ حَيَوَانًا وَجَمَادًا وَنَبَاتًا وَلَا يَصِحُّ ذَلِكَ عَلَى قَوْلِ أَبِي زَيْدٍ وَالْجُسْمَانُ بِالضَّمِّ الْجُثْمَانُ
جسو,5, الْجَيْسُوَانُ الْجَيْسُوَانَةُ الْجَيْسُوَانَةَ جَسَا يَجْسُو,3,vowel, *جسو*	 الْجَيْسُوَانُ فَيْعُلَانٌ بِضَمِّ الْعَيْنِ قَالَ أَبُو حَاتِمٍ فِي كِتَابِ النَّخْلَةِ الْجَيْسُوَانَةُ نَخْلَةٌ عَظِيمَةُ الْجِذْعِ تُؤْكَلُ بُسْرَتُهَا خَضْرَاءَ وَحَمْرَاءَ فَإِذَا أَرْطَبَتْ فَسَدَتْ وَأَصْلُهَا مِنْ فَارِسَ وَيُقَالُ أَنَّ الْجَيْسُوَانَةَ نَخْلَةُ مَرْيَمَ عَلَيْهَا السَّلَامُ وَيُقَالُ [جَسَا] الشَّيْءُ [يَجْسُو] إذَا يَبِسَ وَصَلُبَ
جشم,7, جَشِمْتُ جَشْمًا وَجَشَامَةً جَاشِمٌ وَجَشُومٌ وَجَشَّمْتُهُ فَتَجَشَّمَ,3,no vowel, *جشم*	 جَشِمْتُ الْأَمْرَ مِنْ بَابِ تَعِبَ [جَشْمًا] سَاكِنَ الشِّينِ وَجَشَامَةً تَكَلَّفْتُهُ عَلَى مَشَقَّةٍ فَأَنَا جَاشِمٌ وَجَشُومٌ مُبَالَغَةٌ وَيَتَعَدَّى بِالْهَمْزَةِ وَالتَّضْعِيفِ فَيُقَالُ أَجْشَمْتُهُ الْأَمْرَ وَجَشَّمْتُهُ فَتَجَشَّمَ
جشء,3, تَجَشَّأَ تَجَشُّؤًا الْجُشَاءُ,3,vowel, *جشء*	 تَجَشَّأَ الْإِنْسَانُ [تَجَشُّؤًا] وَالِاسْمُ الْجُشَاءُ وِزَانُ غُرَابٍ وَهُوَ صَوْتٌ مَعَ رِيحٍ يَحْصُلُ مِنْ الْفَمِ عِنْدَ حُصُولِ الشِّبَعِ
جصص,4, الْجِصُّ وَجَصَّصْتُ بِالْجِصِّ الْجَصُّ,3,no vowel, *جصص*	 الْجِصُّ بِكَسْرِ الْجِيمِ مَعْرُوفٌ وَهُوَ مُعَرَّبٌ لِأَنَّ الْجِيمَ وَالصَّادَ لَا يَجْتَمِعَانِ فِي كَلِمَةٍ عَرَبِيَّةٍ وَلِهَذَا قِيلَ الْإِجَّاصُ مُعَرَّبٌ وَجَصَّصْتُ الدَّارَ عَمِلْتُهَا بِالْجِصِّ قَالَ فِي الْبَارِعِ قَالَ أَبُو حَاتِمٍ وَالْعَامَّةُ تَقُولُ الْجَصُّ بِالْفَتْحِ وَالصَّوَابُ الْكَسْرُ وَهُوَ كَلَامُ الْعَرَبِ وَقَالَ ابْنُ السِّكِّيتِ نَحْوَهُ
جعب,3, الْجَعْبَةُ جِعَابٌ وَجَعَبَاتٌ,3,no vowel, *جعب*	 الْجَعْبَةُ لِلنُّشَّابِ وَالْجَمْعُ جِعَابٌ مِثْلُ  كَلْبَةٍ وَكِلَابٍ وَجَعَبَاتٌ أَيْضًا مِثْلُ  سَجَدَاتٍ
