Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
أثر,29, أثر وآثاره آثارها أثره وإثره إثر تأثر أثراً الأثر الآثار أثير أثر مأثور يأثره المأثور أثر أثر وإثره مآثر يأثرونها أثارةٍ أثارة أثر أثارة يأثرونها أثرت آثر أثرت وآثرت أثيري أوثره أثرة أثرة واستأثر واستأثر استأثر أثرة يستأثر آثراً وآثر أثير آثر أثير,3,vowel," فيه [[[[[أثر]]]]] السيف [وآثاره] قال أداعيك ما مستصحبات على السري  حسان وما [آثارها] بحسان وجاء على [أثره] [[وإثره]] وكان هذا [إثر] ذاك أي بعده وما [تأثر] إلي أثراً إذا لم يصطنعك بشيء ووجدت ذلك في [الأثر] أي السنة وفلان من حملة [الآثار] وفرس [[[أثير]]] عظيم [[[[أثر]]]] الحافر وحديث [مأثور] [يأثره] أي يرويه قرن عن قرن ومنه السيف [المأثور] للقديم المتوارث كابراً عن كابر وقيل الذي له [[[[أثر]]]] أي فرند يقال ما أحسن [[[[أثر]]]] هذا السيف [[وإثره]] ولهم [مآثر] أي مساع [[يأثرونها]] عن آبائهم وسمنت الناقة على [[أثارة]]ٍ من شحم وهي البقية منه وعن ابن الأعرابي أغضبني فلان على [[أثارة]] غضب أي على [[[[أثر]]]] غضب كان قبل ذلك وهم على [[أثارة]] من علم أي بقية منه [[يأثرونها]] عن الأولين وتقول إذا [[أثرت]] فأعلم [[آثر]] وإن عثرت فأسلم عاثر وعن النضر [[أثرت]] أن أفعل كذا بوزن علمت [وآثرت] أن أقول الحق وهو [أثيري] أي الذي [أوثره] وأقدمه وله عندي [[[أثرة]]] وهو ذو [[[أثرة]]] عند الأمير [[واستأثر]] عليك بكذا [[واستأثر]] الله تعالى بفلان إذا مات مرجواً له الرحمة وإذا [استأثر] الله بشيء فآله عنه وفي الحديث "" سترون بعدي [[[أثرة]]] "" أي [يستأثر] أمراء الجور بالفيء وافعل هذا آثراً ما [وآثر] ذي [[[أثير]]] أي أولاً قال الحارث بن مرارة الحنظلي رأتني قد بللت برأس طرف  طويل الشخص [آثر] ذي [أثير]"
أثف,10, الأثفية أثفت وتأثفت تأثفوه تأثفك وتأثفنا وتأثف أثفية بأثافي الأثافي أثفية,3,vowel, [الأثفية] ذات وجهين تكون فعلوة وأفعولة تقول [أثفت] القدر وثفيتها [وتأثفت] القدر ومن المجاز [تأثفوه] اجتمعوا حوله قال النابغة يخاطب النعمان لا تقذفني بركن لا كفاء له  وإن [تأثفك] الأعداء بالرفد [وتأثفنا] بالمكان ألفناه فلم نبرحه [وتأثف] القوم على الأمر تألبوا عليه وهم عليه [[أثفية]] واحدة وفلان مرجوم [بأثافي] الشر ورماه بثالثة [الأثافي] وبقيت منهم [[أثفية]] خشناء أي جماعة كثيفة ورجل مثفى ماتت له ثلاث أزواج وامرأة مثفاة وأنشد اليزيدي نكحت مثفاة شهيراً جمالها  وأعلم أن الموت لا بد واقع وكنت مثفى ليت شعري من الذي  هو اليوم مفجوع ومن هو فاجع ويقال لا تثف قدرك لهذا الأمر أي لا تنتدب له ولا تثفّي لهذا الأمر قدري أي لا أندب لمثله وثفيت قدرة لكذا إذا جعلته عدة له وأنشد أبو زيد أأعقل قتلي العيص عيص شواحط  وذلك أمرٌ لا تثفّى له قدري
أثل,12, الأثلة أثلته أثلته أثلتنا أثلة أثلت وتأثلته مؤثل وأثيل أثل أثالة بالأثال أثال أثال,3,vowel, [الأثلة] السمرة وقيل شجرة من العضاه طويلة مستقيمة الخشبة تعمل منها القصاع والأقداح فوقعت مجازاً في قولهم تحت [[أثلته]] إذا تنقصه وفلان لا تنحت [[أثلته]] قال الأعشى ألست منتهياً عن نحت [أثلتنا]  ولست ضائرها ما أطت الإبل ولفلان [أثلة] مال أي أصل مال ثم قالوا [أثلت] مالاً [وتأثلته] وشرف [مؤثل] [وأثيل] وقد [أثل] [أثالة] حتى سمي المجد [بالأثال] بالفتح تقول له [[أثال]] كأنه [[أثال]] أي مجد كأنه الجبل
أثم,4, يتأثم الأثام الإثم أثامها,3,vowel, تقول فلان من الحياء يتلثم ومن اللمم [يتأثم] أي يتحرج وتقول كانوا يفزعون من الأنام أشد ما يفزعون من [الأثام] وهو وبال [الإثم] قاللقد فعلت هذي النوى بي فعلة  أصاب النوى قبل الممات [أثامها]
أجج,8, أجج فتأججت وأجت أجيج أجة أجاج أجاج يؤج أج أجة أجة,3,vowel, [أجج] النار [فتأججت] [وأجت] وللنار [أجيج] واشتدت [[[أجة]]] المصيف وتقول هجير [[أجاج]] للشمس فيه مجاج وهو لعاب الشمس وماء [[أجاج]] يحرق بملوحته ومن المجاز مرّ [يؤج] في سيره إذا كان له حفيف كحفيف اللهب وقد [أج] [[أجة]] الظليم وسمعت [[أجة]] القوم حفيف مشيهم واضطرابهم
أجد,6, أجدني وأوجدني أجد ومؤجدة مؤجد لمؤجد مؤجد,3,vowel, الحمد لله الذي [أجدني] بعد ضعف [وأوجدني] بعد فقر أي قواني من قولهم ناقة [أجد] [ومؤجدة] القرا وبناء وعقد [[مؤجد]] وإنه [لمؤجد] الأنياب والأظافر وثوب [[مؤجد]] النسج
أجر,16, أجرك مأجور تأجرني أجري أجورهن وأجر أجراً وآجرني فاستأجرتها مؤجر مؤاجر آجر آجر الأجير مؤاجرة الأجرة الآجرة,3,vowel," [أجرك] الله على ما فعلت وأنت [مأجور] عليه ومنه قوله تعالى "" على أن [تأجرني] ثماني حجج "" أي تجعلها [أجري] على التزويج يريد المهر من قوله تعالى "" وآتوهن [أجورهن] "" كأنه قال على أن تمهرني عمل هذه المدة [وأجر] فلان ولده إذا ماتوا فكانوا له أجراً [وآجرني] فلان داره [فاستأجرتها] وهو [مؤجر] ولا تقل [مؤاجر] فإنه خطأ وقبيح وليس [[آجر]] هذا فاعل ولكن أفعل وإنما الذي هو فاعل قولك [[آجر]] [الأجير] [مؤاجرة] كقولك شاهره وعاومه وكما يقال عامله وعاقده وتقول طلب [الأجرة] فأعطاه [الآجرة]"
أجل,7, أجلاً الأجل الآجل أجلن الآجال بالآجال وتأجلت,3,vowel, ضربت له أجلاً وتقول ابن آدم قصير [الأجل] طويل الأمل؛ يؤثر العاجل ويذر [الآجل] وتقول [أجلن] عيون [الآجال] فأصبن النفوس [بالآجال] [وتأجلت] الصوار اجتمعت
أجم,2, الآجام أجمه,3,vowel, الموت لا تنجو منه الأسد في [الآجام] والملوك في الآطام وداوم على طعام واحد حتى [أجمه] أي كرهه
أجن,1, الأجون,3,vowel, نقول يفسد الرجل المجون كما يفسد الماء [الأجون]
أحن,2, الإحن ومؤاحنة,3,vowel, تقول إن [الإحن] تجُر المحن وبينهما مضاغنة عظيمة [ومؤاحنة] قديمة
أخذ,14, أخاذ يأخذ أخيذ وأخيذ أخذ أخذهم لأخذت بأخذنا أخذة تؤخذ مؤخذ أؤخذ بأخذ والأخذة,3,vowel," ما أنت إلا [أخاذ] نباذ لمن [يأخذ] الشيء حريصاً عليه ثم ينبذه سريعاً وفلان [أخيذ] في يد العدو وهو أسير فتنه [وأخيذ] محنه وذهبوا ومن [أخذ] [أخذهم] ولو كنت منا [لأخذت] [بأخذنا] أي بطريقتنا وشكلنا ولفلانة [أخذة] [تؤخذ] بها الناس أي رقية وهو [مؤخذ] عن النساء وفي الحديث "" [أؤخذ] جملي "" وهو يصطاد الناس [بأخذ] [والأخذة] الرقية"
أخر,15, آخرهم آخر فآخر آخر فآخر آخرة وتأخر أخراً أخريات آخر وأخرى بمؤخر أخيراً وبأخرة بأخرة مئخار مآخير الآخر,3,vowel, جاءوا عن [آخرهم] والنهار يحر عن [[[آخر]]] [[فآخر]] والناس يرذلون عن [[[آخر]]] [[فآخر]] والستر مثل [آخرة] الرحل ومضى قدماً [وتأخر] أخراً وجاءوا في [أخريات] الناس ولا أكلمه [[[آخر]]] الدهر [وأخرى] المنون ونظر إليّ [بمؤخر] عينه وجئت أخيراً [وبأخرة] وبعته بيعاً [بأخرة] أي بنظرة معنى ووزناً وهي نخلة [مئخار] من نخل [مآخير] ومن الكناية أبعد الله [الآخر] أي من غاب عنا وبعد والغرض الدعاء للحضور
أخو,7, إخوان إخوة تآخٍ بأخي وبأخي آخية آخية أواخي,3,vowel, [إخوان] الوداد أقرب من [إخوة] الولاد ومن المجاز بين السماحة والحماسة تآخٍ ولقيته [بأخي] الشر أي بخير [وبأخي] الخير أي بشر وله عند الأمير [[آخية]] ثابتة وشددت له [[آخية]] لا يحلها المهر الأرن وشد الله بينكما [أواخي] الإخاء وحل أواري الرياء
أدب,10, آدب أدب الأدب مأدبه وأدبهم يأدبهم إيدب يأدبونكم أدبهم الآدب أدب,3,vowel, هو من [آدب] الناس وقد [[أدب]] فلان وأرب وتقول [الأدب] [مأدبه] ما لأحد فيها مأربه [وأدبهم] على الأمر جمعهم عليه [يأدبهم] يقال [إيدب] جيرانك لتشاورهم قال وكيف قتالي مشعراً [يأدبونكم]  على الحق أن لا تأشبوه بباطل وتقول [أدبهم] عليه وندبهم إليه وإذا انتقر [الآدب] نقره الجادب ومن المجاز جاش [أدب] البحر إذا كثر ماؤه
أدد,1, إده,3,vowel, بقيت منه في داهية [إده] ولقيت منه كل شده
أدم,13, استأدمني فأدمته وآدمته أديم مأدوم أديمكم مؤدم أديم وأديم أديم وأديم وأديم أديم إدام وأدم أدمة وأتدم والأدم والأدم والأدم,3,vowel, [استأدمني] [فأدمته] [وآدمته] وطعام [[[[أديم]]]] [مأدوم] ومنه سمنكم هريق في [أديمكم] ومن المجاز فلان [مؤدم] مبشر للين في خشونة وليس تحت [[[أديم]]] السماء أكرم منه وأتيته شد الضحى ورأد الضحى [[[وأديم]]] الضحى بمعنىً وظل [[[أديم]]] النهار صائماً [[[وأديم]]] الليل قائماً أي كله قال بشر يصف إبلا فباتت ليلة [وأديم] يوم  على المتهى يجز لها الثغام وقال معقل بن عوف بن سبيع فباتوا حلونا حرساً وباتت  [أديم] الليل لا يعذفن عوداً وفلان [إدام] قومه [وأدم] بني أبيه لثمالهم وقوامهم ومن يصلح أمورهم وهو [أدمة] قومه لسيدهم ومقدمهم [وأتدم] العود إذا جرى فيه الماء ومن الكناية ليس بين الدراهم [[[والأدم]]] مثله يريدون بين العراق واليمن لأن تبايع أهلهما بالدراهم [[[والأدم]]] قال أوس ن حجر وما عدلت نفسي بنفسك سيداً  سمعت به بين الدراهم [والأدم]
أدى,5, أداته مؤد مؤد الأداة آدى أداوي,3,vowel, أخذ للحرب [أداته] حتى قهر عداته وفلان [[مؤد]] على هذا الأمر أي قوي عليه من قولهم شاك [[مؤد]] للكامل [الأداة] وهو [آدى] للأمانة منك ومن المجاز قول الراعي غدت برعال من قطا في حلوقه  [أداوي] لطاف الطي موثقة العقد أراد الحواصل
أذن,19, فأذن الأذن وآذنته فأذن فأذنوا وتأذن تأذن وتأذنت تأذن واستأذنت الآذن أذن الآذان أذن أذن بأذن آذان أذنا أذنا مأذون أذنيه أذنيه وأذنيها مؤذنه آذن,3,vowel," اطلب لي شاة أذناء قرناء وحدثته [[فأذن]] لي أحسن [الأذن] [وآذنته] بالأمر [[فأذن]] به "" [فأذنوا] بحرب من الله ورسوله "" [وتأذن] بالشر إذا تقدم فيه وحذره وأنذر به وإذا نادى منادي السلطان بشيء فقد [[تأذن]] به [وتأذنت] لأفعلن كذا أي سأفعله لا محالة "" وإذ [[تأذن]] ربك "" [واستأذنت] عليه فحجبني [الآذن] ومن المجاز فلان [[[أذن]]] من [الآذان] إذا كان سمعة وهي [[[أذن]]] وهما [[[أذن]]] وخذ [بأذن] الكوز وهي عروته والأكواب كيزان لا [آذان] لها ومضت فيه [[أذنا]] السهم قال الطرماح توهن فيه المضرحية بعدما  مضت فيه [أذنا] بلقعي وعامل وأنشدني بعض الحجازيين وبتنا بقرواحية لا ذرا لها  من الريح إلا أن نلوذ بكور فلا الصبح يأتينا ولا الليل ينقضي  ولا الريح [مأذون] لها بسكور وجاء فلان ناشراً [[أذنيه]] أي طامعاً وجاء لابساً [[أذنيه]] أي متغافلاً وفي المثل أنا أعرف الأرنب [وأذنيها] أي أعرفه ولا يخفى عليّ كما لا تخفى عليّ الأرنب وتقول سيماه بالخير [مؤذنه] والنفس بصلاحه موقنه وقد [آذن] النبات إذا أراد أن يهيج أي نادى بإدباره"
أذى,2, بأذيه الآذي,3,vowel, أعوذ بالله من جارة بذيه تغادي وتراوح [بأذيه] وتقول اركب [الآذي] تشرب الماذي
أرب,20, مأربة بمآربك مأرب مآرب آربك أرب لإربه الإربة أرب إرب الأربي آرب يؤارب مؤاربة الأريب وأرب إرباً إرباً آرابه وتأربت وأربتها تأرب,3,vowel, في مثل [مأربة] لا حفاوة ويقولون ألحق [بمآربك] من الأرض أي اذهب إلى حيث شئت ولبعضهم في ماء [مأرب] للظماء [مآرب] وما [آربك] إلى هذا الأمر وما لي فيه [[أرب]] وفلان مالك [لإربه] وهو من غير أولي [الإربة] من الرجال وفلان [[أرب]] وذو [إرب] وهو الدهاء ومنه [الأربي] الداهية وهو [آرب] من صاحبه وهو [يؤارب] أخاه ويقال [مؤاربة] [الأريب] جهل وعناء [وأرب] الشاة عضها وقطعها إرباً إرباً وجذم فتساقطت [آرابه] [وتأربت] العقدة توثقت [وأربتها] وثقتها ومن المجاز [تأرب] علينا فلان تعسر
أرث,3, أرث الأرثة والإراث أرث,3,vowel, [[أرث]] نارك أوقدها وما توقد به من روثة أو نحوها يسمى [الأرثة] [والإراث] ومن المجاز [أرث] بين القوم أفسد وأوقد نار الفتنة
أرج,4, أرج وأريجها وأرج وتأرج أرج,3,vowel, فغمني [[أرج]] اللطيمة [وأريجها] [وأرج] الطيب [وتأرج] وبيت [[أرج]] بالطيب
أرز,6, يأرز أرز آرزاً آرزة لآرزة آرزة يأرز أرزت أرزت,3,vowel, لا يزال فلان [[يأرز]] إلى وطنه أي حيثما ذهب رجع إليه وفلان إذا سئل [أرز] أي تقبض وما بلغ أعلى الجبل إلا آرزاً أي منقبضاً عن الانبساط في مشيه من شدة إعيائه وشجرة [[آرزة]] ثابتة وإن هذه الدابة [لآرزة] الفقار ومن المجاز بتنا بليلة [آرزة] [يأرز] من فيها لشدة بردها يقال [[أرزت]] أصابعه من البرد قال وقد [أرزت] من بردهن الأنامل
أرش,1, بالأرش,3,vowel, تقول أجل من الحرش أن يجرح ويؤخذ [بالأرش]
أرض,13, الأرض الأرض وتأرض الأرض تأرض أرض وأرض أريضه أريض أريض الأرضة مأروضة أرضت أرضاً الأرض وأرضه أرضاً فأرض,3,vowel," هو آمن من [[[[الأرض]]]] وأشد من [[[[الأرض]]]] [وتأرض] فلان لزم [[[[الأرض]]]] فلم يبرح وتقول فلان إن رأى مطمعاً تعرض وإن أصاب مطعماً [تأرض] وأتانا ابن [أرض] أي غريباً ونزلنا بعروض عريضه [وأرض] [أريضه] وهو [[أريض]] للخير خليق له قال حميد الأرقط منا حماة المأزق العضوض  كل أريب للعلى [أريض] وهو أفسد من [الأرضة] وخشبة [مأروضة] وقد [أرضت] أرضاً "" دابة [الأرض] تأكل منسأته "" ومن المجاز فرس بعيد ما بين سمائه [وأرضه] إذا كان نهداً ويقال من أطاعني كنت له أرضاً يراد التواضع وفلان إن ضرب [فأرض] أي لا يبالي بالضرب"
أرق,3, أرق وأرقني مؤرق,3,vowel, أصابه [أرق] [وأرقني] الهم وتقول له جفن [مؤرق] ودمع مرقوق
أرك,2, أراكه أوارك,3,vowel, أفديك من مستاكه بعود [أراكه] وكأنهن ظباء [أوارك] وتقول هم متكئون على الأرائك مع بيض كالترائك
أرم,2, أرومه الأرم,3,vowel, تقول نفس ذات أكرومه من أطيب [أرومه] وتقول رأيت حسّادك العرم يحرقون عليك [الأرم]
أرن,4, أرن أرن أرونان وأروناني أروناني,3,vowel, فيه [[أرن]] أي مرح ومهر [[أرن]] ويوم [أرونان] [وأروناني] شديد قال وظل لنسوة النعمان منا  على سفوان يوم [أروناني]
أرى,8, أروى الأروى أروية كالأرى أرت تأرى أرياً أرى أرى أرى,3,vowel, تقول أعطش إليك فما [أروى] وأنت كبارح [الأروى] وتقول تدنيها روية الشعف وكأنها [أروية] الشعف وتقول خيره [كالأرى] وشره كالشرى؛ وهو عمل النحل العسل يقال [أرت] النحل [تأرى] أرياً فسمي به العسل كما سمي المكسوب كسباً ومن المجاز تسمية المطر [[[أرى]]] الجنوب في قول زهير يشمن بروقه ويرش [[أرى]] ال  جنوب على حواجبها العماء وقولهم إن بينهم [أرى] عداوة وهو ما يتولد منها من الشر
أزر,27, أزره ويؤازره فآزرني الإزرة إزرة يأتزرونها يؤازره وتأزر تأزراً تأزر مئزره مئزره الإزارا وتأزرت المئزر والأزار الأزر الإزار الأوزار إزاري وتأزير الإزار مؤزراً الإزار وأزر تأزيراً مؤزراً مؤزرة أزرت الإزار آزر أزر,3,vowel," شد به [أزره] ومعه من يؤامره [ويؤازره] وأردت كذا [فآزرني] عليه فلان إذا ظاهرك وعاونك وإنه لحسن [الإزرة] ولكل قوم من العرب [إزرة] [يأتزرونها] ومن المجاز الزرع [يؤازره] بعضه بعضاً إذا تلاحق والتف [وتأزر] النبت تأزراً وأنشد ثعلب [تأزر] فيه النبت حتى تخايلت  رباه وحتى ما ترى الشاء نوما وشد للأمر [[مئزره]] إذا تشمر له قال في صفة الحمارشد على أمر الورود [[مئزره]] وقال الفرزدقفقلت لها ألما تعرفيني  إذا شدت محافظتي [الإزارا] وعم الحيا فتعممت به الآكام [وتأزرت] به الأهضام وفلان عفيف [المئزر] [والأزار] قالت خرنق والطيبون معاقد [الأزر] وتقول هو عفيف [[[[الإزار]]]] خفيف من [الأوزار] وفي الحديث "" العظمة ردائي والكبرياء [إزاري] "" [وتأزير] الحائط تقويته بحويط يلزق به ويسمى [[[الإزار]]] والردء ونصره نصراً مؤزراً ويسمى أهل الديوان ما يكتب في آخر الكتاب من نسخة عمل أو فصل في بعض المهمات [[[الإزار]]] [وأزر] الكتاب تأزيراً وكتب لي كتاباً مصدراً بكذا مؤزراً بكذا وشاة [مؤزرة] كأنما [أزرت] بسواد ويقال لها [[[الإزار]]] وفرس [آزر] بوزن آدر أبيض العجز فإن نزل البياض إلى الفخذين فهو مسرول وخيل [أزر]"
