Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
بور,59," البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ 'بور', البورُ بور بور بورٌ",3,vowel,"  *[[[[[[[[[[[[[[[[[[[[[[[[بور]]]]]]]]]]]]]]]]]]]]]]]]* البورُ الرجلُ الفاسدُ الهالكُ الذى لا خير فيه قال عبد الله بن الزبعرى السهمى يا رسول المليك إن لساني   راتق ما فتقت إذا أنا [[[[[[[[[[[[[[[[[[[[[[[[بور]]]]]]]]]]]]]]]]]]]]]]]]  - وامرأة [[[[[[[[[[[[[[[[[[[[[[[[بور]]]]]]]]]]]]]]]]]]]]]]]] حكاه أيضا أبو عبيدة وقومٌ [[[[[[[[[[[[[[[[[[[[[[[[بور]]]]]]]]]]]]]]]]]]]]]]]]ٌ هَلكى قال الله تعالى وكنتم قَوْماً بوراً   وهو جمع بائر مثل حائل وحول وحكى الاخفش عن بعضهم أنه لغة وليس بجمع لبائر كما يقال أنت بشر وأنتم بشر _________  بعده إذ أجارى الشيطان في سنن الغ‍   ى ومن مال ميله مثبور - المثبور المهلك وقد بار فلان أي هلك وأبارَهُ الله أهلكه ورجلٌ حائرٌ بائِرٌ إذا لم يتجه لشئ وهو إتباع لحائر وبارَهُ يَ[[[[[[[[[[[[[[[[بور]]]]]]]]]]]]]]]]ُهُ أي جرَّبه واختبره والابْتيارُ مثله قال الكميت قَبيحٌ بمثليَ نَعْتُ الفَتا   ةِ إِمَّا ابتهار أو إما ابتيارا - يقول إما بهتانا وإما اختبار بالصدق لاستخراج ما عندها وبَرْتُ الناقةَ أَ[[[[[[[[[[[[[[[[بور]]]]]]]]]]]]]]]]ُهَا بَوراً بالفتح وهو أن تَعرِضَها على الفحل تنظر ألا قح هي أمْ لا لأنَّها إذا كانت لاقِحاً بالتْ في وجه الفحل إذا تشممها قال الشاعر   بضرب كآذان الفراء فضوله   وطعن كإيزاغ المخاض تبورها - ويقال أيضا بار الفحلُ الناقةَ وابْتارَها إذا تشمَّمها ليعرف لِقاحها من حِيالِها ومنه قولهم بُرْ لي ما عند فلانٍ أي اعْلَمْهُ وامْتَحِنْ لي ما في نفسه والبور أيضا الارض التى لم تزرع عن أبى عبيد وهو في الحديث في الكتاب الذى كتبه رسول الله صلى الله عليه وسلم لاكيدر صاحب _________  مالك بن زغبة  - صحاح -  دومة الجندل "" إن لنا الضاحية من البعل والبور  والمعامي والاغفال "" والبوار الهلاك وحكى الأحمر "" نزلَتْ بَوارِ على الكُفّار "" مثل قَطامِ وأنشد إن التَظالُمَ في الصَديقِ بَوارِ    وبارِ المتاع كسد يقال نعوذ بالله من بوار الايم وبار عمله بطل ومنه قوله تعالى ومَكْرُ أُولَئِكَ هو يَ[[[[بور]]]]ُ   والبارياءُ والبورياءُ التي من القصب وقال الأصمعي البورياءُ بالفارسية وهو بالعربية بارِيٌّ وبوريٌّ وأنشد للعجاج يصف كناس الثور كالخص إذ جلله الباري   وكذلك البارية"
بهر,55," بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا 'بهر', بَهْراً بَهْراً بهرا",3,no vowel,"  *بهر* أبو عمرو يقال بَهْراً له أي تَعْساً له قال ابن ميادة تفَاقَدَ قَوْمي إذْ يَبيعون مُهْجَتي   بَجَارِيةٍ بَهْراً لهم بعدها [[[[[[[[[[[[[[بهرا]]]]]]]]]]]]]]  - _________  هو بالفتح مصدر وصف به ويروى بالضم أيضا  لابي مكعت واسمه الحارث بن عمرو وقيل لنقذ بن خنيس وصدره قتلت فكان تباغيا وتظالما  قبله لعمري لئن أمسيت يا أم جحدر   نأيت لقد أبليت في طلب عذرا - ويقال أيضا [[[[[[[[بهرا]]]]]]]] في معنى عَجَباً قال عمر ابن أبي ربيعة ثم قالوا تحِبُّها قلتُ بَهْراً   عَدَدَ القَطرِ والحَصى والتُرابِ - وبَهَرَهُ بَهْراً أي غلبه والبُهْرُ بالضم تتابُع النَفَسِ وبالفتح المصدر يقال بَهَرَهُ الحِمْلُ يَبْهَرُهُ بَهْراً أي أوقع عليه البُهْرَ فانْبَهَرَ أي تتابع نَفَسُهُ وبُهْرَةُ الليلِ والوادي والفرسِ وَسَطُهُ والأَبْهَرُ عِرْقٌ إذا انقطع مات صاحبُه وهما أَبْهَرانِ يَخرجان من القلب ثم يتشعَّبُ منهما سائر الشَرايين وأنشد الأصمعيُّ لابن مُقْبل ولِلْفُؤَادِ وَجيبٌ تحت أبْهَرِهِ   لَدْمَ  الغُلامِ وراء الغَيْبِ بالحَجَر - والأبْهَرُ من القوس مابين الطائف والكُلْيَةِ والأَباهِرُ من ريش الطائر ما يلي الكُلى أولها القوادمُ ثم المناكبُ ثم الخوافي ثم الاباهر ثم الكلى وبهراء قبيلة من قضاعة والنسبة إليهم بهرانى مثال بحراني على غير قياس لان قياسه بهراوى بالواو والبهار العرار الذى يقال له عين البقر _________  ويروى "" لد الوليد "" وهو بهار البر وهو نبت جعد له فقاحة صفراء تنبت أيام الربيع يقال لها العرارة والبهار بالضم شئ يوزن به وهو ثلثمائة رطل وقال عمر وبن العاص "" إن ابن الصعبة - يعنى طلحة بن عبيد الله  - ترك مائة بهار في كل بهار ثلاثة قناطير ذهب "" فجعله وعاء قال أبو عبيد والبهار في كلامهم ثلثمائة رطل وأحسبها غير عربية وأراها قبطية وبهر القمر أضاء حتى غلب ضَوْءَهُ ضَوْءَ الكواكب يقال قمرٌ باهِرٌ وبَهَرَ الرجل بَرَعَ وقال ذو الرمة   وقد بَهَرْتَ فلا تَخْفى على أحَدٍ   إلاَّ على أَحَدٍ لا يَعْرِفُ القَمَرا - وقد بهرت فلانة السناء غلبتهن حسنا والعرب تقول الازواج ثلاثة زوج بهر وزوج دهر وزوج مهر أي يبهر العيون بحسنه وأو يعد لنوائب الدهر أو يؤخذ منه المهر والابتهار ادعاء الشئ كذبا قال الشاعر _________  كان يقال لامه "" الصبعة ""  في اللسان قال ذو الرمة يمدح عمر بن هبيرة مازلت في درجات الامر مرتقيا   تنمى وتسمو بك الفرعان من مضرا - حتى بهرت فما تخفى على أحد   إلا على أكمه لا يعرف القمرا -   وما بى إن مَدَحْتَهُمُ ابْتِهارُ   وابْتُهِرَ فلانٌ بفلانة شُهِرَ بها وابْهارَّ الليلُ ابْهيراراً أي انتصف ويقال ذهب مُعظمه وأكثره وابهَارَّ علينا الليلُ ابْهيراراً طال"
بهتر,4, البُهْتُرُ البهتر البهتر البهاتر,4,no vowel,  *بهتر* البُهْتُرُ لغةٌ في البُحْتُرِ وهو القصير وأنشد أبو عمرو ليس بجلباب ولا هقور    لكنه [[البهتر]] وابن [[البهتر]] - وانشد الفراء قول كثير عَنيتُ قَصيراتِ الحِجالِ ولم أُرِدْ   قصار الخطا شر النساء [البهاتر]  - بالهاء
بهزر,17," البُهْزُرَةَ البهازر 'بهزر', البُهْزُرَةَ البهازر 'بهزر', البُهْزُرَةَ البهازر 'بهزر', البُهْزُرَةَ البهازر 'بهزر', البُهْزُرَةَ البهازر 'بهزر', البُهْزُرَةَ البهازر",4,no vowel,  *بهزر* الأًصمعي البُهْزُرَةَ الناقة العظيمة والجمع [[[[[[البهازر]]]]]] قال الكميت إلا لهمهمة الصهي‍   - ل وحنة الكوم الهبازر - _________  الرجز لنجاد الخيبرى وقبله عض لئيم المنتمى والعنصر  قبله وأنتِ التي حَبَّبْتِ كُلَّ قَصيرَةٍ   إليَّ وما تدري بذاكَ القَصائِرُ - فصل التاء
 تأر,1, أتأرته,4,vowel, * تأر* [أتأرته] بصرى أي أتبعته إياه
تبر,7, التِبْرُ تبر تِبْرِيَةٌ والتَبارُ وتَبَّرَهُ تتبيرا متبر,3,no vowel, *[تبر]* التِبْرُ ما كان من الذهب غير مضروب فإذا ضرب دنانير فهو عين ولا يقال [تبر] إلا للذهب وبعضهم يقوله للفضة أيضا ويقال في رأسه تِبْرِيَةٌ قال أبو عبيدة هي لغة في الهِبْريَة وهو الذي يكون في أصول الشعر مثلَ النُخالة والتَبارُ الهلاك وتَبَّرَهُ [تتبيرا] أي كسره وأهلكه و   هؤلاء [متبر] ماهم فيه   أي مكسر مهلك
تجر,51," تَجَرَ يَتْجُرُ تَجْراً وتِجارَةً اتجر يتجر تاجر تجر وتجار وتجار تاجرا التجار 'تجر', تَجَرَ يَتْجُرُ تَجْراً وتِجارَةً اتجر يتجر تاجر تجر وتجار وتجار تاجرا التجار 'تجر', تَجَرَ يَتْجُرُ تَجْراً وتِجارَةً اتجر يتجر تاجر تجر وتجار وتجار تاجرا التجار 'تجر', تَجَرَ يَتْجُرُ تَجْراً وتِجارَةً اتجر يتجر تاجر تجر وتجار وتجار تاجرا التجار",3,no vowel,  *[[[[تجر]]]]* تَجَرَ يَتْجُرُ  تَجْراً وتِجارَةً وكذلك [[[[اتجر]]]] [[[[يتجر]]]] هو افتعل فهو [[[[تاجر]]]] والجمع [[[[تجر]]]] مثال صاحب وصحب [[[[[[[[وتجار]]]]]]]] [[[[[[[[وتجار]]]]]]]] والعرب تسمى بائع الخمر [[[[تاجرا]]]] قال الاسود بن يعفر ولقد أروح على [[[[التجار]]]] مرجلا   مذلا بمالى ليغا أجيادى - _________  قوله [[تجر]] [[يتجر]] أي من باب نصر كما في المختار ودعوى الوانى على المختار هنا خلاف ذلك غير صحيحة ولعلها مبنية على نسخة محرفة وقعت له قاله نصر أي مائلا عنقي من السكر ويقال ناقة تاجرة - للنافقة - وأخرى كاسدة وحكى أبو عبيدة ناقةٌ [تاجر]ٌ أي نافقةٌ في التجارة والسوقِ وأرضٌ متجرة [يتجر] فيها
ترر,65," تَرَّتِ تَتِرُّ وتَتُرُّ يتر وتر والتُرُّ التُرِّ والتَرارَةُ تَرِرْتَ تارَّاً 'ترر', تَرَّتِ تَتِرُّ وتَتُرُّ يتر وتر والتُرُّ التُرِّ والتَرارَةُ تَرِرْتَ تارَّاً 'ترر', تَرَّتِ تَتِرُّ وتَتُرُّ يتر وتر والتُرُّ التُرِّ والتَرارَةُ تَرِرْتَ تارَّاً 'ترر', تَرَّتِ تَتِرُّ وتَتُرُّ يتر وتر والتُرُّ التُرِّ والتَرارَةُ تَرِرْتَ تارَّاً 'ترر', تَرَّتِ تَتِرُّ وتَتُرُّ يتر وتر والتُرُّ التُرِّ والتَرارَةُ تَرِرْتَ تارَّاً 'ترر', تَرَّتِ تَتِرُّ وتَتُرُّ يتر وتر والتُرُّ التُرِّ والتَرارَةُ تَرِرْتَ تارَّاً",3,no vowel,"  *ترر* تَرَّتِ النَواةُ من مِرْضاخِها تَتِرُّ وتَتُرُّ أي نَدَرتْ وضرب يده بالسيف فأَتَرَّها أي قطعها وأندرها والغلام [[[[[[يتر]]]]]] القلة  بالمقلاء [[[[[[وتر]]]]]] فلان عن بلده تباعَدَ وأَتَرَّهُ القضاءُ أبعده والتُرُّ بالضم خيطٌ يُمَدُّ على البِناء  يقول الرجل لصاحبه عند الغضب لأُقيمَنَّكَ على التُرِّ والتَرارَةُ السِمَنُ والبضاضةُ تقول منه تَرِرْتَ بالكسر أي صرتَ تارَّاً وهو الممتلئ وقال الشاعر   ونصبح بالغداة أتر شئ   ونمسى بالعشى طلنفحينا - _________  القلة بتخفيف اللام مفتوحة عودان يلعب بهما الصبيان  في اللسان "" هو الخيط الذى يمد على البناء فيبنى عليه وهو بالعربية الامام "" جعله فارسيا معربا  هو رجل من بنى الحرماز والترترة التحريك وفى الحديث "" تر تروه ومز مزوه  "" والتراتر الامور العظامُ وقول زيد الفوارس أَلَمْ تعْلَمي أَنِّي إذا الدَّهْرُ مَسَّني   بنائِبَةٍ زَلَّتْ ولم أَتَتَرْتَرِ - أي لم أتزلزل ولم أتقلقل والاترور غلام الشرطي لا يلبس السواد   قالت الدهناء امرأة العجاج والله لولا خشية الامير   وخشية الشرطي والاترور   لجلت بالشيخ من البقير   كجولان صعبة عسير"
تغر,4, تَغَرَتِ تَتْغَرُ تَغِرَتْ تَتْغَرُ,3,no vowel,  *تغر* تَغَرَتِ القِدْرُ تَتْغَرُ بالفتح فيهما لغةٌ في تَغِرَتْ تَتْغَرُ   إذا غلت
تفر,1, التِفْرَةُ,3,no vowel,  *تفر* التِفْرَةُ بكسر الفاء النُقْرَةُ التي في وسط الشَفَة العليا
 تمر,59," التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور'] تمر', التَمْرُ تَمْرَةٌ تَمراتٌ التمر تمور']",4,no vowel," * تمر* التَمْرُ اسم جنسٍ الواحدة منها تَمْرَةٌ وجمعها تَمراتٌ بالتحريك وجمع [[[[[[[[[[التمر]]]]]]]]]] [تمور] _________  أي حركوه ليستنكه هل يوجد من ريح الخمر أم لا  نص يدل على أن لباس الشرطي كان السواد  أي من باب طرب وتمران بالضم ويراد به الأنواعُ لأنَّ الجنس لا يجمع في الحقيقة والتامِرٌ الذي عنده التَمْرُ يقال رجلٌ تامِرٌ ولابِنٌ أي ذو تَمْرٍ ولبنٍ وقد يكون من قولك تَمَرْتُهُمْ فأنا تامِرٌ أي أطْعَمْتُهُمْ التَمْرَ والتَمَّارُ الذي يبيعه والتَمْريُّ الذي يحبُّه والمُتْمِرُ الكثيرُ التَمْرِ يقال أَتْمَرَ الرجلُ إذا كَثُرَ عنده التَمْرُ والمَتْمورُ المُزَوَّدُ تَمْراً والتامورَةُ الصَومَعَةُ وقولهم فلانٌ أسدٌ في تامورَتِهِ أي في عَرينه والتامورَةُ غِلاف القَلْب والتامورَةُ الإبريقُ قال الأعشى يصف خمَّارةً فإذا لها تامورَةٌ   مَرفوعَةٌ لشَرابِها - وما بالدار تامورٌ أي أحدٌ غير مهموز والتامورُ الدمُ ويقال النَفْسُ قال أوس أُنْبِئْتُ أَنَّ بَني سحيم أدخلو    أبياتهم تامور نفس المُنْذِرِ - قال الأصمعيّ يعني مُهجَةَ نفسه وكانوا قتلوه وقال آخر   _________  ويروى "" أولجوا ""  هو عمربن قعاس المرادى وتامور هرقت وليس خمرا   وحبة غير طاحية طحيت - وأكلنا جزرة - وهى الشاة السمينة - فما تركنا منها تامورا أي شيئا وأكل الذئب الشاة فما ترك منها تامورا وما في الركية تامور أي شئ من ماءٍ وما بالدار تومُريٌّ بغير همز وبلادٌ خلاءٌ ليس بها تومُريٌّ أي أحدٌ وما رأيت تومُرِيَّاً أحسنَ منها للمرأة الجميلة أي لم أرخلقا وما رأيت تومُرِياً أحسنَ منه وتَتْميرُ اللحم والتمر تجفيفهما وقال الشاعر يصف فرخة عقاب تسمى غبة لها أشارير من لحم تتمره   من الثعالى ووخز من أرانيها  - يقول إنها صيد الارانب والثعالب فأبدل من الباء فيهما ياء"
تمأر,7," اتمأر 'تمأر', اتمأر 'تمأر', اتمأر 'تمأر', اتمأر",4,vowel,  *تمأر* [[[[اتمأر]]]] الشئ طال واشتد مثل اتمهل واتمأل قال زهير بن مسعود الضبى _________  هذا لا ينافى قول م رفى أرنب لا يجوز أرانى في جمعه إلا في الشعر عند سيبويه وأنشد لابي كاهل اليشكرى يشبه ناقته بعقاب كأن رحلى على شغواء حادرة   ظمياء قد بل من طل خوافيها - لها أشارير الخ ثنى لها يهتك أسحارها   بمتمئر فيه تحريب -
تنر,3," التَنُّورُ 'تنر', التَنُّورُ",3,no vowel,  *تنر* التَنُّورُ الذي يُخبَزُ فيه وقوله تعالى وفارَ التَنُّورُ   قال على رضي الله عنه هو وجهُ الارض
تور,6, التَوْرُ والتَوْرُ والتّوْرُ يُتارُ يتار متار,3,vowel,"  *تور* التَوْرُ إناءٌ يشرب فيه والتَوْرُ الرسولُ بين القوم قال ابن دريد وهو عربيّ صحيح وأنشد والتّوْرُ فيما بَيْنَنا مُعْمَلُ   يرضى به المأتى  والمرسل - أبو عمرو فلان يُتارُ على أن يُؤْخَذَ أي يدار على أن يؤخذ وأنشد للمحاربي   لقد غضبوا على وأشقذونى   فصرت كأننى فرأ [يتار] - ويروى "" [متار] "" مقلوب من متأر"
تير,19," التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ 'تير', التَيَّارُ",3,vowel,"  *تير* التَيَّارُ الموجُ قال عَدِيٌّ كالبحر يقذف بالتيار تيارا  _________  ويروى "" يرضى به الآتى ""  المحاربي هو عامر بن كثير  صدره عف المكاسب ما تكدى حسافته   ويروى "" حسيفته "" أي غيظه وعداوته الحسافة الشئ القليل وأصله ما تساقط من التمر يقول إن كان عطاؤه قليلا فهو كثير بالاضافة إلى غيره وصواب إنشاده   يحلق بالتيار تيارا ويقال قطع عِرقاً تيَّاراً أي سريع الجرْيَةِ وفعل ذلك تارةً بعد تارةً أي مرَّةً بعد مرَّةٍ والجمع تارات وتير وهو مقصور من تيار كما قالوا قامات وقيم وإنما غير لاجل حرف العلة ولولا ذلك لما غير ألا ترى أنهم قالوا في جمع رحبة رحاب ولم يقولوا رحب قال الشاعر يقوم تارات ويمشى تيرا   وربما قالوه بحذف الهاء قال الراجز بالويل تارا والثبور تارا   وأتاره أي أعاده مرة بعد أخرى"
تهر,13," التَيْهورُ تيهورة تَياهيرُ وتَياهِرٌ تياهر تيهور 'تهر', التَيْهورُ تيهورة تَياهيرُ وتَياهِرٌ تياهر تيهور",3,no vowel,  *تهر* التَيْهورُ من الرمل ما له جرف عن الاصمعي وقال الشاعر فطلعت من شمراخه [[تيهورة]]   شماء مشرفة كرأس الاصلع - والجمع تَياهيرُ وتَياهِرٌ قال الراجز كيف اهتدت ودونها الجزائر   وعقص من عالج [[تياهر]] - ويقال للرجل إذا كان ذاهباً بنفسه به تيهٌ [[تيهور]]   أي تائه فصل الثاء
 ثأر ,35, الثَأْرُ والثُؤْرَة ثأرت ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'] ثأر 'الثَأْرُ والثُؤْرَة ثأرت'],5,vowel, * [[[[[[[[ثأر]]]]]]]] *الثَأْرُ [[[[[[[[[والثُؤْرَة]]]]]]]]] الذَحْلُ يقال [ثأرت] _________  قوله تيه تيهور أي بتنوين كل على الوصفية مبالغة وليس بالاضافة قاله نصر القتيل وبالقتيل ثأرا وثؤرة أي قَتَلْتُ قاتِلَهُ قال الشاعر شفيتُ به نفسي وأدركت ثُؤْرَتي   بني مالك هل كنتُ في ثُؤْرَتي نِكْسا - والثائر الذي لا يبقى على شئ حتى يدرك ثَأْرَهُ ويقال أيضاً هو ثَأْرُهُ أي قاتل حميمه قال جرير قتلوا أباك وثَأرُهُ لم يقتل    وقولهم يا ثاراتُ فلان أي ياقتلة فلان ويقال ثأرتك بكذا أي أدركتُ به ثأري منك واثأرت من فلان أي أدركت منه وأصله اثتأرت فأدغم   قال لبيد والنيب إن تعرمنى رمة خلقا   بعد الممات فإنى كنت أثتر - والثأر المنيم الذى إذا أصابه الطالب رضيَ به فنامَ بعده واسْتَثْأَرَ فلانٌ استغاث ليُ[[[[[ثأر]]]]] بمقتوله قال الشاعر إذا جاء مستثئر كان نصره   دعاء أَلا طيروا بكلِّ وأي نَهْدِ - _________  صدره وامدح سراة بنى فقيم إنهم  فأدغمت التاء في الثاء وشددت وهو افتعال
 ثبجر,3," اثبَجَرَّ ثبجر', اثبَجَرَّ",5,no vowel, * ثبجر* اثبَجَرَّ أي ارتدع عند الفَزْعة وقال العجّاج يصف الحِمارَ والأتان إذا اثْبَجَرَّا من سواد حدجا
 ثبر,16, المثابرة وثَبَرَهُ يَثْبُرُهُ ثَبْراً ثَبَرَكَ والثَبْرَةُ ثَبْرَةٍ والثَبْرَةُ وثبرة وثبير ثبير والثبور مَثْبورٍ وثابِرْ والمثبر مثبر,4,no vowel," * ثبر* [المثابرة] على الشئ المواظبة عليه وثَبَرَهُ عن كذا يَثْبُرُهُ بالضم ثَبْراً أي حَبَسَهُ يقال ما ثَبَرَكَ عن حاجتك والثَبْرَةُ الأرض السهلة يقال بلغت النَخْلةَ إلى ثَبْرَةٍ من الأرض والثَبْرَةُ أيضا حفرة من الارض [وثبرة] أيضا اسم موضع [وثبير] جبل بمكة يقال "" أشرق [ثبير] كيما نغير "" [والثبور] الهلاك والخسران أيضاً قال الكميت ورأت قُضاعة في الأَيا   مِنْ رأْي مَثْبورٍ وثابِرْ - أي مخسور وخاسر يعني في انتسابها إلى اليمن [والمثبر] مثال المجلس الموضع الذى تلد فيه المرأةُ من الأرض وكذلك حيث تضع الناقة وربما قيل لمجلس الرجل [مثبر]"
 ثجر,5," الثُجْرَةُ وثجرة ثجر', الثُجْرَةُ وثجرة",4,no vowel," * ثجر* الثُجْرَةُ بالضم وسَط الوادي ومتسعه [[وثجرة]] النحر وسطه وورق ثَجْرٌ بالفتح أي عريض وانثجر الدمُ لغة في انفجر والثَجيرُ ثفل كل شئ يعصر والعامة تقوله بالتاء وفى الحديث "" لا تثجروا "" أي لا تخلطوا ثجير التمر مع غيره في النبيذ"
 ثرر ,16, ثَرٌّ كثير ثَرَّةٌ ثَرَّةٍ ثَرَّةٌ ثَرَّة ثَرّة ثَرَّتْ تَثُرُّ وتَثِرُّ ثَرّاً كثرة ثرثر ثَرْثارٌ وثَرَّرْتُ ثَرَّيْتُهُ,5,no vowel, * ثرر *سحاب ثَرٌّ أي [كثير] الماء وعين [ثَرَّة]ٌ وهي سَحابة تأتي من قِبَلِ قِبْلة أهل العراق قال عَنترة جادت عليه  كلُّ عين [ثَرَّة]ٍ   فتركْنَ كلَّ قرارةٍ كالدرهمِ - وناقة [ثَرَّة]ٌ وعَنْز [ثَرَّة] أي واسعة الإحْليلِ وربَّما قالوا طعنة [ثَرّة] أي غزيرة وقد ثَرَّتْ تَثُرُّ وتَثِرُّ ثَرّاً والثرثرة [كثرة] الكلام وترديده يقال [ثرثر] الرجل فهو ثَرْثارٌ مهذار والثرثار اسم نهر وثَرَّرْتُ المكان مثل ثَرَّيْتُهُ إذا نديته
 ثعر,9," الثُعْرورانِ ثعر', الثُعْرورانِ ثعر', الثُعْرورانِ ثعر', الثُعْرورانِ ثعر', الثُعْرورانِ",4,no vowel," * ثعر* الثُعْرورانِ مثل الحَلَمتين تكتنفان القنب  من خارج _________  في اللسان "" عليها ""  القنب بالضم وعاء قضيب الدابة وفى اللسان "" القتب "" بالتاء تحريف والثعارير الثآليل وحمل الطراثيث أيضا"
 ثعجر,1, ثَعْجَرْتُ,5,no vowel, * ثعجر* ثَعْجَرْتُ الدم وغيرَه فاثْعَنْجَرَ أي صببته فانصبَّ وتصغير المُثْعَنْجِرُ مثيعج ومثيعيج
 ثغر,21," الثَغْرُ ثَغْره ثغر مثغور اثتغر اثغر والثغر والثُغْرَةُ والثُغرة ثَغَرْناهُمْ ثغر', الثَغْرُ ثَغْره ثغر مثغور اثتغر اثغر والثغر والثُغْرَةُ والثُغرة ثَغَرْناهُمْ",4,no vowel, * [[ثغر]]* الثَغْرُ ما تقدَّم من الاسنان يقال ثغرثه أي كسرت [[ثَغْره]] وإذا سقطت رواضع الصبيِّ قيل [[ثغر]] فهو [[مثغور]] فإذا نبتت قيل اتغر وأصله [[اثتغر]] فقلبت الثاء تاء ثم أدغمت وإن شئت قلت [[اثغر]] تجعل الحرف الاصلى هو الظاهر [[والثغر]] أيضاً موضع المَخافة من فُروج البُلدان والثُغْرَةُ بالضم نُقْرةُ النَحر التي بين التَرقوَتين [[والثُغرة]] أيضاً الثُلمة يقال ثَغَرْناهُمْ أي سددنا عليهم ثلم الجبل قال الشاعر   وهم ثغروا أقرانهم بمضرس    وهذه مدينة فيها [ثغر] وثلم
ثفر,11," الثَفْرُ 'ثفر', الثَفْرُ 'ثفر', الثَفْرُ 'ثفر', الثَفْرُ 'ثفر', الثَفْرُ 'ثفر', الثَفْرُ",3,no vowel,  *ثفر* الثَفْرُ للسِباع وكلِّ ذات مخلبٍ بمنزلة الحياءِ من الناقة وربما استعير لغيرها قال الاخطل _________  ابن مقبل  عجزه وعضب وحازوا القوم حتى تزحزحوا جزى الله عنا الاعورين ملامة   وفروة ثفر الثورة المتضاجم - وفروة اسم رجل ونصب الثفر على البدل منه وهو لقبه كقولك عبد الله قفة وإنما خفض المتضاجم وهو من صفة الثفر على الجوار كقولهم جحر ضب خرب والثفر بالتحريك ثَفَرُ الدابة وقد أَثْفرْتُهَا أي شددت عليها الثَفَرَ ودابّةٌ مِثْفارٌ يرمي بسرجه إلى مؤخَّره واسْتَثْفَرَ الرجلُ بثَوبه إذا لوى بطرفه بين رجليه إلى حُجْزته واسْتَثْفَرَ الكلب بذنبه إذا جعله بنى فَخِذيه قال الزبرقان بن بدر   تَعدو الذئابُ على مَن لا كلابَ له   وتَتَّقي مَرْبَضَ المُسْتَثْفِرِ الحامى -
