Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
بهأ,53," بَهأْتُ وبَهِئْتُ بَهْأً وبهُوءًا بهاء بهأت البهاء بَهأْتُ 'بهأ', بَهأْتُ وبَهِئْتُ بَهْأً وبهُوءًا بهاء بهأت البهاء بَهأْتُ 'بهأ', بَهأْتُ وبَهِئْتُ بَهْأً وبهُوءًا بهاء بهأت البهاء بَهأْتُ 'بهأ', بَهأْتُ وبَهِئْتُ بَهْأً وبهُوءًا بهاء بهأت البهاء بَهأْتُ 'بهأ', بَهأْتُ وبَهِئْتُ بَهْأً وبهُوءًا بهاء بهأت البهاء بَهأْتُ 'بهأ', بَهأْتُ وبَهِئْتُ بَهْأً وبهُوءًا بهاء بهأت البهاء بَهأْتُ",3,vowel, *بهأ* أبو زيد بَهأْتُ بالرجل وبَهِئْتُ به بَهْأً  [[[[[[وبهُوءًا]]]]]] إذا أنست به قال الاصمعي في كتاب الابل ناقة [[[[[[بهاء]]]]]] بالفتح ممدود - إذا كانت قد أنست بالحالب وهو من [[[[[[بهأت]]]]]] به أي أنِسْتُ به وأما [[[[[[البهاء]]]]]] من الحُسن فهو من بَهيَ الرجل غير مهموز قال ابن السِّكِّيت ما بَهأْتُ له وما بأهت له أي ما فطِنتُ له _________  يقول أنت وإن كنت في حسبك مقنعا لكل من طلبك بثأر فلست مثل أخى  بهأ به مثلثة الهاء والمصدر كفلس وسرور وسحاب أنس مثل ابتهأ على افتعل / فصل التاء
تأتأ,2, تأتاء تأتأة,4,vowel, *تأتأ* رجل [تأتاء] على فعلال وفيه [تأتأة] يتردد في التاء إذا تكلم
تفأ,2, تفئ تفأ,3,vowel, *[تفأ]* [تفئ] [تفأ]   إذا غضب واحتد
تنأ,11," تنأت تنوءا والتانئ تِناءُ التناءة 'تنأ', تنأت تنوءا والتانئ تِناءُ التناءة']",3,vowel, *تنأ* [[تنأت]] بالبلد [[تنوءا]] قطنته [[والتانئ]] من ذلك وهم تِناءُ البلد والاسم [التناءة] فصل الثاء
ثأثأ,4, ثَأْثَأْتُ تثأثئ ثأثأتُ فتثأثأت,4,vowel, *ثأثأ* ثَأْثَأْتُ الإبل إذا أرويتها قال الراجز   إنك لن [تثأثئ] النهالا    بمثل أن تدارك السجالا الأصمعي ثأثأتُ عن القوم دَفَعْت عنهم ولَقيتُ فلاناً [فتثأثأت] منه أي هبته أبو عمرو أثأته بسهم إثاءة رميته والكسائي مثله
ثدأ,4," 'ثدأ', 'ثدأ', 'ثدأ', 'ثدأ',",3,vowel, *ثدأ* الثندؤة للرجل بمنزلة الثدى للمرأة وقال الأصمعي هي مَغرِز الثدي وقال ابن السِكِّيت هي اللحم الذى حول الثدى إذا ضممت أولها همزت - فتكون فعللة - وإذا فتحته لم تهمز فيكون فعلوة مثل قرنوة وعرقوة _________  وزان فرح فرحا  وفى اللسان أنشده المفضل /
ثطأ,2, ثطئ ثطأ,3,vowel, *[ثطأ]* [ثطئ] [ثطأ] حمق  
ثفأ,8," الثفاء ثفاءة 'ثفأ', الثفاء ثفاءة'] 'ثفأ', الثفاء ثفاءة']",3,vowel, *ثفأ* [[[الثفاء]]] على مثال القراء الخردل  ويقال هو الحرف وهو فعال الواحدة [ثفاءة] ثما الكسائي ثَمَأْتُ  القوم أطعمتهم الدسم وثمأت رأسه شدخته وثَمأت الخبز ثردته فصل الجيم
جأجأ,31," جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ 'جأجأ', جؤجؤ الجآجئ جَأْجَأْتُ",4,vowel," *جأجأ* [[[[[[[[جؤجؤ]]]]]]]] الطائر والسفينة صدرهما والجمع [[[[[[[[الجآجئ]]]]]]]] قال الأموي جَأْجَأْتُ بالإبل إذا دعوتها لتشرب فقلت جئ جئ والاسم الجئ مثال الجيع وأصله جئئ قلبت الهمزة الاولى ياء وأنشد   _________  كجهل وفرح كجعل وطئه وكفرح حمق وفى نسخة المدينة ثطأ بسلحه وتطأ به وخطأ به إذا رمى به وضرب به الارض  في المصباح  مثل غراب حب الرشاد ولم أجد تعيين الرواية لشراح الجامع الصغير في حديث "" ماذا في الامرين من الشفاء الصبر والثفاء "" هل الفاء مشددة على قول الصحاح والقاموس كالجمهرة أو مخففة على قول المصباح "" قاله نصر  وزان جعل  هو معاذ الهراء / وما كان على الجئ    ولا الهئ امتدا حيكا "
جبأ,69," الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة 'جبأ', الْجَبْءُ الجبْأَة مَجْبَأَةٌ الجَبْأَةُ والجبأة كجبأة",3,vowel," *جبأ* الْجَبْءُ واحد [[[[[[[[[[الجبْأَة]]]]]]]]]] وهي الحُمْر من الكَمْأَة مثاله فَقْع  وفقعة وغرد وغردة وثلاثة أجبؤ وأَجْبَأَتِ الأرضُ أي كَثُرَتْ كَمْأَتُها وهي أرض مَجْبَأَةٌ قال الأحمر الجَبْأَةُ هي التي تضرِب  إلى الحُمْرَة والكَمْأَةُ هي التي إلى الغبرة والسواد   والفقعة البيض وبنات أوبر الصغار وأجبأت الزرع بعته قبل أن يبدو صلاحُه وجاء في الحديث بلا همز "" من أجبى فقد أربى "" وأصله الهمز [[[[[[[[[[والجبأة]]]]]]]]]] مثال الجبهة القرزوم   وهى الخشبة التى يحذو عليها الحذَّاء قال الجَعْديّ في مِرفقيه تقارُبٌ وله    بِرْكة زور [[[[[[[[[[كجبأة]]]]]]]]]] الخزم _________  قال ابن برى "" صوابه أن يذكر في جيأ "" اه‍ مناوى  قال سيبويه ليس ذلك بالقياس يعنى تكسير فعل على فعلة  ليست في المطبوعة ولكنها في مخطوطة المدينة  نص الصحاح هو قول أبى زيد وفى قول ابن الاعرابي إنها السود وهى خير الكمأة وقال أبو حنيفة الجبأة هنة بيضاء كأنها كمء تهذيب الصحاح     والفرزوم بالفاء كعصفور أو هي بالقاف كما في القاموس / وجبأت عينى عن الشئ نبت عنه وقال أبو زيد جَبَاْتُ عن الرجل جبئا وجبوءا خنست عنه وأنشد   فهل أنا إلا مثل سيقة العدى    إن استقدمت نحر وإن جبأت عقر والجبأ بضم الجيم   الجبان قال الشاعر الشيباني وهو معروف  بن عمرو فما أنا من رَيْبِ المَنون بجُبَّأٍ    ولا أنا من سَيْبِ الإله بآيِسِ  وجَبَأَ عليه الأَسْود أي خرج عليه حَيَّةٌ من جُحرِه ومنه الجابئ وهو الجراد"
جرأ,62," الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت 'جرأ', الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت 'جرأ', الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت 'جرأ', الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت 'جرأ', الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت 'جرأ', الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت 'جرأ', الجرأة والجرئ جرؤ جراءة جرئ جرئ جرأتك اجترأت",3,vowel," *جرأ* [[[[[[[الجرأة]]]]]]] مثال الجرعة الشجاعة وقد يترك همزه فيقال الجرة مثال الكرة كما قالوا للمرأة مرة [[[[[[[والجرئ]]]]]]] المقدام تقول منه [[[[[[[جرؤ]]]]]]] الرجل [[[[[[[جراءة]]]]]]] بالمد وهو [[[[[[[[[[[[[[جرئ]]]]]]]]]]]]]] المقدم أي [[[[[[[[[[[[[[جرئ]]]]]]]]]]]]]] عند الاقدام وتقول [[[[[[[جرأتك]]]]]]] على فلان حتى [[[[[[[اجترأت]]]]]]] عليه _________  البيت لنصيب بن أبى محجن  وشد الباء ككر وفيه لغة المد جباء  الصواب مفروق بن عمرو الشيباني - بالفاء والقاف - وما هنا تصحيف  رواية اللسان "" من ريب الزمان بيائس "" وقبله أبكى على الدعاء في كل شتوة    ولهفي على قيس زمام الفوارس والقصيدة رثاء مفروق إخوته قيسا والدعاء وبشرا القتلى في غزوة بارق بشط الفيض /"
