Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
ليت,39," لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ 'ليت', لَيْتَ",3,vowel," *ليت* لَيْتَ كلمة تَمَنّ وهي حرف تنصب الاسم وترفع الخبر مثل كأنّ وأخواتها لأنها شابهت الأفعال بقوّة ألفاظها واتّصال أكثر المضمرات بها _________  في شلجم منه الشلجم نبت معروف قال الراجز تسألني برامتين شلجما ـ وقال في القاموس الشلجم كجعفر نبت معروف ولا تقل ثلجم ولا شلجم أو لغية  صغوه وصغاه معك أي ميله وبمعانيها تقول ليت زيدا ذاهب وأما قول الشاعر   يا ليت أيام الصبا رواجعا ـ فإنما أراد يا ليت أيام الصبا لنا رواجع نصبه على الحال وحكى النحويون أن بعض العرب يستعملها بمنزله وجدت فيعديها إلى مفعولين ويجريها مجرى الافعال فيقول ليت زيدا شاخصا فيكون البيت على هذه اللغة ويقال ليتى ولَيْتني كما قالوا لَعَلِّي ولَعَلَّني وإنّي وإنّني قال الشاعر   كَمُنْيَةِ جابرٍ إذ قال لَيْتي ـ أصادفُه وأغْرَم  جُلَّ مالي والليتُ بالكسر صَفْحة العنق وهما لِيتانِ ولاتَهُ عن وجهه يَلوتُهُ ويَليتُهُ أي حبسه عن وجهه وصرفه قال الراجز   وليلةٍ ذات دُجًى  سَرَيْتُ ـ ولم يَلِتْني عن سُراها لَيْتُ أي لم يمنعني عن سُراها مانع _________  هو العجاج  زيد الخيل  في العينى "" وأفقد بعض مالى "" وقبله تمنى مزيد زيدا فلاقى ـ أخا ثقة إذا اختلف العوالي في اللسان "" وأتلف جل ""  الحذلمى  في اللسان "" ذات ندى "" وكذلك ألاته عن وجهه فَعَلَ وأفْعَلَ بمعنًى ويقال أيضاً ما ألاتَهُ من عمله شيئاً أي ما نقَصه مثل ألَتَهُ قاله الفراء وأنشد ويأكلنَ ما أعنى الوَليُّ فلم يُلِتْ ـ كأنّ بحافات النهاء المزارعا  وقوله تعالى ولات حين مناص  قال الاخفش شبهوا لات بليس وأضمروا فيها اسم الفاعل قال ولا تكون لات إلا مع حين وقد جاء حذف حين في الشعر قال مازن ابن مالك "" حنت ولات هنت وإنى لك مقروع  "" فحذف الحين وهو يريده قال وقرأ بعضهم ولات حين مناص فرفع حين وأضمر الخبر وقال أبو عبيد هي لا والتاء إنما زيدت في حين وكذلك في تلان وإن كتبت مفردة   قال أبو وجزة _________  البيت لعدى بن زيد  قال في المحكم إنه ليس بشعر ومقروع لقب عبد شمس بن سعد بن زيد مناة بن تميم وضمير "" حنت "" لهيجمانة بنت العنبر بن عمرو بن تميم انظر اللسان قرع   في الاصل وكذا في اللسان "" وأوان كتبت مفردة "" وهو تحريف وإنما المراد أن التاء زيدت في أول الحين وإن رسمت مفردة قبلها العاطِفونَ تَحينَ ما من عاطِفٍ ـ والمطعمون زمان أين المطعم  وقال المؤرج زيدت التاء في لات كما زيدت في ثمت وربت فصل الميم"
متت,6, المَتُّ والمَتُّ والمَتُّ والماتَّةُ يمُتُّ والمَوَاتُّ,3,no vowel, *متت* المَتُّ المَدُّ والمَتُّ النَزْعُ على غير بكَرةٍ والمَتُّ توسُّلٌ بقرابة والماتَّةُ الحُرْمَةُ والوسيلة تقول فلان يمُتُّ إليك بقرابةٍ والمَوَاتُّ الوسائل
محت,3, المَحْتُ محت محت,3,no vowel, *[[محت]]* المَحْتُ الشديد من كل شئ ويوم [[محت]] أي شديد الحر مثل حمت وقد [[محت]] يومنا بالضم
مرت,19," المَرْتُ مَرْتٌ المُروتة 'مرت', المَرْتُ مَرْتٌ المُروتة 'مرت', المَرْتُ مَرْتٌ المُروتة 'مرت', المَرْتُ مَرْتٌ المُروتة 'مرت', المَرْتُ مَرْتٌ المُروتة",3,no vowel," *مرت* المَرْتُ مفازةٌ لا نباتَ فيها ومكان مَرْتٌ بيِّن [[[[[المُروتة]]]]] قال الراجز   _________  في نسخة "" زمان ما من مطعم "" قال ابن برى صواب إنشاده العاطِفونَ تَحينَ ما من عاطِفٍ ـ والمنعمون زمان أين المنعم واللاحفون جفانهم قمع الذرى ـ والمطعمون زمان أين المطعم  هو خطام المجاشعى ومهمهين قذفين مرتين ـ ظهراهما مثل ظهور الترسين  ورجل مَرْتُ الحاجبِ إذا لم يكن على حاجبه شعر قال ذو الرمة كل جنين لثق السربال  ـ مرت الحجاجين من الاعجال يعنى جنينا ألقته أمه قبل أن ينبت وبره والمروت بالتشديد اسم واد قال أوس وما خليج من المروت ذو شعب ـ يرمى الضرير بخشب الطلح والضال ومنه يوم المروت بين بنى قسير وتميم"
مقت,5, مَقَتَهُ مَقْتاً مَقيتٌ وممقوتٌ المَقْتِ,3,no vowel, *مقت* مَقَتَهُ مَقْتاً أبغضه فهو مَقيتٌ وممقوتٌ ونِكاح المَقْتِ كان في الجاهلية أن يتزوَّج الرجل امرأة أبيه
موت,64," الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات 'موت', الموتُ مات يموت ويمات",3,vowel," *موت* الموتُ ضدُّ الحياة وقد [[[[[[[[[[[[[مات]]]]]]]]]]]]] [[[[[[[[[[[[[يموت]]]]]]]]]]]]] [[[[[[[[[[[[[ويمات]]]]]]]]]]]]] أيضا قال الراجز _________  بعده جبتهما بالنعت لا بالنعتين  في اللسان يطرحن بالمهارق الاغفال ـ كل جنين لثق السربال حى الشهيق ميت الاوصال ـ مرت الحجاجين من الاعجال بنيتي سيدة البنات ـ عيشي ولا نأمن  أن تماتى فهو ميِّتٌ ومَيْتٌ وقومٌ مَوْتى وأمواتٌ وميتون وميتون وأصل ميت ميوت على فيعل ثم أدغم ثم يخفف فيقال ميت قال الشاعر  وقد جمعهما في بيت ليس من [[[[[[[[مات]]]]]]]] فاستراح بمَيْت ـ إنَّما المَيْتُ ميت الاحياء ويستوى فيه المذكر والمؤنث قال الله تعالى لنُحْيِيَ به بلدَةً مَيْتاً ولم يقل ميتة قال الفراء يقال لمن لم يمت إنه مائت عن قليل وميت ولا يقولون لمن [[[[[[[[مات]]]]]]]] هذا مائِتٌ والمَيْتَةُ ما لم تلحقه الذكاة   والميتة بالكسر كالجِلسة والرِكبة يقال [[[[[[[[مات]]]]]]]] فلان مِيتةً حسنةً وقولهم ما أَمْوَتَهُ إنما يراد به ما أموت قَلْبَهُ لأنَّ كلَّ فعل لا يتزيَّد لا يتعجَّب منه والمُواتُ بالضم الموت والمَواتُ بالفتح ما لا روحَ فيه والمَواتُ أيضاً الأرض التي لا مالكَ لها من الآدميِّين ولا ينتفع بها أحد ورجلٌ مَوْتانُ الفؤادِ وامرأةٌ موتانة الفؤاد _________  في اللسان "" لا يؤمن ""  هو عدى بن الرعلاء  بالذال المعجمة أي الذبح والموتان بالتحريك خلاف الحيَوان يقال اشترِ المَوَتانَ ولا تشترِ الحيوان أي اشترِ الأرضَ والدُورَ ولا تشترِ الرقيقَ والدوابَّ وقال الفراء المَوَتانُ من الأرض التي لم تُحْيَ بعد وفي الحديث "" مَوَتانُ الأرضِ لله ولرسوله فمن أحيا منها شيئاً فهو له "" والمُوتانُ بالضم موتٌ يقع في الماشية يقال وَقَعَ في المال موتانٌ وأماتَه الله ومَوَّتَهُ شدِّد للمبالغة وقال فعُرْوَةُ [[[مات]]]َ مَوْتاً مُسْتَريحاً وها أنذا أُمَوَّتُ كُلَّ يومِ وأَ[[[مات]]]َتِ الناقةُ إذا [[[مات]]] ولدها فهي مُميتٌ ومُميتَةٌ قال أبو عبيد وكذلك المرأة وجمعها مَماويتُ ابن السكيت أَ[[[مات]]]َ فلانٌ إذا [[[مات]]] له ابنٌ أو بَنون والمُتَماوِتُ من صفة الناسك المُرائي وموتٌ مائتٌ كقولك ليلٌ لائلٌ يؤخذ من لفظه ما يؤكَّد به والمستميت للأمر المسترسِل له قال رؤبة   وزَبَدُ البحرِ له كَتيتُ ـ والليلُ فوقَ الماءِ مستميتُ والمستميت أيضاً المستقتِل الذي لا يبالي في الحرب من الموت والموتة بالضم جنس من الجنون والصَرْع يعتري الإنسان فإذا أفاق عاد إليه كمالُ عقله كالنائم والسكران ومؤتة بالهمز اسم أرض قتل بها جعفر ابن أبي طالب رضي الله عنه فصل النون"
نأت,4, نَأَتَ يَنْئِتُ نَئيتاً نآت,3,vowel, *نأت* نَأَتَ الرجل يَنْئِتُ نَئيتاً إذا أنَّ مثل نَهَتَ ورجل [نآت] مثل نهات
نبت,54," النَبْتُ النبات نَبَتَتِ ونَبَتَ نَبَتَ منبوتٌ نَبَتَتْ ونَبَّتُّ تنبيتاً نَبِّتْ 'نبت', النَبْتُ النبات نَبَتَتِ ونَبَتَ نَبَتَ منبوتٌ نَبَتَتْ ونَبَّتُّ تنبيتاً نَبِّتْ 'نبت', النَبْتُ النبات نَبَتَتِ ونَبَتَ نَبَتَ منبوتٌ نَبَتَتْ ونَبَّتُّ تنبيتاً نَبِّتْ 'نبت', النَبْتُ النبات نَبَتَتِ ونَبَتَ نَبَتَ منبوتٌ نَبَتَتْ ونَبَّتُّ تنبيتاً نَبِّتْ 'نبت', النَبْتُ النبات نَبَتَتِ ونَبَتَ نَبَتَ منبوتٌ نَبَتَتْ ونَبَّتُّ تنبيتاً نَبِّتْ",3,no vowel, *نبت* النَبْتُ [[[[[النبات]]]]] يقال [نَبَتَ]تِ الأرض وأنْبَتَتْ بمعنًى ونَبَتَ البقل وأنْبَتَ بمعنى وأنشد الفراء   رأيتَ ذوي الحاجات حولَ بيوتهم ـ قَطيناً لهمْ حتَّى إذا أنبتَ البَقْلُ  أي نَبَتَ وأنْبَتَهُ الله فهو منبوتٌ على غير قياس وأنْبَتَ الغلامُ أي [نَبَتَ]تْ عانَتُه ونَبَّتُّ الشجرَ تنبيتاً غرسته يقال نَبِّتْ أجلك بين عينيك _________  لزهير بن أبى سلمى  قبله إذا السنة الشهباء بالناس أجحفت ـ ونال كرام الناس في الحجرة الاكل ونبت الصبى تنبيتاً رَبَّيته والمَنْبِتُ موضع [النبات] ويقال ما أحسن نابِتَةَ بَني فلان أي ما تَنْبُتُ عليه أموالُهم وأولادهم [ونَبَتَ]تْ لهم نابِتَةٌ إذا نَشَأ لهم نَشَأٌ صِغار وإنّ بني فلان لَنابِتَةُ شرٍّ والنوابت من الاحداث الاغمار والنبيت حى من اليمن والينبوت شجر
نحت,10, نَحَتَهُ يَنْحِتُهُ نَحْتاً والنُحاتة والمِنْحَتُ يُنْحَتُ والنَحيتة والنَحيتُ نَحيتَهُمْ النحيت,3,no vowel, *نحت* نَحَتَهُ يَنْحِتُهُ بالكسر نَحْتاً أي براه [والنُحاتة] البُراية والمِنْحَتُ ما يُنْحَتُ به [والنَحيتة] الطبيعة والنَحيتُ الدخيل في القوم قال الشاعر   الخالطينَ نَحيتَهُمْ بنُضارِهِمْ ـ وذَوي الغِنى منهم بِذي الفَقرِ والحافرُ [النحيت] الذى ذهبت حروفه
نصت,5," 'نصت', 'نصت', 'نصت', 'نصت', 'نصت',",3,no vowel," *نصت* الإنصات   السكوت والاستماع للحديث تقول أنْصِتوهُ وأنْصِتوا له قال الشاعر   _________  الخرنق أخت طرفة  نصت ينصت نصتا من باب ضرب وأنصت وانتصت سكت والاسم النصتة بالضم  هو وشيم بن طارق أو لحيم بن صعب إذا قالت حذام فأنصتوها ـ فإن القول ما قالت حذام  ويروى "" فصدقوها """
نعت,4, النعت ونعت وانتعته وناعتون,3,no vowel, *نعت* [النعت] الصفة [ونعت] الشئ [وانتعته] إذا وصفته [وناعتون] اسم موضع
نفت,8, نَفَتَتِ تَنْفِتُ نَفيتاً تَنافَتُ نَفوتٌ ليَنْفِتُ والنَفيتَةُ يَنْفِتَ,3,no vowel, *نفت* نَفَتَتِ القِدْرُ تَنْفِتُ نَفيتاً إذا كانت ترمي بمثل السهام من الغلي يقال القِدْرُ تَنافَتُ وتَنافَطُ ومِرْجَلٌ نَفوتٌ وإنَّ فلاناً ليَنْفِتُ غَضَباً ويَنْفِطُ أي يغلي والنَفيتَةُ الحريقةُ وهو أن يُذَرَّ الدقيقُ على ماءٍ أو لبن حتَّى يَنْفِتَ وهي أغلظ من السَخينةِ يتوسَّع بها صاحب العيال إذا غلبه الدهر
نقت,3, نَقَتُّ نَقْتاً نَقَوْتُهُ,3,no vowel, *نقت* نَقَتُّ المخَّ أَنْقُتُهُ نَقْتاً لغة في نَقَوْتُهُ إذا استخرجته كأنهم أبدلوا الواو تاء
نكت,19," النَكْتُ تَنْكُتَ فنَكَتَهُ فانتكت 'نكت', النَكْتُ تَنْكُتَ فنَكَتَهُ فانتكت 'نكت', النَكْتُ تَنْكُتَ فنَكَتَهُ فانتكت 'نكت', النَكْتُ تَنْكُتَ فنَكَتَهُ فانتكت",3,no vowel, *نكت*  النَكْتُ أن تَنْكُتَ في الأرض بقضيبٍ أي تضرب بقضيب فتؤثِّر فيها ويقال أيضاً طعنه فنَكَتَهُ أي ألقاه على رأسه [[[[فانتكت]]]] هو _________  حذام اسم امرأة الشاعر وهى بنت العتيك بن أسلم بن يذكر بن عنزة ومر الفرس ينكت وهو أن ينبو عن الأرض والنكتة كالنقطة ورطبة منكتة إذا بدا فيها الإرطابُ قال العدبَّس الكنانيّ الناكِتُ أن ينحرف مرفق البعير حتَّى يقعَ على الجنب فيخرقه
نوت,3, النَواتيُّ نوتى النات,3,vowel, *نوت* النَواتيُّ الملاَّحون في البحر خاصّة وهو من كلام أهل الشام واحدهم [نوتى] وأما قول الراجز   يا قبح الله بنى السعلات ـ عمرو بن يربوع شرار [النات] ـ ليسوا أعفاء ولا أكيات ـ فإنما يريد الناس وأكياس فقلب السين   وهى لغة لبعض العرب عن أبى زيد
نهت,13," النَهيتُ نَهَتَ يَنْهِتُ نَهَّاتٌ نَهَّاتٌ نَهَّاتٌ 'نهت', النَهيتُ نَهَتَ يَنْهِتُ نَهَّاتٌ نَهَّاتٌ نَهَّاتٌ",3,no vowel, *نهت* النَهيتُ كالزئير إلا أنَّه دونه يقال نَهَتَ يَنْهِتُ بالكسر وأسدٌ نَهَّاتٌ وحمارٌ نَهَّاتٌ أي نَهَّاقٌ ورجلٌ نَهَّاتٌ أي زَحَّارٌ فصل الواو
وقت,23," الوَقْتُ الوقتُ ميقات 'وقت', الوَقْتُ الوقتُ ميقات 'وقت', الوَقْتُ الوقتُ ميقات 'وقت', الوَقْتُ الوقتُ ميقات 'وقت', الوَقْتُ الوقتُ ميقات 'وقت', الوَقْتُ الوقتُ ميقات",3,vowel, *وقت* الوَقْتُ معروف والميقات الوقتُ المضروب للفعل والموضعُ يقال هذا [[[[[[ميقات]]]]]] أهل الشام للموضع الذي يحرمون منه _________  هو الراجز علباء بن أرقم  أي جعلها تاء وتقول وقته فهو موقوت إذا بيَّنَ للفعل وقتاً يُفْعَلُ فيه ومنه قوله تعالى إنَّ الصلاةَ كانتْ على المؤمنين كتاباً موقوتاً  أي مفروضاً في الأوقات والتوقيت تحديد الأوقات تقول وقَّتُّهُ ليوم كذا مثل أَجَّلْتُهُ وقرئ وإذا الرسُلُ وُقِّتَتْ مخفَّفة و أقتت لغة مثل وجوه وأجوه والموقت مفعل من الوقت قال العجاج والجامعُ الناس ليوم الموقت
وكت,4, الوكتة وَكْتَةٌ ووَكَّتَتِ توكيتاً,3,vowel, *وكت* [الوكتة] كالنقطة في الشئ يقال في عينه وَكْتَةٌ ووَكَّتَتِ البُسْرَةُ توكيتاً من نُقَط الإرطاب
وهت,7," يوهِتُ يوهت يوهت 'وهت', يوهِتُ يوهت يوهت",3,vowel, *وهت* أَوْهَتَ اللحمُ يوهِتُ أَنْتَنَ وأيهت [[[[يوهت]]]] لغة وإنما صارت الياء في [[[[يوهت]]]] واوا لضمة ما قبلها فصل الهاء
هبت,5," الهَبيتُ فالهَبيتُ 'هبت', الهَبيتُ فالهَبيتُ",3,no vowel, *هبت* الهَبيتُ الجبان الذاهبُ العقل قال طرفة فالهَبيتُ لا فؤاد له ـ والثبيت قلبه قيمه وقد هبت الرجل أن نخب ورجل مَهْبوتُ الفؤادِ وفي عقله هَبْتَةٌ أي ضعفٌ وهَبَتَهُ يَهْبِتُهُ هَبْتاً أي ضربه حكاه أبو عبيد
هتت,4, ويَهُتُّهُ هَتًّا مِهَتٌّ وهتَّاتٌ,3,no vowel, *هتت* قال الأصمعي يقال للرجل إذا كان جيِّدَ السِياقِ للحديث هو يسرده سرداً ويَهُتُّهُ [هَتًّا] ورجل مِهَتٌّ وهتَّاتٌ أي خفيفٌ كثير الكلام
هرت,9, هَرَتَ وهَرَتَ وهَرَتَ والهَريتُ هَرِتَ الهَرَتِ مَهْروتُ مُهَرَّتَةُ هريت,3,no vowel, *هرت* هَرَتَ اللحم طبخَه حتَّى تَهَرَّأ وهَرَتَ الثوبَ أي مزَّقه وهَرَتَ عِرضَه إذا طعن فيه والهَريتُ الواسعُ الشدقين تقول منه هَرِتَ بالكسر وأسد أهْرَتُ بيِّنُ الهَرَتِ وهو مَهْروتُ الفمِ وكلابٌ مُهَرَّتَةُ الأشداقِ وربَّما قالوا للمرأة المفضاة [هريت]
هفت,23," هفت هفتا وهفاتا 'هفت', هفت هفتا وهفاتا 'هفت', هفت هفتا وهفاتا 'هفت', هفت هفتا وهفاتا 'هفت', هفت هفتا وهفاتا 'هفت', هفت هفتا وهفاتا",3,no vowel, *[[[[[[هفت]]]]]]* [[[[[[هفت]]]]]] الشئ [[[[[[هفتا]]]]]] [[[[[[وهفاتا]]]]]] أي تطاير لخفته قال الراجز   كأن [[[[[هفت]]]]] القطقط المنثور  ـ وكل شئ انخفضَ واتَّضع فقد هَفَتَ وانْهَفَتَ _________  العجاج  بعده بعد رذاذ الديمة الديجور ـ على قراه فلق الشذور والتَهافُتُ التساقُطُ قطعةً قطعة وتَهافَتَ الفراشُ في النار أي تساقَطَ ويقال وردتْ هَفيتَةٌ من الناس للذين أقْحَمَتْهُمُ السَنَةُ   والهَفاتُ الأحمق مثل اللفات
هلت,1, الهلتى,3,no vowel, *هلت* [الهلتى] على فعلى نبت
هيت,26," هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ 'هيت', هَيَّتَ وهَوَّتَ",3,vowel," *هيت* هَيَّتَ به وهَوَّتَ به أي صاح به ودعاه وقال لو كان مغنيا بنا لهيتا  ـ وقال الراجز ترمى الاماعيز بمجمرات  ـ وأرجل روح مجنبات ـ يحدو بها كل فتى هيات ـ وقولهم هَيْتَ لك أي هلمَّ لك قال الشاعر في علي بن أبي طالب رضي الله عنه أبْلِغْ أميرَ المؤمِني‍ ـ نَ أخا العراق إذا أتيتا _________  أي الجدب  قبله قد رابنى أن الكرى أسكتا  في المطبوعة الاولى "" بمحمرات "" بالحاء المهملة صوابه في اللسان والمجمر الخف الصلب الشديد المجتمع إن العراق وأهلهُ ـ سلمٌ إليك فَهَيْتَ هَيْتا أي هلمَّ وتعال يستوي فيه الواحد والجمع والمؤنث إلا أن العدد فيما بعده تقول هَيْتَ لكما وهَيْتَ لكُنَّ والهَوْتَةُ بالفتح المنخفضُ في الأرض وكذلك الهُوتَة بالضم   وهيت بالكسر اسم بلد على الفرات قال الاصمعي أصلها من الهوة وتقول هات يا رجل بكسر التاء أي أعطني وللاثنين هاتِيا مثل آتِيا وللجمع هاتوا وللمرأة هاتي بالياء وللمرأتين هاتِيا وللنساء هاتينَ مثل عاطينَ وتقول هاتِ لا هاتَيْتَ وهاتِ إن كانت بك مُهاتاةٌ وما أُهاتيكَ كما تقول ما أُعاطيكَ ولا يقال منه هاتَيْتُ ولا يُنهى بها قال الخليل أصل هات من آتى يؤتى فقلبت الالف هاء فصل الياء"
